Party and Electorate Candidate Votes Recorded at each voting place
"Northland 35","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Kaikohe Intermediate School, 11 Park Road",0,4,0,9,0,5,14,11,65,1,88,36,0,0,0,233,1
"Kaingaroa","Kaingaroa School, State Highway 10",0,2,0,7,0,5,12,2,20,2,75,24,0,0,0,149,1
"Kaitaia","Kaitaia College, Redan Road",3,2,3,34,0,2,35,17,72,0,166,66,0,0,0,400,2
,"Kaitaia Intermediate School, 45 North Road",4,3,1,62,1,3,39,13,146,4,259,91,0,0,2,628,5
"Kaiwaka","Kaiwaka School, 33 Mangawhai Road",1,3,0,26,0,0,85,7,85,1,257,62,1,0,1,529,0
"Kamo","Kamo Primary School, 6 Three Mile Bush Road",0,0,0,1,0,0,6,0,4,1,15,4,0,0,0,31,0
"Karetu","Karetu School, Kura Road",0,0,0,7,0,0,4,0,15,0,29,6,0,0,0,61,0
"Kauri","Kaurihohore Hall, 24 Apotu Road",0,1,0,0,0,0,3,0,2,0,22,2,0,0,0,30,0
"Kawakawa","Kawakawa Primary School, 31-39 Albert Street",2,2,0,16,2,5,30,13,108,2,132,31,0,0,1,344,4
"Kerikeri","Kerikeri Primary School, Hone Heke Road",3,6,2,62,0,3,159,8,198,6,589,95,0,0,3,1134,8
,"Kingston House, 123 Hone Heke Road",2,5,0,50,0,5,104,7,102,5,338,56,0,0,0,674,1
,"Riverview School, Riverview Road",2,2,1,38,0,1,80,4,126,2,401,65,0,0,1,723,1
"Kohukohu","Kohukohu Primary School, Beach Road",0,1,0,4,0,1,48,5,41,0,37,15,1,0,0,153,1
"Leigh","Leigh School, House of Learning, 22 Hauraki Road",0,0,0,3,0,0,9,1,5,1,17,4,0,0,0,40,0
"Mangamuka","Mangamuka School, 37 School Road",0,0,0,0,0,2,4,1,4,0,7,2,0,0,0,20,0
"Mangawhai","Mangawhai Beach School, 34 Insley Street",1,5,0,72,2,0,94,4,60,2,366,121,0,0,1,728,1
"Mangawhai Heads","Mangawhai Community Centre, Fagan Place",3,2,0,37,0,0,42,4,58,2,251,63,0,0,3,465,0
"Mangonui","Mangonui School, 19 Colonel Mould Drive",7,4,0,44,0,2,71,8,104,3,371,89,0,1,0,704,6
"Maromaku","Maromaku School, Maromaku School Road",1,0,0,7,0,0,3,2,6,0,76,17,0,0,0,112,1
"Marua","Marua Hall, Marua Road",1,1,1,3,0,0,3,1,2,0,51,20,1,0,0,84,0
"Matakana","Matakana School, 952 Matakana Road",1,0,0,0,0,0,3,0,3,0,8,0,0,0,0,15,0
"Matauri Bay","Matauri Bay School, Wainui Road",0,0,0,3,1,0,15,1,22,0,30,7,0,0,0,79,0
"Maungatapere","Maungatapere School, Mangakahia Road",0,0,0,4,1,0,0,0,2,0,10,1,0,0,0,18,2
"Maungaturoto","Maungaturoto School, 8 Gorge Road",2,6,2,74,1,2,47,5,92,0,231,82,0,0,0,544,0
"Maunu","Maunu Primary School, 13 Austins Road",0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,6,0
,"Whangarei Hospital, Maunu Road",0,0,1,0,0,0,1,0,5,0,8,4,0,0,1,20,1
"Moerewa","Moerewa School, Otiria Road",0,1,0,1,0,0,7,6,60,0,24,16,0,0,0,115,1
"Ngataki","Ngataki School, Far North Road",1,0,0,6,0,0,5,0,9,0,19,7,0,0,0,47,0
"Oakura","Oakura Hall, Oakura Road",0,0,0,3,0,0,5,1,11,1,57,22,0,0,1,101,1
"Ohaeawai","Ohaeawai School, Tennyson Street",1,0,1,11,0,3,22,5,31,0,84,27,0,0,1,186,0
"Okaihau","Okaihau Primary School, Settlers Way",2,3,0,15,0,13,22,5,48,3,178,44,0,0,0,333,2
"Omapere","Opononi Area School, 263 State Highway 12",0,1,0,9,0,0,45,3,61,3,61,22,0,0,0,205,4
"Opua","Opua School, Franklin Street",2,2,1,14,0,1,39,0,48,2,127,32,1,1,0,270,0
"Opuawhanga","Opuawhanga Hall, North Road",0,0,0,6,1,1,8,0,15,0,41,6,0,0,0,78,0
"Oromahoe","Oromahoe School, Te Aute Road",1,0,2,5,0,1,16,0,17,1,27,7,0,0,0,77,0
"Otaika","Lifesway Bible Church, corner Tarewa & Otaika Roads",0,0,0,1,0,0,2,2,1,0,6,2,0,0,0,14,0
"Paihia","Paihia School, School Road",2,5,0,17,0,2,66,3,84,1,386,52,0,0,2,620,2
"Pakaraka","Pakaraka School, State Highway 10",0,0,0,13,0,1,13,0,29,0,102,19,0,0,0,177,0
"Pakotai","Pakotai School, Ruddell Road (off Mangakahia Road)",0,0,0,9,0,1,1,1,13,1,27,9,0,0,0,62,0
"Pamapuria","Pamapuria School, 6970 State Highway 1",1,0,0,10,2,0,12,2,27,0,75,23,0,0,0,152,0
"Panguru","Panguru,Te Kura Taumata O Panguru, 2178 West Coast Road",0,0,0,1,0,0,6,0,14,2,5,6,0,0,0,34,1
"Paparoa","Paparoa School, Franklin Road",3,4,1,61,4,3,42,6,55,0,284,65,0,0,0,528,3
"Pawarenga","Te Kura o Hata Maria, Te Riha Road",0,0,0,1,0,0,5,0,2,0,1,1,0,0,0,10,0
"Peria","Peria School, 1430 Oruru Road",0,0,0,11,0,2,44,7,29,0,30,18,0,0,0,141,1
"Pipiwai","Te Horo School, 3239 Pipiwai Road",0,0,0,4,0,0,0,2,3,0,9,6,0,0,0,24,0
"Port Albert","Port Albert Hall, 980 Port Albert Road",0,2,1,22,1,1,8,1,21,0,138,20,0,0,1,216,3
"Pouto","Rangitane Community Centre, Pouto Road",0,0,0,2,0,0,1,0,5,0,16,8,0,0,0,32,0
"Pukenui","Pukenui School, Lamb Road",1,1,0,19,0,3,23,3,51,1,162,31,0,0,1,296,0
"Pukepoto","Pukepoto School, 818 Awaroa Road",0,0,0,3,0,0,3,0,9,1,23,7,0,0,0,46,0
"Punaruku","Whangaruru School, 2916 Old Russell Road",0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,13,0
"Rawene","Rawene School, Marmon Street",0,1,0,9,0,2,47,12,57,2,43,23,0,0,0,196,2
"Rawhiti","Rawhiti Kohanga Reo, Te Rawhiti Marae, 221  Rawhiti Road ",0,1,0,0,0,0,6,0,8,0,7,6,0,0,0,28,1
"Ruatangata","Ruatangata Hall, 1190 Pipiwai Road",3,0,1,4,0,0,9,0,5,0,41,10,0,0,0,73,0
"Ruawai","Ruawai Primary School, Main Road",2,1,1,25,3,2,22,0,75,2,236,56,1,0,1,427,2
"Russell","Russell School, Baker Street",2,3,0,20,0,2,88,2,95,2,315,61,0,1,1,592,1
"Taheke","Taheke Health Centre, 3735 Horeke Road",1,1,0,4,0,0,4,4,13,1,15,8,0,0,0,51,0
"Taipa","Taipa Area School, 578 State Highway 10",3,5,0,45,0,5,78,5,103,7,300,56,0,0,2,609,1
"Taipuha","Taipuha Hall, Taipuha Station Road",0,1,0,3,0,1,2,0,7,0,46,5,0,0,0,65,0
"Takahue","Takahue Community Hall, Takahue Saddle Road",1,3,0,4,0,0,7,2,8,1,43,17,0,0,0,86,0
"Tangiteroria","Tangiteroria Primary School, 3078 State Highway 14",0,0,0,11,2,0,4,0,10,0,89,23,0,0,0,139,0
"Tangowahine","Tangowahine Primary School, Tangowahine Valley Road",0,4,0,16,0,6,10,1,16,2,52,24,0,0,0,131,0
"Tapora","Tapora Primary School, 1 Okahukura Road",3,1,0,4,0,2,3,1,13,0,42,9,0,0,0,78,0
"Taupo Bay","Taupo Bay Holiday Park, Taupo Bay Road",0,1,0,0,0,1,1,0,6,0,21,12,0,0,1,43,0
"Tautoro","Tautoro School, Mangakahia Road",0,0,0,1,0,1,6,1,10,0,4,8,0,0,0,31,1
"Te Hapua","Te Hapua School, 14 Waharua Road",0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,12,0
"Te Iringa","Te Iringa Marae, Waimatenui Road",0,0,0,0,0,0,0,2,3,0,10,1,0,0,0,16,0
"Te Kao","Te Kao Area School, 6603 Far North Road",0,0,0,0,0,1,4,2,5,0,10,2,0,0,0,24,0
"Te Kopuru","Te Kopuru School, Norton Street",1,2,0,18,1,4,26,2,40,3,137,50,0,0,0,284,1
"Te Tii","Te Tii School, Purerua Road",0,0,0,1,0,2,9,1,7,0,37,5,0,0,0,62,0
"Tinopai","Tinopai Primary School, Tinopai Road",0,0,0,5,0,0,10,1,12,0,33,12,0,0,0,73,0
"Titoki","Mangakahia Area School, Mangakahia Road",1,0,1,10,2,0,11,1,24,0,74,17,0,0,0,141,0
"Tokerau Beach","Kura Kaupapa Rangiawhia School, Inland Road",0,0,0,7,0,1,11,3,36,3,127,46,0,0,0,234,0
"Totara North","Totara North Hall, 4 School Road",3,1,1,13,0,2,17,2,24,0,67,27,0,0,0,157,1
"Umawera","Umawera School, State Highway 1",0,0,0,8,0,3,6,0,6,0,67,8,0,0,0,98,0
"Victoria Valley","Victoria Valley War Memorial Hall, Victoria Valley Road",0,2,0,10,0,1,7,2,17,1,34,9,0,0,0,83,0
"Waiharara","Waiharara School, Katavich Road",0,0,0,13,0,0,7,0,18,1,67,10,0,0,0,116,0
"Waihue","Waihue Settlers' Hall, 2368 Waihue Road",0,0,0,6,0,0,3,0,3,0,58,4,0,0,0,74,0
"Waima","Waima School, State Highway 12",0,0,1,1,0,4,4,3,8,0,7,3,0,0,0,31,0
"Waimamaku","Waimamaku Hall, State Highway 12",1,2,0,4,1,1,33,9,28,3,38,26,0,0,1,147,0
"Waimate North","Sunday School, Te Ahu Ahu Road",0,0,0,9,0,0,15,1,23,2,88,14,0,0,1,153,0
"Waiotira","Waiotira School, Ararua Road",0,0,0,5,0,0,3,3,7,1,47,15,0,0,0,81,0
"Waipapa","Waipapa Hall, Waipapa Loop Road",4,6,5,72,0,3,115,6,107,4,595,110,0,0,2,1029,3
"Waipapakauri","Paparore School, 157 West Coast Road",0,1,0,4,0,2,10,2,15,0,42,10,0,0,0,86,0
"Warkworth","Masonic Lodge, above Westpac Bank, 12 Baxter Street",1,0,1,3,0,0,2,0,4,0,14,2,0,0,0,27,0
"Wellsford","Wellsford School, 47 School Road",5,3,1,53,0,0,53,5,109,3,384,105,0,0,2,723,0
"Whakapara","Whakapara Hall, McLennan Road",1,0,0,8,0,0,31,2,24,1,95,22,0,0,0,184,0
"Whananaki","Whananaki School, Whananaki North Road",0,0,0,3,0,0,10,0,7,0,27,15,0,0,0,62,0
"Whangaroa","Whangaroa Hall, Whangaroa Road",1,2,0,11,0,0,8,1,25,2,64,12,0,0,0,126,0
"Whirinaki","Te Kura Kaupapa Māori o Te Tonga o Hokianga, School Road",0,1,0,0,0,1,8,2,15,0,7,1,0,0,0,35,1
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,3,4,1,1,1,0,0,0,10,0
,"Ordinary Votes BEFORE polling day",39,25,8,675,25,51,927,189,1483,44,5079,1225,1,0,22,9793,64
,"Special Votes BEFORE polling day",7,6,1,34,0,3,158,29,175,8,432,131,1,1,0,986,4
,"Special Votes On polling day",9,20,5,78,4,11,253,34,356,18,685,232,1,1,6,1713,4
,"Overseas Special Votes including Defence Force",3,2,0,5,0,4,113,6,59,3,194,20,0,0,1,410,0
,"Votes Allowed for Party Only",4,12,1,16,1,0,78,44,182,17,169,123,1,0,2,650,1
,"Northland Total",162,193,51,2243,64,216,3855,601,5913,210,17412,4546,9,7,71,35553,154
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35707
"Electorate Party Valid Votes for Northland",,"National Party - .4897477006"
"ACT New Zealand",162,.0045565775
"Aotearoa Legalise Cannabis Party",193,.0054285152
"Ban1080",51,.0014344781
"Conservative",2243,.0630889095
"Democrats for Social Credit",64,.0018001294
"Focus New Zealand",216,.0060754367
"Green Party",3855,.1084296684
"Internet MANA",601,.01690434
"Labour Party",5913,.1663150789
"Māori Party",210,.0059066745
"National Party",17412,.4897477006
"New Zealand First Party",4546,.1278654403
"NZ Independent Coalition",9,.0002531432
"The Civilian Party",7,.0001968892
"United Future",71,.0019970185
