Party and Electorate Candidate Votes Recorded at each polling place
"Waiariki 69","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,Bay of Plenty
"Awakeri","Awakeri School, Room 2, 976 SH 30",0,0,0,0,0,0,0,0,4,0,48,0,17,4,0,5,0,0,0,78,1
"Edgecumbe","All Saints Anglican Church Hall, 73 Main Street",0,0,1,1,0,0,2,0,3,1,42,0,29,2,0,5,0,0,0,86,1
,"Lions' Reading Room, Public Library Building, Riverslea Shopping Mall, College Road ",0,0,0,1,0,0,1,0,4,1,96,0,79,2,0,11,0,0,1,196,2
"Kaimai","Kaimai School, Room 1, 1853 State Highway 29",0,0,0,0,0,0,0,0,0,0,6,0,7,1,0,7,0,0,0,21,0
"Maketu","Maketu School, Wilson Road",0,0,0,2,0,0,3,0,3,0,105,0,77,3,0,6,0,0,0,199,3
"Matapihi","Matapihi School, Room 3, 398 Matapihi Road",0,0,0,0,0,0,2,0,7,0,94,0,41,1,0,9,0,0,0,154,2
"Matata","Matata Public School, 43 Pollen Street",0,0,0,1,0,0,2,0,5,0,63,0,29,5,0,8,0,0,1,114,2
"Maungatapu","Maungatapu Free Kindergarten, 187 Te Hono Street",0,0,0,1,0,0,2,0,3,0,45,0,12,0,0,4,0,0,0,67,2
,"Maungatapu School Hall, 164 Maungatapu Road",0,0,0,2,0,0,6,0,5,0,127,0,56,7,1,10,0,0,2,216,4
"Mt Maunganui","Arataki School Hall, 4 Kaimanawa Street",0,0,0,2,0,0,4,0,8,0,140,0,38,3,0,20,0,0,2,217,5
,"Grenada Park Community Hall, Grenada Park, Manowai St",0,0,0,4,0,0,1,0,3,1,46,0,13,2,0,6,0,0,1,77,0
"Ohauiti","Ohauiti Settlers Hall, 459 Ohauiti Road",0,1,0,0,0,0,1,0,1,0,13,0,5,3,0,2,0,0,0,26,0
"Oropi","Oropi School Computer Room, 1334 Oropi Road",0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,11,1
"Otakiri","Otakiri School, Staff Room, 571 Otakiri Road",0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,6,0,0,0,16,0
"Otamarakau","Otamarakau School, Room 2, 2216 Old Coach Road",0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,0,0,0,12,0
"Paengaroa","Paengaroa School, Multi Purpose Room, Old Coach Road",0,0,0,0,0,0,5,0,1,0,41,0,12,11,0,15,0,0,1,86,1
"Papamoa","Papamoa Primary School Hall, 312 Dickson Road",0,0,0,0,0,1,1,0,4,0,57,0,23,8,0,8,0,0,2,104,3
,"Papamoa Sports & Recreation Centre, Board Room, Gordon Spratt Reserve, 127 Parton Rd",0,0,0,0,0,0,0,0,0,0,8,0,6,1,0,0,0,0,0,15,0
,"Tahatai Coast School Hall, 45 Evans Road",0,0,0,0,0,0,1,0,3,0,47,0,23,5,0,18,0,0,1,98,3
,"Te Akau Ki Papamoa School, 29 Doncaster Drive",0,0,0,2,0,0,0,0,5,0,79,0,21,3,0,12,0,0,0,122,1
"Pongakawa","Pongakawa School Library, 956 Old Coach Road",0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,2,0,0,0,8,0
"Pukehina","Pukehina School Staff Room, 1758 Old Coach Road",0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,6,0
"Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",0,0,0,0,0,0,3,0,0,0,25,0,13,3,0,4,0,0,0,48,0
"Pyes Pa","Pyes Pa School Hall, 968 Pyes Pa Road",0,0,0,0,0,0,2,0,2,0,8,0,6,3,0,2,0,0,0,23,2
