Party and Electorate Candidate Votes Recorded at each polling place
"Port Hills 40","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Te Kura-Kaupapa Māori o Te Whanau Tahi, 83 Lyttelton Street",1,0,0,0,0,10,10,0,0,1,29,1,0,52,0
"Spreydon","Christchurch South Intermediate, 204 Selwyn Street",1,0,2,3,0,34,56,0,2,0,81,13,2,194,2
"St Martins","Hillview Christian Junior School, 150 Wilsons Road",8,0,0,29,0,179,223,0,4,10,365,53,11,882,5
,"St Martins School, 24 Albert Terrace (opposite Roscoe Street)",2,2,4,13,0,227,235,0,4,1,425,45,2,960,7
"Sumner","Sumner School, Colenso Street (Dryden Street West entrance)",18,2,1,11,2,382,315,0,3,11,913,69,9,1736,7
"Sydenham","Special Needs Library, 109 Huxley Street",0,1,5,13,0,133,165,0,1,2,159,29,3,511,4
,"Sydenham Community Centre, 23-25 Hutcheson Street",0,0,0,11,0,48,103,2,1,0,113,21,1,300,3
"Wainoni","Ottawa Gardens Pre-School, 49 Ottawa Road",0,0,1,0,0,3,7,0,0,0,5,2,0,18,0
"Waltham","Waltham School, corner Hastings Street East & Vienna Street",4,0,4,6,2,92,186,1,1,0,158,21,5,480,4
"Westmorland","Garage, 4 Brookford Place",0,0,0,1,0,3,1,0,0,0,14,1,0,20,0
"Woolston","Bamford School, 8 Gould Crescent",0,0,0,7,1,45,122,0,1,2,119,28,3,328,0
,"Christchurch Polytechnic, Student Services Building, corner Ensors Road & Sulllivan Avenue",4,0,2,10,0,62,82,0,2,1,89,12,2,266,5
,"Edmonds-Smith Street Kindergarten, 21 Smith Street",1,0,2,14,0,47,155,1,0,0,115,25,2,362,5
,"St Johns Church Hall, corner St John's Street & Ferry Road",5,2,10,26,1,124,519,0,6,2,402,105,2,1204,14
,"Woolston School, corner Ferry Road & Hopkins Street",3,0,5,15,0,116,296,0,2,5,202,39,1,684,13
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Christchurch Central",6,1,3,12,0,141,165,0,2,0,385,42,2,759,11
,"Ordinary Votes BEFORE polling day - Taken in Ilam",2,0,0,4,0,33,22,0,2,0,104,1,0,168,0
,"Ordinary Votes BEFORE polling day - Taken in Port Hills",23,2,9,39,2,431,1013,0,6,7,1289,189,10,3020,24
,"Ordinary Votes BEFORE polling day - Taken in Selwyn",2,0,0,1,0,15,13,0,0,0,36,4,0,71,0
,"Ordinary Votes BEFORE polling day - Taken in Wigram",11,1,3,16,0,237,234,0,3,4,487,31,4,1031,1
,"Special Votes BEFORE polling day",2,1,3,6,0,132,184,1,2,4,318,33,4,690,3
,"Special Votes On polling day",14,0,28,37,3,649,712,3,11,9,1234,93,20,2813,14
,"Overseas Special Votes including Defence Force",1,0,0,0,1,121,64,1,2,2,133,7,1,333,0
,"Votes Allowed for Party Only",4,1,9,1,1,77,146,1,2,8,172,11,2,435,2
,"Port Hills Total",246,24,164,549,21,6522,9199,22,102,135,14532,1609,157,33282,202
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33484
"Electorate Party Valid Votes for Port Hills",,"National Party - .4366324139"
"ACT New Zealand",246,.0073913827
"Alliance",24,.0007211105
"Aotearoa Legalise Cannabis Party",164,.0049275885
"Conservative Party",549,.0164954029
"Democrats for Social Credit",21,.0006309717
"Green Party",6522,.1959617811
"Labour Party",9199,.2763956493
"Libertarianz",22,.000661018
"Mana",102,.0030647197
"Māori Party",135,.0040562466
"National Party",14532,.4366324139
"New Zealand First Party",1609,.0483444505
"United Future",157,.0047172646
