Party and Electorate Candidate Votes Recorded at each polling place
"Port Hills 40","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Addington","Addington School, 22 Brougham Street (Simeon Street entrance)",1,0,3,1,0,8,37,0,1,0,29,6,1,87,2
,"Kidsfirst Kindergarten, 366 Selwyn Street",2,0,5,4,0,53,117,1,3,1,118,10,4,318,0
"Akaroa","Akaroa Sports Centre, Rue Jolie",0,0,0,0,0,7,4,0,0,0,42,1,0,54,0
"Aranui","Aranui Primary School, 257 Breezes Road",0,0,0,1,0,3,10,0,0,0,7,2,0,23,0
,"St Ambrose Church, 309 Breezes Road",0,0,0,0,0,1,9,0,0,0,5,2,0,17,0
"Avonside/Linwood","Linwood North School, 221 Woodham Road (Rowcliffe Crescent entrance)",0,0,0,0,0,5,14,0,0,1,10,1,0,31,0
"Beckenham","Beckenham School, 71 Sandwich Road",5,0,4,12,0,259,224,0,7,3,348,41,3,906,0
,"St Peter's Parish Centre, 11a Fisher Avenue",3,0,1,21,1,124,141,1,2,1,232,38,5,570,2
,"Thorrington School, 22a Colombo Street South",7,1,3,16,0,264,228,0,1,6,598,20,10,1154,2
"Bromley","Bromley School, 33 Keighleys Road",5,2,10,10,1,65,377,0,0,2,188,52,3,715,5
"Cashmere","Cashmere Primary School, 135 Hackthorne Road",17,0,2,6,0,215,155,2,2,4,561,16,3,983,0
,"Landsdowne Community Centre, 8 Landsdowne Terrace",14,0,4,25,0,159,166,1,1,5,544,51,4,974,1
,"Princess Margaret Hospital, 97 Cashmere Road (Entrance 4)",12,1,0,14,0,81,104,0,1,2,311,23,2,551,0
"Cass Bay","Navy League, TS Steadfast, 64 Governors Bay Road",3,0,0,2,0,35,27,1,1,2,82,13,0,166,2
"Christchurch City","ABC Salisbury Street Pre School, 150 Salisbury Street",0,0,0,0,0,5,3,0,0,0,4,0,0,12,0
,"Christchurch Public Hospital, Main Entrance Foyer, 2 Riccarton Avenue",0,0,1,1,0,16,37,0,0,0,38,5,0,98,0
,"First Church of Christ Scientist, 66 Carlton Mill Road",1,0,0,1,0,3,1,0,0,0,16,0,0,22,0
,"HMNZS Pegasus, 419 Montreal Street",0,0,0,0,0,13,3,0,0,0,10,0,0,26,0
,"St Michael and All Angels Church School, 249 Durham Street South",1,0,0,1,0,9,10,0,0,0,23,0,0,44,0
"Ferrymead","SBS Bank, 23 Humphreys Drive",4,0,1,3,0,83,115,0,0,2,336,15,3,562,4
"Governors Bay","Governors Bay School Library, 1 Jetty Road",1,0,0,0,0,11,10,0,0,0,24,2,0,48,1
"Halswell","St Mary's Anglican Church Hall, 329 Halswell Road",0,0,0,1,0,3,7,0,0,0,19,1,0,31,0
"Heathcote Valley","Heathcote Valley School, 67 Bridle Path Road",4,0,5,18,0,194,300,1,0,5,415,61,5,1008,7
"Hillsborough","Training & Beyond, Unit 1, 201 Opawa Road (near corner of Garlands & Opawa Roads)",1,0,2,13,0,63,102,0,0,0,180,16,3,380,2
"Hoon Hay","Hoon Hay School, 91 Sparks Road",1,0,1,3,0,8,6,0,0,0,17,1,1,38,0
"Huntsbury","Huntsbury Community Centre, 30h Huntsbury Avenue",5,0,2,10,0,108,60,0,0,2,182,8,1,378,2
"Linwood","Linwood Avenue School, 260 Linwood Avenue",3,0,5,3,0,41,151,0,1,1,89,28,0,322,2
,"Linwood College, 85 Aldwins Road",0,0,0,5,0,22,69,0,0,0,46,9,1,152,2
,"St Chad's Anglican Church Hall, corner Carnarvon Street & Buckleys Road",2,0,1,13,1,17,113,1,0,3,65,14,0,230,2
,"Union Church Hall, 378 Linwood Avenue",2,2,3,20,0,68,391,1,2,4,253,67,1,814,11
"Lyttelton","Lyttelton Recreation Centre, 25 Winchester Street",4,0,2,7,2,323,286,1,9,3,234,48,6,925,6
,"Lyttelton West School, 41 Voelas Road",3,0,2,3,0,86,77,0,0,4,77,11,0,263,0
"Mt Pleasant","Mt Pleasant School, 82 Major Hornbrook Road",8,2,4,7,0,215,157,1,2,4,692,39,5,1136,1
"Opawa","Opawa Baptist Friendship Centre, 282 Wilsons Road",1,0,3,2,0,46,71,0,0,0,62,16,0,201,3
,"Opawa School, corner Ford Road & Newbery Street ",3,3,3,15,2,170,170,0,2,2,213,27,1,611,4
,"St Mark's Church Hall, corner Opawa Road & Vincent Place",1,0,3,19,1,111,150,0,5,3,213,28,2,536,6
"Redcliffs","St Andrews Anglican Church, 148 Main Road,",19,0,3,15,0,216,190,0,4,5,732,49,6,1239,10
"Riccarton","Riccarton Mall, Riccarton Road (in aisle opposite K Mart)",1,0,0,0,0,22,32,0,0,1,48,3,0,107,0
"Somerfield","Cashmere High School, 172 Rose Street",0,0,0,2,0,28,23,1,0,0,72,3,1,130,1
,"Somerfield School, 42 Studholme Street",0,0,0,0,0,21,24,0,1,0,50,7,0,103,0
