Party and Electorate Candidate Votes Recorded at each polling place
"Bay of Plenty 2","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Bethlehem","Bethlehem Primary School Hall, 66 Carmichael Road",6,0,0,11,0,24,26,0,2,3,127,31,0,230,0
"Kaimai","Kaimai School, 1853 State Highway 29",14,0,0,15,0,31,24,2,0,1,228,26,6,347,3
"Matakana Island","Te Kura O Te Moutere O Matakana, 183 Opureora Road ",0,0,0,1,0,3,5,0,1,2,4,6,0,22,0
"Matapihi","Te Kura o Matapihi, 398 Matapihi Road",3,0,0,9,0,22,53,0,3,4,121,70,0,285,4
"Maungatapu","Maungatapu Free Kindergarten, 187 Te Hono Street",6,0,1,40,0,62,85,0,0,1,388,108,4,695,5
,"Maungatapu School, 164 Maungatapu Road",5,1,6,44,0,91,146,1,2,8,531,167,6,1008,7
"Mt Maunganui","Arataki Community Centre, Zambuk Way (off Grenada Street)",6,0,2,54,0,57,167,1,0,5,573,177,6,1048,4
,"Arataki School, 4 Kaimanawa Street",8,0,5,48,1,68,226,0,1,7,561,219,6,1150,14
,"Harbourside Netball Pavilion, Maunganui Road",2,0,1,2,0,6,13,0,0,1,43,10,0,78,1
,"Mt Maunganui College, Maunganui Road",3,0,2,7,0,22,28,0,2,3,167,47,0,281,2
,"Mt Maunganui Intermediate School, 21 Links Avenue",3,0,5,4,0,7,15,0,2,1,50,12,1,100,1
,"Mt Maunganui Primary School, 13 Orkney Road",0,0,0,4,0,7,9,0,0,0,29,7,0,56,0
,"Senior Citizens' Hall, 345 Maunganui Road",3,0,3,1,0,7,10,0,0,0,54,10,1,89,0
,"St Peter's Church Hall, 11 Victoria Road",0,0,0,0,0,9,2,0,0,0,34,1,0,46,0
"Ohauiti","Ohauiti Settlers Hall, 459 Ohauiti Road",8,0,3,69,0,82,110,2,1,6,725,113,9,1128,4
"Omokoroa","Omokoroa No. 1 School, 11 Emeny Road",6,0,2,6,0,38,16,0,0,2,262,19,3,354,2
,"Omokoroa Point School, 37 Hamurana Road",15,0,2,62,1,115,136,1,0,2,732,117,5,1188,7
"Oropi","Oropi School, 1334 Oropi Road",11,0,1,30,0,52,29,0,1,2,282,55,4,467,3
"Pahoia","Pahoia School, 29 Esdaile Road",16,0,4,29,0,79,67,0,1,0,416,51,7,670,2
"Papamoa","Golden Sands Primary School, 26 Golden Sands Drive",3,0,6,35,0,90,101,2,6,9,587,81,4,924,4
,"Papamoa Community Centre and Library - Tohora, Tamure and Mako Rooms, 15 Gravatt Road",17,1,12,62,2,198,323,0,4,11,1155,285,15,2085,5
,"Papamoa Primary School, 312 Dickson Road",8,1,6,38,1,129,166,1,5,10,607,181,8,1161,11
,"Shop 7, Fashion Island, Gravatt Road",13,1,3,41,2,93,186,0,4,6,828,153,5,1335,1
,"Tahatai Coast School, 45 Evans Road",7,0,12,40,0,149,256,1,0,3,1011,200,6,1685,14
"Pyes Pa","Aquinas College, 183 Pyes Pa Road",3,0,2,30,0,17,26,0,0,4,260,27,3,372,1
,"Pyes Pa School, 978 Pyes Pa Road",5,0,3,21,0,51,35,0,0,6,290,70,3,484,0
"Tauranga","Greenpark School, 13 Lumsden Street",4,0,2,9,0,18,23,0,0,0,117,22,0,195,0
,"Greerton Community Hall, 1247 Cameron Road",5,0,2,20,0,19,50,1,1,3,118,54,0,273,5
,"Matua Community Hall, Levers Road",0,0,0,0,0,5,1,0,0,0,21,3,0,30,0
,"Otumoetai School, 236 Otumoetai Road",1,0,0,2,0,5,8,0,0,1,27,3,0,47,0
,"St Peter's Community Centre, 130 Spring Street",0,0,1,1,0,4,3,0,1,0,39,4,0,53,0
,"Tauranga Girls' College Hall, 930 Cameron Road",3,0,0,5,0,11,18,0,0,1,64,8,0,110,0
,"Tauranga Intermediate School, 30 18th Avenue",0,0,1,2,0,2,13,1,0,0,63,10,1,93,0
,"Tauranga Primary School Hall, 31 5th Avenue",1,0,3,4,0,17,20,1,0,1,91,14,0,152,1
,"Tauriko School, State Highway 29",15,0,1,23,0,49,61,0,0,5,354,96,2,606,3
,"Village Hall, Village on 17, 17th Avenue",0,0,0,5,0,6,7,0,1,1,20,6,1,47,0
"Te Puke","Te Puke Memorial Hall, 130 Jellicoe Street",25,1,11,73,1,109,322,1,2,12,1085,263,10,1915,20
,"Te Puke Primary School, corner Cameron Road & Kowhai Avenue",7,0,5,56,2,73,191,1,1,5,613,121,6,1081,7
"Te Puna","Te Puna Memorial Hall, Te Puna Road",22,1,1,59,0,79,76,1,0,8,675,128,13,1063,1
,"Te Puna School, 225 Te Puna Road",12,0,3,20,0,33,37,2,0,4,243,43,3,400,2
"Waitangi","Te Kura Kaupapa Māori o Te Matai, 309 State Highway 2",0,0,0,1,0,0,3,0,0,0,9,1,0,14,1
"Welcome Bay","Baden Powell Hall, 39 Welcome Bay Road",21,0,12,89,0,143,190,2,2,3,738,188,11,1399,8
,"Selwyn Ridge School, 20 Holmburn Street",6,1,3,56,0,77,118,1,5,5,427,82,6,787,2
,"Welcome Bay School, 309 Welcome Bay Road",30,1,11,65,0,160,246,0,8,12,769,185,8,1495,9
"Whakamarama","Whakamarama Public Hall, 469 Whakamarama Road",14,0,3,14,0,63,45,0,0,2,207,38,4,390,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Bay of Plenty",26,0,9,117,1,192,520,1,7,7,2107,516,16,3519,35
,"Ordinary Votes BEFORE polling day - Taken in Tauranga",27,1,7,76,0,193,205,0,7,10,1351,260,10,2147,13
,"Special Votes BEFORE polling day",1,0,2,12,1,38,77,1,0,5,271,38,3,449,4
,"Special Votes On polling day",19,0,21,52,1,260,359,1,13,14,1102,192,10,2044,10
,"Overseas Special Votes including Defence Force",3,0,0,5,0,27,17,1,1,0,119,20,1,194,3
,"Votes Allowed for Party Only",5,0,4,16,0,50,95,3,7,17,158,31,0,386,4
,"Bay of Plenty Total",418,9,183,1485,13,3142,4965,29,91,213,20853,4569,207,36177,226
