Party and Electorate Candidate Votes Recorded at each polling place
"Bay of Plenty 2","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36403
"Electorate Party Valid Votes for Bay of Plenty",,"National Party - .5764159549"
"ACT New Zealand",418,.0115543025
"Alliance",9,.0002487768
"Aotearoa Legalise Cannabis Party",183,.0050584626
"Conservative Party",1485,.0410481798
"Democrats for Social Credit",13,.0003593443
"Green Party",3142,.0868507615
"Labour Party",4965,.137241894
"Libertarianz",29,.0008016143
"Mana",91,.0025154103
"Māori Party",213,.0058877187
"National Party",20853,.5764159549
"New Zealand First Party",4569,.1262957127
"United Future",207,.0057218675
