Party and Electorate Candidate Votes Recorded at each polling place
"Hauraki-Waikato 64","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,Auckland Central
"Waiheke Island","Matiatia Oneroa Ratepayers - Morra Hall, 115 Ocean View Road",0,0,0,0,0,1,0,0,15,0,8,2,2,0,0,0,0,0,0,28,0
,"Old Blackpool School Hall, Nikau Road",0,0,1,0,0,2,0,0,9,0,5,2,0,0,0,0,0,0,0,19,2
,"Onetangi Residents Assn. Hall, corner Waiheke Road & Third Avenue",0,0,0,0,0,4,0,0,9,0,3,2,1,0,0,2,0,0,0,21,0
,"Ostend War Memorial Hall, corner Belgium Street & Ostend Road",0,0,1,0,1,10,1,0,16,0,13,4,4,0,0,0,0,0,0,50,0
,"Palm Beach Hall, 64 Palm Road",1,0,0,0,0,0,0,0,6,0,3,2,1,0,0,0,0,0,0,13,0
,"Rocky Bay, Omiha Memorial Hall, 2 Glenbrooke Road",0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,8,1
,"Te Huruhi School, 7 Donald Bruce Road, Surfdale",0,0,1,0,0,3,0,0,12,0,2,0,0,0,0,0,0,0,0,18,0
,Coromandel
"Cooks Beach","Cooks Beach Community Centre, corner Purangi Road & Rees Avenue",0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,6,0
"Coroglen","Coroglen School, 10 Rangihau Road",0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,6,0
"Coromandel","Coromandel Area School, 120 Woollams Avenue",0,0,0,0,0,5,0,1,24,0,37,3,4,0,0,0,0,0,0,74,1
"Hikutaia","Hikutaia Public Hall, Paeroa Kopu Road (State Highway 26)",0,0,0,0,0,1,0,0,6,0,2,2,2,0,0,1,0,0,0,14,1
"Kennedy Bay","Te Kura Kaupapa Maori O Harataunga School, 1416 Kennedy Bay Road",0,0,0,0,0,1,0,0,6,0,9,2,4,0,0,0,0,0,0,22,0
"Kerepehi","Kerepehi School, McGowan Avenue",0,0,0,0,0,1,0,0,23,0,15,2,3,0,0,0,0,0,0,44,0
"Manaia","Manaia School,  22 Goldfields Road",2,0,1,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,54,4
"Manawaru","Manawaru School, 442 Manawaru Road",0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,0
"Ngatea","Ngatea School, 52 Orchard West Road",0,0,1,0,0,2,0,0,15,0,8,2,2,0,0,0,0,1,0,31,2
"Opoutere","Opoutere School, State Highway 25",0,0,0,0,0,0,0,0,15,0,2,1,4,0,0,0,0,0,0,22,1
"Paeroa","Miller Avenue School, 30 Miller Avenue",0,0,1,0,0,4,0,0,30,0,16,3,2,0,0,1,0,1,0,58,3
,"Paeroa Memorial Hall, 144 Normanby Road (State Highway 2)",0,0,2,0,2,4,0,0,96,0,72,10,9,0,0,1,0,0,0,196,11
"Tahuna","Tahuna School, 43 Tahuna-Ohinewai Road",0,0,1,0,0,1,0,0,4,0,4,1,0,0,0,0,0,0,0,11,0
"Tairua","Tairua School, 110 Main Road",0,0,0,0,0,2,0,0,7,0,6,4,4,0,0,0,0,0,0,23,1
"Tapu","Tapu Primary School, 719 Thames Coast Road",0,0,1,0,0,0,0,0,10,0,3,6,5,0,0,0,0,0,0,25,2
"Tararu","Tararu Cultural Centre, State Highway 25",0,0,0,0,0,0,1,0,6,0,1,3,0,0,0,0,0,0,0,11,0
"Te Aroha","Contract Bridge Rooms, 105 Whitaker Street",0,0,0,0,0,0,0,0,17,0,3,1,3,0,0,0,0,0,0,24,0
,"Stanley Avenue School, 59-63 Stanley Avenue",0,0,1,0,0,2,0,0,9,0,3,1,3,0,0,1,0,0,0,20,1
,"Te Aroha Primary School, corner Whitaker Street & Jubilee Avenue",1,0,2,0,0,3,0,0,33,0,13,3,2,0,0,0,0,0,0,57,2
"Te Puru","Te Puru Community Centre, West Crescent",0,0,0,0,0,0,0,0,15,0,6,1,11,0,0,0,0,0,0,33,0
"Te Rerenga","Te Rerenga School, 1227 State Highway 25",0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,6,1
"Thames","Moanataiari School, 101 Kuranui Street",0,0,2,0,0,1,0,0,16,0,5,1,1,0,0,0,0,0,0,26,1
,"Parawai School, 106 Lowe Avenue",0,0,0,0,0,1,0,0,23,0,3,8,3,0,0,1,0,0,0,39,1
,"Thames Civic Centre, 200 Mary Street",0,0,3,0,0,6,0,0,37,0,9,4,3,0,0,0,0,0,0,62,4
,"Thames High School, 300 Sealey Street",0,0,0,0,1,2,0,0,15,0,16,5,4,0,0,1,0,0,0,44,1
,"Thames South School, corner Grey & Rolleston Streets",0,0,0,0,0,2,0,1,43,1,23,5,4,0,0,0,0,0,0,79,7
"Turua","Turua School, Hauraki Road",0,0,1,0,0,2,0,0,9,0,7,3,2,0,0,0,0,0,0,24,1
"Waihi","Waihi Central School, Moresby Avenue",0,0,1,0,0,0,2,0,29,0,9,6,4,0,0,0,0,0,0,51,1
,"Waihi East School, 6-8 Donnelly Street",0,0,0,0,0,3,0,0,18,0,9,5,2,0,0,0,0,0,0,37,2
,"Waihi Memorial Hall, 41 Seddon Street",0,0,1,0,1,7,1,0,37,0,20,9,3,0,0,0,0,0,0,79,0
"Waihi Beach","Waihi Beach School, Hillview Road",0,0,0,0,0,1,0,0,16,1,4,4,2,0,0,0,0,0,0,28,1
"Waikino","Victoria Hall, Main Road (State Highway 2)",0,0,0,0,0,4,1,0,3,0,3,0,0,0,0,0,0,0,0,11,0
"Waitakaruru","Waitakaruru School, Canal West Road (State Highway 25)",0,0,1,0,0,0,0,0,3,0,3,4,1,0,0,1,0,0,0,13,0
"Waitoa","Waitoa School, Main Road (State Highway 26)",0,0,0,0,0,1,0,0,7,0,7,3,2,0,0,0,0,0,0,20,0
"Whangamata ","Whangamata Baptist Church, 301 Port Road",0,0,1,0,0,7,1,0,19,0,13,10,3,0,0,0,0,1,0,55,0
"Whenuakite","Whenuakite School, 1055 State Highway 25",0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,6,0
"Whitianga","Mercury Bay Area School, 20 South Highway",0,0,1,0,0,3,0,0,7,0,9,3,3,0,0,0,0,0,0,26,0
,"Mercury Bay Bowling Club, 92 Cook Drive",0,0,0,0,0,2,0,0,6,0,7,6,3,0,0,1,0,0,0,25,0
,"St Andrews Community Church, corner Albert & Owen Streets",1,0,0,0,0,4,0,0,12,0,6,2,3,0,0,0,0,0,0,28,1
,Hamilton East
"Chartwell","Hukanui School, corner Hukanui Road & Pickering Crescent",0,0,0,0,2,0,0,0,40,0,11,7,2,0,0,0,0,0,0,62,0
,"St Albans Church Hall, corner Comries Road & Belmont Avenue",3,0,1,0,1,1,1,0,62,0,45,7,10,0,0,0,0,0,0,131,0
"Claudelands","Peachgrove Intermediate School, Peachgrove Road",2,0,2,0,0,1,0,0,41,0,17,2,1,0,0,0,0,0,0,66,1
,"Southwell School, 200 Peachgrove Road",1,0,1,0,0,4,0,0,23,0,10,8,2,0,0,0,0,0,0,49,0
,"St Aidans Parish Hall, 24 Thames Street",0,0,1,0,1,7,0,1,50,0,34,7,3,0,0,2,0,0,0,106,2
"Enderley","Te Kura Kaupapa Maori O Te Ara Rima School, Fifth Avenue",1,0,3,0,1,4,0,0,152,0,83,9,10,1,0,1,1,1,1,268,3
