Party and Electorate Candidate Votes Recorded at each polling place
"Christchurch East 6","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"The Arts Centre, Hurst Seager Room, cnr Hereford Street & Rolleston Avenue",0,1,0,0,0,0,0,0,10,0,10,0,1,15,0,2,0,0,0,39,0
"Dallington","Banks Avenue School Hall, 71 Banks Avenue",0,6,1,1,0,0,6,0,34,13,362,0,0,179,0,21,0,0,24,647,3
,"Dallington Scout Group, 3 Halberg St",0,2,0,0,0,0,0,0,19,16,150,0,1,92,0,14,0,0,18,312,2
,"St Paul's School Rooms 1 and 2, 21 Gayhurst Road",0,6,0,1,4,0,1,0,41,19,316,0,2,208,0,23,0,0,42,663,1
"Kainga","Public Hall, Kainga Road",0,1,0,1,1,0,0,0,13,7,137,0,1,61,0,16,0,0,6,244,1
"Linwood","Linwood Avenue School, 260 Linwood Avenue",1,2,1,2,0,2,0,1,14,15,214,1,1,54,0,16,1,0,16,341,3
,"Linwood North School Hall, 221 Woodham Road",0,2,2,2,0,0,0,0,15,4,158,0,0,52,0,15,0,0,8,258,2
,"St Chad's Anglican Church Hall, 11 Carnarvon Street (cnr Buckleys Road)",0,3,2,1,1,0,3,0,20,14,261,0,0,54,0,26,0,0,13,398,4
,"Union Church Hall, 378 Linwood Avenue",0,1,1,1,0,1,2,0,19,11,174,0,0,48,1,22,0,0,5,286,0
"Marshland","Marshland School, 329 Prestons Road",0,3,1,1,0,1,0,0,17,8,99,0,0,148,0,22,0,0,10,310,1
"New Brighton","Central New Brighton School, Roy Stokes Hall, Seaview Road",0,8,10,9,4,0,9,0,166,43,1129,3,9,392,1,118,0,0,49,1950,15
"North New Brighton","Freeville School, Room 3, Sandy Avenue",0,7,4,5,1,1,3,0,40,37,479,0,1,169,0,44,0,0,25,816,5
,"Queen Elizabeth II Park Preschool, Travis Road",0,3,1,1,0,0,2,0,23,7,170,0,0,110,0,23,0,0,12,352,0
,"Redemptorist Retreat Centre Hall, 268 Bower Avenue",0,8,3,5,1,3,4,0,65,28,485,0,0,267,0,44,0,0,38,951,2
,"School Hall, Leaver Terrace",0,3,2,3,0,2,0,1,50,30,400,0,1,145,0,33,1,0,12,683,4
,"War Memorial Community Centre, 93 Marine Parade",0,9,2,2,0,0,5,0,84,17,405,0,0,213,0,53,0,0,19,809,3
"Ouruhia","Model School Library, 21 Turners Road",0,1,0,0,0,0,0,0,3,3,43,0,1,87,0,7,0,0,8,153,0
"Parklands","Parkview School Hall, 10 Chadbury Street",0,17,2,1,2,0,8,0,66,48,1113,1,3,673,0,94,0,0,49,2077,7
"Queenspark","School Library, 222 Queenspark Drive",0,14,1,2,3,0,3,0,48,34,680,1,3,516,0,48,0,0,56,1409,3
"Shirley","Hammersley Park School, 102 Quinns Road",0,2,1,1,0,0,0,0,20,8,212,0,1,123,0,14,0,0,13,395,1
,"Shirley Community Centre, Shirley Road (cnr Slater Street)",0,6,2,0,0,0,1,0,16,4,92,0,0,66,0,7,0,0,2,196,1
,"Shirley Intermediate School Hall, North Parade (cnr Shirley Road)",0,3,0,1,0,0,0,1,20,19,263,0,0,152,0,22,0,1,14,496,4
"South New Brighton","South Brighton Community Centre, 74 Beatty Street",1,7,4,7,2,0,1,0,238,61,984,1,3,565,0,87,0,0,50,2011,12
,"South Brighton Croquet Club Rooms, 132 Union Street",0,2,1,2,2,1,0,0,67,7,268,0,1,90,0,17,0,0,20,478,1
"Spencerville","Public Hall, 6 Heyders Road",0,2,0,0,0,0,2,0,16,4,134,0,1,130,0,20,0,0,17,326,2
"Wainoni","Methodist Church Lounge, 878 Avonside Drive",0,1,0,2,1,0,3,0,18,26,238,0,3,99,0,24,0,0,28,443,7
,"Ottawa Gardens Pre-School, 49 Ottawa Road",0,1,1,0,2,1,6,0,19,12,238,0,1,67,0,24,0,0,11,383,1
,"School Hall, 115 Eureka Street",0,1,3,1,3,0,5,0,16,13,229,0,3,53,0,25,0,0,9,361,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,1,5,0,2,0,1,0,7,14,294,0,0,116,0,23,0,1,6,470,13
,"Ordinary Votes BEFORE polling day",1,24,7,2,4,0,10,1,104,45,1010,0,9,591,0,91,0,0,76,1975,13
,"Special Votes BEFORE polling day",0,2,0,2,0,1,0,0,12,9,176,0,0,60,0,12,0,0,4,278,1
,"Special Votes On polling day",0,12,3,17,5,1,13,1,166,33,1273,0,16,639,1,97,0,1,70,2348,9
,"Overseas Special Votes including defence force",0,5,0,1,0,0,0,0,37,3,107,0,0,66,0,5,0,1,14,239,1
,"Special Votes Allowed for Party Only",0,2,0,3,0,0,2,0,16,3,217,0,12,68,0,17,0,0,7,347,1
,"Christchurch East Total",6,277,98,101,54,18,170,13,1948,926,18893,13,97,9851,7,1694,5,6,1176,35353,186
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35539
"Electorate Party Valid Votes for Christchurch East",,"Labour Party - .5344100925"
"99 MP Party",6,.0001697169
"ACT New Zealand",277,.0078352615
"Alliance",98,.002772042
"Aotearoa Legalise Cannabis Party",101,.0028569004
"Christian Heritage NZ",54,.0015274517
"Democrats for Social Credit",18,.0005091506
"Destiny New Zealand",170,.0048086442
"Direct Democracy Party",13,.0003677199
"Green Party",1948,.0551014058
"Jim Anderton's Progressive",926,.0261929681
"Labour Party",18893,.5344100925
"Libertarianz",13,.0003677199
"Mâori Party",97,.0027437558
"National Party",9851,.2786467909
"New Zealand Family Rights Protection Party",7,.000198003
"New Zealand First Party",1694,.0479167256
"OneNZ Party",5,.0001414307
"The Republic of New Zealand Party",6,.0001697169
"United Future New Zealand",1176,.0332645037
