Party and Electorate Candidate Votes Recorded at each voting place
"Rimutaka 44","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Petone","Petone Central School, 16 Britannia Street",0,0,0,0,0,0,7,0,15,0,18,5,0,0,0,45,0
"Pinehaven","Pinehaven Community Hall, 7a Forest Road",1,2,1,40,0,0,87,4,117,0,195,44,0,0,0,491,0
"Pomare","Pomare School, 4 Partridge Street",2,5,0,10,0,0,20,6,194,1,53,28,1,0,1,321,3
"Riverstone Terraces","Trevean Garage, 2 Garrett Place ",5,1,1,19,1,0,13,0,57,0,251,13,0,0,2,363,0
"Silverstream","Old BP Silverstream, 262 Fergusson Drive",8,3,2,23,1,0,61,3,147,0,420,66,0,0,2,736,3
,"Silverstream School Hall, 27 Whitemans Road",3,1,0,64,1,0,122,6,212,4,718,83,0,0,4,1218,3
"Stokes Valley","Freemasons Lodge, 162 Stokes Valley Road",2,2,3,42,1,0,99,10,392,4,421,135,1,2,1,1115,6
,"Tui Glen School, 126 Stokes Valley Road",2,4,2,47,0,1,80,8,272,3,351,91,0,1,4,866,1
,"Uniting Parish Church, 346 Stokes Valley Road",2,2,5,28,0,0,72,6,251,3,344,87,0,0,2,802,0
"Taita","Avalon Intermediate School, 1041 High Street",4,5,2,26,0,0,57,6,268,2,322,70,0,0,4,766,7
,"Taita Central School, 33a Churton Crescent",0,3,0,15,0,0,41,5,231,3,94,42,1,0,0,435,2
"Te Marua","Plateau School, 12a Molloys Road",1,1,5,14,0,0,38,4,107,4,180,59,0,0,1,414,0
"Timberlea","Timberlea Community Centre, 72 Norana Road",0,0,0,5,0,0,10,1,46,1,40,10,0,0,0,113,0
"Totara Park","Totara Park School, 16 California Drive",0,9,7,26,0,0,68,8,245,4,386,107,4,0,4,868,5
"Trentham","Masonic Centre, 27-29 Islington Street",1,2,1,16,0,0,52,4,197,2,209,51,0,1,2,538,5
,"Trentham School, 2 Moonshine Road",5,2,1,37,0,0,60,5,214,1,343,75,0,1,2,746,2
"Upper Hutt","Fraser Crescent School, 16 Redwood Street",1,0,2,27,0,0,36,0,133,3,208,56,0,1,9,476,3
,"St Hilda's Church Hall, 35 Cruickshank Road",0,3,1,15,0,0,29,0,81,2,144,48,0,0,1,324,0
,"St Joseph's School Hall, 24 Royal Street",0,3,1,20,0,0,31,8,119,3,142,63,1,0,0,391,0
,"The Mall, Ground Floor, next to Farmers",8,9,4,62,0,0,110,8,393,9,653,140,1,0,4,1401,0
,"Wesley Centre (St David's Hall), 1 Benzie Avenue",1,4,1,19,0,0,46,3,152,1,293,87,0,1,2,610,3
"Wallaceville","Baptist Church Hall, 1 Milton Street",1,2,1,20,0,0,48,10,161,0,236,61,0,1,1,542,1
,"Heretaunga College, 10-38 Ward Street",2,2,2,30,0,0,65,8,144,5,203,62,0,2,3,528,1
"Wellington City","Michael Fowler Centre, Renouf Foyer, 111 Wakefield Street",1,0,0,1,0,0,6,1,8,0,15,0,0,0,0,32,0
,"Wellington Central Library Meeting Room, Mezzanine Floor, 65 Victoria Street",0,0,0,1,0,0,4,0,8,0,3,1,0,0,1,18,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",37,38,16,518,5,2,898,87,4217,50,4917,1311,5,3,37,12141,68
,"Special Votes BEFORE polling day",2,18,1,32,0,0,129,16,571,8,372,108,0,0,5,1262,6
,"Special Votes On polling day",5,20,6,49,2,0,196,31,685,11,767,199,0,1,4,1976,10
,"Overseas Special Votes including Defence Force",1,2,0,15,0,0,87,9,83,2,203,15,0,0,1,418,0
,"Votes Allowed for Party Only",4,9,1,8,0,0,44,17,220,2,116,39,1,0,2,463,6
,"Rimutaka Total",126,194,84,1492,14,4,3154,324,12176,149,15352,3806,19,19,122,37035,159
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37194
"Electorate Party Valid Votes for Rimutaka",,"National Party - .414526799"
"ACT New Zealand",126,.0034021871
"Aotearoa Legalise Cannabis Party",194,.0052382881
"Ban1080",84,.0022681247
"Conservative",1492,.0402862157
"Democrats for Social Credit",14,.0003780208
"Focus New Zealand",4,.0001080059
"Green Party",3154,.0851626839
"Internet MANA",324,.0087484812
"Labour Party",12176,.3287700824
"Māori Party",149,.0040232213
"National Party",15352,.414526799
"New Zealand First Party",3806,.1027676522
"NZ Independent Coalition",19,.0005130282
"The Civilian Party",19,.0005130282
"United Future",122,.0032941812
