Party and Electorate Candidate Votes Recorded at each polling place
"Hunua 16","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Chapel Downs","Chapel Downs Primary School, corner Chapel & Dawson Roads",11,0,0,0,0,9,1,0,102,0,1,115,3,3,0,0,0,2,0,247,2
"Clevedon","Clevedon School, 13-17 North Road",93,0,1,0,4,51,4,0,71,2,3,598,26,0,0,3,0,8,0,864,2
"Dannemora","Point View Primary School, 25 Kilkenny Drive",0,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0,0,0,0,11,0
,"Willowbank School, corner Middlefield & Gracechurch Drives",9,0,0,0,0,2,1,0,13,0,0,54,0,0,0,0,0,2,0,81,0
"Drury","Drury School, 23-25 Youngs Crescent",15,0,1,0,0,8,2,0,16,0,3,174,5,0,0,0,0,2,0,226,0
"Flat Bush","Baverstock Oaks School, 21 Baverstock Road",11,0,0,0,4,2,0,0,76,0,1,180,2,0,0,0,0,0,0,276,2
,"Old Flat Bush School Hall, corner Murphy's & Flat Bush School Roads",29,0,0,0,2,15,0,7,75,0,0,270,9,0,0,4,0,3,0,414,0
,"St Pauls Anglican Church Hall, 141 Chapel Road",3,0,0,0,0,1,0,0,21,0,1,26,3,0,0,0,0,0,0,55,0
"Glenbrook","Glenbrook Primary School, 459 Glenbrook Road",91,0,0,0,1,26,2,4,130,1,2,432,40,0,0,5,0,6,0,740,3
"Harrisville","Harrisville School, 202 Harrisville Road",33,0,2,0,1,17,6,1,101,0,1,298,20,0,0,1,0,3,0,484,1
"Hunua","Hunua School, 39 Lockwood Road",70,0,2,0,0,39,4,2,80,0,3,349,22,0,0,3,0,6,0,580,2
"Karaka","Karaka School, corner Blackbridge Road & State Highway 22",34,0,0,0,0,3,1,0,15,0,0,139,7,0,0,1,0,4,0,204,1
"Kawakawa Bay","Kawakawa Bay Public Hall, 9 Kawakawa Orere Road",38,0,0,0,0,11,3,0,87,0,1,142,16,0,0,2,0,4,0,304,2
"Manukau","Redoubt North School, 47 Diorella Drive",3,0,0,0,2,1,0,0,8,0,1,12,0,0,0,0,0,0,0,27,0
"Manurewa","Alfriston College, 550 Porchester Road",0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,1,0,0,0,9,0
"Maraetai","Maraetai Beach School, 154 Maraetai Drive",71,0,2,0,13,43,1,2,148,0,1,598,47,0,0,3,0,3,0,932,4
"Mauku","Mauku School, 389 Union Road",39,0,0,0,0,13,2,0,48,0,2,243,9,0,0,3,0,0,0,359,4
"Meadowlands","Meadowlands Methodist Community Church, 128 Whitford Road",2,0,0,0,2,1,0,0,12,0,0,29,2,0,0,0,0,1,0,49,0
"Mission Heights","Packspur Drive Polling Place, corner Packspur & Edbrooke Drives",31,0,1,0,3,9,6,1,74,0,1,343,11,0,0,0,1,0,0,481,3
"Northpark","Our Lady Star of the Sea School, 14 Oakridge Way",0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,10,0
"Orere","Orere School, Orere Point Road",13,0,3,0,0,7,3,0,56,0,1,71,21,0,0,4,0,2,0,181,0
"Otaua","Otaua School, 53 Maioro Road",25,0,0,0,0,8,0,0,45,0,0,144,12,0,0,1,0,1,0,236,1
"Paerata","Paerata School, 35 Tuhimata Road",30,1,3,0,0,11,0,2,47,0,4,170,14,0,0,1,0,5,0,288,0
"Papakura","Papakura District Court, corner Great South Road & Wood Street",2,0,0,0,0,0,0,0,1,0,1,12,1,0,0,0,0,0,0,17,0
"Paparimu","Paparimu School, 7 Matheson Road",19,0,2,1,0,4,1,0,26,0,0,102,6,0,0,0,0,1,0,162,0
"Patumahoe","Patumahoe School, 38 Patumahoe Road",66,0,2,0,0,18,2,3,127,0,4,527,38,0,0,2,0,7,0,796,0
"Pukekohe","Pukekohe East School, 137 Runciman Road",54,0,0,0,0,9,6,4,38,0,3,300,11,0,0,4,0,2,0,431,0
,"Pukekohe Hill School, corner Ward Street & Green Lane",147,3,3,0,4,35,10,6,391,2,7,1170,66,1,0,12,0,22,0,1879,3
,"Pukekohe Intermediate School, Queen Street",165,2,7,1,3,82,16,14,536,1,9,1151,113,0,0,21,0,26,1,2148,9
,"Pukekohe North School, corner Princes Street & Beatty Road",25,0,5,1,2,11,3,2,253,0,14,217,37,6,0,3,0,7,1,587,8
,"Pukekohe Valley School, East Street",111,2,6,0,2,23,9,6,215,0,2,840,45,0,0,11,0,14,0,1286,3
,"St Patrick's Church Hall, 133 Seddon Street",87,1,4,0,3,33,11,16,269,0,4,631,72,2,0,7,0,12,1,1153,3
"Pukeoware","Pukeoware School, 479 Baldhill Road",27,1,3,0,0,15,2,2,40,0,0,178,12,0,0,1,0,3,1,285,0
"Puni","Puni School, 357 Waiuku Road",47,0,1,1,1,13,2,0,96,0,2,368,21,0,1,1,0,1,1,556,4
"Ramarama","Ramarama School, 126 Ararimu Road",56,0,2,0,1,13,4,2,85,1,2,374,22,0,0,2,0,4,0,568,3
"Somerville","Somerville Intermediate School, 39 Somerville Road",2,0,0,0,0,1,1,0,4,0,0,22,1,0,0,1,0,0,0,32,0
"Takanini","Takanini Church of Christ Hall, 160 Great South Road",1,0,0,0,0,0,1,0,3,0,0,7,1,0,0,1,0,1,0,15,0
"Tuakau","Tuakau Primary School, 6 School Road",59,1,3,0,2,17,6,5,173,0,5,331,38,2,0,8,0,3,0,653,7
,"Union Parish Hall, St Stephen's Avenue",33,0,4,0,0,17,5,4,124,0,2,277,30,0,0,1,0,3,0,500,4
"Waipipi","Waipipi School, 100 Creamery Road",47,0,1,0,0,14,2,0,52,0,2,173,17,0,0,2,0,1,0,311,0
"Waiuku","Sandspit School, 60 Sandspit Road",71,0,5,0,1,19,5,7,286,0,8,604,66,0,0,10,0,10,1,1093,7
,"Waiuku College, 43 Constable Road",64,0,2,0,1,23,8,4,198,1,7,448,45,0,0,8,0,13,0,822,3
,"Waiuku Primary School, corner George & France Streets",128,2,11,1,1,43,7,3,431,0,9,814,105,0,0,7,0,12,1,1575,8
"Whitford","Whitford Hall, 1 Whitford-Maraetai Road",78,0,2,0,2,38,3,1,83,0,2,658,25,0,0,4,0,7,0,903,1
,"Polling places where less than 6 votes were taken",0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7,0
,"Hospital Votes",1,0,0,0,0,3,0,0,43,0,0,85,6,0,0,1,0,0,0,139,2
,"Ordinary Votes BEFORE polling day",245,0,3,0,8,107,11,14,533,0,14,2176,156,0,1,10,1,22,0,3301,6
,"Special Votes BEFORE polling day",23,0,4,0,2,16,1,1,96,0,2,183,19,0,0,0,0,3,0,350,0
,"Special Votes On polling day",135,0,11,1,15,88,14,9,481,1,29,1280,65,3,0,22,0,16,1,2171,7
,"Overseas Special Votes including defence force",11,0,0,1,0,17,0,0,39,0,1,230,6,0,0,0,0,2,0,307,0
,"Votes Allowed for Party Only",20,0,8,0,7,21,4,0,148,0,12,222,13,1,0,5,0,3,1,465,6
,"Hunua Total",2859,16,112,7,95,1168,194,130,6836,10,189,21032,1516,21,2,199,3,286,9,34684,118
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34802
"Electorate Party Valid Votes for Hunua",,"National Party - .6063891131"
"ACT New Zealand",2859,.0824299389
"Alliance",16,.0004613078
"Aotearoa Legalise Cannabis Party",112,.0032291547
"Democrats for Social Credit",7,.0002018222
"Family Party",95,.0027390151
"Green Party",1168,.03367547
"Jim Anderton's Progressive",194,.0055933572
"Kiwi Party",130,.0037481259
"Labour Party",6836,.1970937608
"Libertarianz",10,.0002883174
"Maori Party",189,.0054491985
"National Party",21032,.6063891131
"New Zealand First Party",1516,.0437089148
"New Zealand Pacific Party",21,.0006054665
"RAM - Residents Action Movement",2,.0000576635
"The Bill and Ben Party",199,.0057375159
"The Republic of New Zealand Party",3,.0000864952
"United Future",286,.0082458771
"Workers Party",9,.0002594856
