Party and Electorate Candidate Votes Recorded at each polling place
"Hunua 16","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Aka Aka","Aka Aka School, 809 Aka Aka-Otaua Road",22,1,1,0,0,4,2,0,24,0,0,109,10,0,0,1,0,0,0,174,0
"Alfriston","Alfriston School, corner Mill & Alfriston Roads",34,0,0,0,0,9,1,0,33,0,0,171,10,0,0,0,0,2,0,260,1
"Ararimu","Ararimu School, corner Steel & Ararimu Roads",57,0,1,0,0,17,0,0,36,0,2,292,10,0,0,1,0,6,0,422,0
"Ardmore","Ardmore School, 559 Papakura Clevedon Road",19,0,0,0,0,8,0,0,7,0,0,61,3,0,0,0,0,1,0,99,0
"Awhitu","Awhitu District School, corner Matakawa & Awhitu Roads",58,0,3,0,1,25,3,0,125,0,8,221,21,0,0,3,0,5,0,473,2
"Beachlands","Beachlands School, 18 Bell Road (disabled access from Wakelin Road)",133,1,2,0,4,88,10,1,310,0,7,1016,77,1,0,9,0,14,0,1673,2
"Bombay","Bombay School, 35 Paparata Road",85,0,1,0,0,19,3,1,112,1,3,597,29,0,0,2,1,3,0,857,1
"Botany Downs","Botany Downs Secondary College, 575 Chapel Road",2,0,0,0,1,5,1,0,20,0,0,59,0,0,0,0,0,0,0,88,0
,"St Columba Presbyterian Church, 480 Ti Rakau Drive",1,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,13,0
"Botany South","Sancta Maria College, 319 Te Irirangi Drive",0,0,0,0,0,5,2,4,35,0,0,86,3,0,0,0,0,2,0,137,0
"Brookby","Brookby School, corner Brookby & West Roads",20,0,0,0,0,12,0,0,33,0,0,149,10,0,0,0,0,0,0,224,1
"Buckland","Buckland School,  72 George Crescent",53,1,0,0,1,18,2,2,93,0,2,472,35,2,0,7,0,6,0,694,0
