Party and Electorate Candidate Votes Recorded at each polling place
"Northland 34","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Ahipara","Ahipara School, Main Road",5,0,3,22,1,37,72,0,9,6,139,37,0,331,2
"Arapohue","Arapohue School, Mititai Road, RD10",1,0,0,15,4,6,10,0,0,0,81,11,1,129,2
"Awanui","Awanui School, Main Road",5,0,0,19,0,22,48,0,10,3,148,36,0,291,5
"Awarua","Te Hurihi Marae, Mangakahia Road",0,0,0,0,0,1,2,0,0,0,3,1,0,7,0
"Baylys Beach","Presbyterian Church Hall, Seaview Road",7,0,0,10,1,31,22,0,0,2,78,17,1,169,1
"Broadwood","Broadwood Area School, Main Road",3,0,0,9,0,5,13,0,4,0,40,10,1,85,0
"Dargaville","Dargaville Primary School, Portland Street",19,0,1,26,2,58,108,0,0,2,300,87,3,606,11
,"Selwyn Park Primary School, 38 Onslow Street",5,0,3,14,1,19,66,0,3,2,100,49,3,265,8
,"The Lighthouse Church Hall, Normanby Street",19,1,5,37,1,63,174,1,4,0,452,150,0,907,13
"Fairburn","Fairburn Hall, Main Fairburn-Peria Road",2,0,0,9,1,14,15,0,1,0,31,7,0,80,1
"Henderson","The Trusts Stadium (Ukulele Festival), Central Park Drive",0,0,0,0,0,3,2,0,1,1,1,0,0,8,0
"Herekino","Herekino School, Kaitaia-Awaroa Road",1,0,0,5,0,9,22,0,1,0,19,12,0,69,0
"Hikurangi","Hikurangi School, Swan Avenue",4,0,0,12,0,14,22,0,3,0,86,15,1,157,1
"Horeke","Horeke School, Horeke Road",0,0,0,2,0,3,13,0,2,0,14,7,0,41,1
"Hukerenui","Hukerenui School, 9 Crows Nest Road",7,0,0,25,0,4,16,1,0,0,126,18,1,198,0
"Kaeo","Kaeo Primary School, State Highway 10",7,0,5,23,0,53,79,0,4,9,166,26,7,379,3
"Kaihu","Kaihu Hall, Wood Road",2,0,1,17,0,20,26,0,0,1,87,29,1,184,0
"Kaikohe","Kaikohe East School, 36 Mangakahia Road",3,0,1,20,1,22,96,0,9,6,109,55,2,324,1
,"Kaikohe Intermediate School, 11 Park Road",3,0,2,24,0,31,101,0,13,3,141,59,3,380,11
"Kaingaroa","Kaingaroa School, State Highway 10",0,0,1,14,0,10,25,0,2,1,88,15,0,156,2
"Kaitaia","Kaitaia College, Redan Road",4,0,3,28,1,38,118,0,13,3,231,67,5,511,5
,"Kaitaia Intermediate School, 45 North Road",13,2,3,46,0,53,190,0,24,4,339,114,2,790,9
"Kaiwaka","Kaiwaka School, 33 Mangawhai Road",8,1,2,26,1,109,103,3,3,0,277,40,4,577,4
"Kamo","Kamo Primary School, 6 Three Mile Bush Road",0,0,1,1,0,1,1,0,0,0,18,2,1,25,1
"Karetu","Karetu School, Kura Road",0,0,0,1,0,7,18,0,0,0,18,7,1,52,0
"Kawakawa","Kawakawa Primary School, 31-39 Albert Street",2,1,3,20,1,34,104,1,9,9,166,47,2,399,2
"Kerikeri","Kerikeri Primary School, Hone Heke Road",23,1,8,53,0,238,231,0,4,10,954,108,5,1635,15
,"Kingston House, 123 Hone Heke Road",13,0,4,34,0,81,84,0,1,2,343,47,6,615,2
,"Riverview School, Riverview Road",13,0,3,42,0,114,144,2,5,5,573,70,2,973,6
"Kohukohu","Kohukohu Primary School, Beach Road",1,0,1,6,0,42,28,0,7,1,36,10,1,133,1
"Leigh","Leigh School, House of Learning, 26 Hauraki Road",0,0,1,0,0,12,6,0,0,1,26,3,0,49,0
"Mangamuka","Mangamuka School, 37 School Road",0,0,1,0,0,4,4,0,1,1,11,3,0,25,2
"Mangawhai","Mangawhai Hall, Mangawhai Road",10,0,7,53,1,150,167,0,4,3,534,76,6,1011,4
"Mangawhai Heads","Mangawhai Community Centre, Fagan Place",14,0,5,29,0,58,95,1,0,2,364,65,3,636,2
"Mangonui","Mangonui School, 19 Colonel Mould Drive",21,0,5,49,1,89,139,0,5,4,399,76,3,791,11
"Maromaku","Maromaku School, Maromaku School Road",7,0,1,6,0,5,8,0,1,2,67,7,1,105,0
"Marua","Marua Hall, Marua Road",2,0,0,1,2,3,5,0,0,1,56,15,0,85,0
"Matauri Bay","Matauri Bay School, Wainui Road",1,0,0,6,0,17,10,0,3,3,50,12,1,103,1
"Matawaia","Matawaia Kohanga Reo, Matawaia Road",0,0,0,0,0,0,1,0,0,3,2,3,0,9,0
"Maungatapere","Maungatapere School, Mangakahia Road",1,0,0,2,0,3,2,0,0,0,17,2,0,27,0
"Maungaturoto","Maungaturoto School, 8 Gorge Road",8,0,6,69,0,73,133,2,3,4,299,76,5,678,5
"Maunu","Maunu Primary School, 13 Austins Road",0,0,0,0,0,0,4,0,0,0,5,0,0,9,0
,"Whangarei Area Hospital, Maunu Road",0,0,0,1,0,5,6,0,0,1,10,4,0,27,0
"Moerewa","Moerewa School, Otiria Road",0,0,2,7,0,8,70,0,15,4,29,25,0,160,4
"Ngataki","Ngataki School, Far North Road",1,0,1,4,0,12,8,0,1,0,23,3,0,53,0
"Oakura","Oakura Hall, Oakura Road",3,0,0,4,0,20,14,0,3,0,66,12,0,122,3
"Ohaeawai","Ohaeawai School, Tennyson Street",4,0,1,7,0,20,32,0,1,1,94,21,0,181,2
"Okahu","Mr J Blackwell's Garage, 2081 Mititai Road",0,0,0,0,0,2,0,0,0,0,18,1,1,22,0
"Okaihau","Okaihau Primary School, Settlers Way",2,0,2,18,0,23,57,0,2,4,176,38,1,323,1
"Omana","Omana Settlers' Hall, Girls High School Road",0,0,0,4,0,0,1,0,0,0,12,2,0,19,0
"Omapere","Opononi Area School, 263 State Highway 12",2,0,3,7,0,56,59,0,8,6,80,17,0,238,4
"Opua","Opua School, Franklin Street",3,0,5,14,1,65,51,0,2,1,188,28,3,361,4
"Opuawhanga","Opuawhanga Hall, North Road",0,0,2,7,1,16,12,0,0,0,37,4,0,79,0
"Oromahoe","Oromahoe School, Te Aute Road",3,0,1,15,0,18,13,0,0,0,29,9,1,89,0
"Otaika","Lifesway Bible Church, corner Tarewa & Otaika Roads",1,0,1,2,0,1,5,0,1,0,1,2,0,14,0
"Paihia","Paihia School, School Road",18,0,4,34,0,105,147,0,2,6,610,94,3,1023,6
"Pakaraka","Pakaraka School, State Highway 10",3,0,2,13,0,25,29,0,0,1,92,19,4,188,2
"Pakotai","Pakotai School, Ruddell Road (off Mangakahia Road)",2,0,0,3,0,4,6,0,2,1,25,10,0,53,0
"Pamapuria","Pamapuria School, 6970 State Highway 1",2,0,2,6,4,19,29,0,3,2,93,11,0,171,2
"Panguru","Panguru Development Trust Board, Panguru Road",0,0,1,0,0,2,11,0,2,0,6,6,0,28,0
"Paparoa","Paparoa School, Franklin Road",11,0,3,57,2,43,71,0,2,2,301,56,1,549,2
"Pawarenga","Te Kura o Hata Maria, Te Riha Road",0,0,0,0,0,3,3,0,1,1,3,2,0,13,0
"Peria","Peria School, 1430 Oruru Road",0,0,3,6,0,48,42,0,4,0,25,16,2,146,1
"Pipiwai","Te Horo School, 3239 Pipiwai Road",1,0,0,0,0,1,4,0,0,1,7,1,0,15,1
"Port Albert","Port Albert Hall, 980 Port Albert Road",10,0,2,15,0,33,22,0,0,0,163,28,0,273,3
"Pouto","Rangitane Community Centre, Pouto Road",0,0,1,2,1,5,6,0,0,0,10,13,0,38,2
"Pukenui","Pukenui School, Lamb Road",3,0,1,16,0,23,51,0,1,0,177,34,0,306,2
"Pukepoto","Pukepoto School, 818 Awaroa Road",1,0,1,4,0,6,11,0,2,0,34,5,0,64,0
"Punaruku","Whangaruru School, 2916 Old Russell Road",0,0,1,2,0,8,8,0,1,0,4,3,1,28,1
"Rawene","Rawene School, Marmon Street",1,0,1,8,0,46,49,0,14,1,57,27,0,204,6
"Rawhiti","Rawhiti Kohanga Reo, Te Rawhiti Marae, 221 Te Rawhti Road ",0,0,1,0,0,4,13,0,3,1,4,2,0,28,0
"Ruatangata","Ruatangata Hall, Pipiwai Road",8,0,1,4,0,5,8,0,1,0,57,4,1,89,0
"Ruawai","Ruawai Primary School, Main Road",5,0,4,26,0,22,68,1,3,3,231,58,0,421,3
"Russell","Russell School, Baker Street",8,0,1,24,0,99,115,2,3,8,323,56,1,640,6
"Taheke","Taheke Health Centre, 3735 Horeke Road",1,0,2,4,0,16,10,0,3,3,21,18,1,79,0
"Taipa","Taipa Area School, 578 State Highway 10",12,0,7,30,0,79,112,3,10,5,289,52,0,599,12
"Taipuha","Taipuha Hall, Taipuha Station Road",1,0,0,7,0,7,4,0,0,0,39,0,1,59,1
"Takahue","Takahue Community Hall, Takahue Saddle Road",0,0,1,9,0,16,11,0,2,1,37,6,1,84,0
"Tangiteroria","Tangiteroria Primary School, 3078 State Highway 14",6,0,1,7,0,13,10,0,0,2,97,11,2,149,0
"Tangowahine","Tangowahine Primary School, Tangowahine Valley Road",8,0,1,14,0,14,12,0,3,0,47,14,1,114,3
"Tapora","Tapora Primary School, 1 Okahukura Road",2,0,0,2,0,2,6,0,0,1,33,9,0,55,0
"Taupo Bay","Taupo Bay Holiday Park, Taupo Bay Road",2,0,1,3,0,8,13,0,1,0,32,10,0,70,0
"Tautoro","Tautoro School, Mangakahia Road",0,0,0,1,0,8,9,0,4,1,5,3,0,31,0
"Te Hapua","Te Hapua School, 14 Waharua Road",0,0,0,0,0,0,6,0,3,0,0,2,0,11,0
"Te Iringa","Te Iringa Marae, Waimatenui Road",2,0,0,0,0,3,8,0,0,1,9,2,0,25,1
"Te Kao","Te Kao Area School, Far North Road",0,0,0,0,0,4,5,0,2,0,10,1,0,22,0
"Te Kopuru","Te Kopuru School, Norton Street",5,1,4,20,0,37,50,2,0,1,164,60,0,344,4
"Te Tii","Te Tii School, Purerua Road",0,0,0,2,0,7,10,0,2,1,35,4,0,61,1
"Tinopai","Tinopai Primary School, Tinopai Road",0,0,2,4,0,8,13,0,0,0,48,7,0,82,0
"Titoki","Mangakahia Area School, Mangakahia Road",5,0,0,14,0,10,22,0,0,3,72,12,0,138,2
"Tokerau Beach","Kura Kaupapa Rangiawhia School, Inland Road",0,0,0,8,0,24,47,0,5,3,141,52,0,280,3
"Totara North","Totara North Hall, 4 School Road",2,0,2,9,0,11,22,0,0,2,61,10,0,119,2
"Umawera","Umawera School, State Highway 1",2,0,0,9,0,6,5,1,0,0,59,5,0,87,0
"Victoria Valley","Victoria Valley War Memorial Hall, Victoria Valley Road",1,0,1,8,0,10,17,0,0,1,40,11,0,89,2
"Waiharara","Waiharara School, Katavich Road",3,0,1,3,0,5,15,0,0,0,64,7,1,99,0
"Waihue","Waihue Settlers' Hall, 2368 Waihue Road",3,0,0,2,0,8,5,0,0,0,46,5,0,69,0
"Waima","Waima School, State Highway 12",0,0,0,0,0,5,4,0,3,2,6,3,0,23,0
"Waimamaku","Waimamaku Resource Centre, State Highway 12",2,0,0,7,0,27,34,0,4,2,44,20,0,140,3
"Waimate North","Sunday School, Te Ahu Ahu Road",4,0,1,10,0,32,16,0,1,1,109,12,3,189,2
"Waiotira","Waiotira School, Ararua Road",1,0,1,1,0,6,8,0,1,0,46,8,0,72,0
"Waipapa","Waipapa Hall, Waipapa Loop Road",17,0,2,71,0,140,149,1,6,7,675,86,4,1158,9
"Waipapakauri","Paparore School, 157 West Coast Road",0,0,1,0,0,14,18,0,1,0,45,17,0,96,0
"Wellsford","Wellsford Community Centre, 1 Matheson Road",24,0,9,74,0,88,141,1,5,3,543,106,7,1001,9
"Whakapara","Whakapara Hall, McLennan Road",2,0,3,5,0,33,28,0,3,2,103,16,1,196,0
"Whananaki","Whananaki School, Whananaki North Road",3,0,0,5,0,10,6,0,2,1,40,12,0,79,1
"Whangaroa","Whangaroa Hall, Whangaroa Road",3,0,4,6,1,13,29,0,2,0,104,21,2,185,3
"Whirinaki","Te Kura Kaupapa Māori o Te Tonga o Hokianga, School Road",0,0,0,5,0,8,9,0,5,0,5,2,0,34,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,3,0,1,0,0,0,0,4,0
,"Ordinary Votes BEFORE polling day - Taken in Northland",60,1,14,164,6,382,672,1,57,25,2035,372,22,3811,37
,"Ordinary Votes BEFORE polling day - Taken in Whangarei",5,0,0,16,0,28,20,0,0,2,94,17,0,182,3
,"Special Votes BEFORE polling day",6,0,1,15,0,59,128,0,13,7,230,69,4,532,5
,"Special Votes On polling day",20,1,25,82,0,312,348,1,19,21,806,127,4,1766,9
,"Overseas Special Votes including Defence Force",8,0,1,3,0,38,38,0,3,0,80,1,1,173,0
,"Votes Allowed for Party Only",0,0,5,9,0,54,137,1,33,21,88,38,3,389,8
,"Northland Total",536,9,213,1714,35,3848,5748,25,420,257,16381,3330,149,32665,308
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32973
"Electorate Party Valid Votes for Northland",,"National Party - .5014847696"
"ACT New Zealand",536,.0164090005
"Alliance",9,.0002755243
"Aotearoa Legalise Cannabis Party",213,.0065207409
"Conservative Party",1714,.0524720649
"Democrats for Social Credit",35,.0010714832
"Green Party",3848,.1178019287
"Labour Party",5748,.1759681616
"Libertarianz",25,.0007653452
"Mana",420,.0128577989
"Māori Party",257,.0078677484
"National Party",16381,.5014847696
"New Zealand First Party",3330,.1019439767
"United Future",149,.0045614572
