Party and Electorate Candidate Votes Recorded at each polling place
"Hamilton West 16","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Chartwell","St Albans Church Hall, Comries Road",0,3,0,1,1,0,2,0,2,0,25,0,0,25,0,1,0,0,3,63,0
"Claudelands","St Aidans Parish Hall, 24 Thames Street",0,0,0,0,1,0,0,0,7,0,35,0,1,16,0,4,0,0,3,67,0
"Deanwell","Deanwell School, Deanwell Avenue",0,18,0,3,3,0,3,1,47,19,627,1,7,366,1,90,0,0,28,1214,8
"Dinsdale","Aberdeen School, Aberdeen Drive",0,38,1,7,1,2,6,1,65,26,793,0,11,894,1,151,3,3,64,2067,7
,"Dinsdale Kindergarten, 84 Bremworth Avenue",1,16,0,0,0,1,5,0,34,11,478,0,4,538,0,119,0,1,40,1248,5
"Forest Lake","Forest Lake School, Storey Avenue",0,9,0,1,1,1,5,2,49,9,524,0,7,480,0,95,1,0,25,1209,4
"Frankton","Frankton School Hall, Massey Street",0,12,0,5,1,0,5,0,64,20,723,0,15,486,1,160,0,2,36,1530,9
,"Rhode Street School, Rhode Street",1,14,1,2,5,0,2,0,27,15,388,0,11,216,0,72,0,0,15,769,2
,"St Columba's School, Kahikatea Classroom, Rifle Range Road",0,4,0,1,2,3,3,0,21,7,252,0,4,194,0,44,0,1,31,567,5
,"Westside Presbyterian Church Hall, 11 King Street",0,8,0,1,1,1,4,1,40,5,231,0,1,196,0,38,0,1,18,546,3
"Glenview","Glenview Primary School, Bruce Avenue",1,19,0,3,2,0,12,1,47,17,651,1,6,640,0,131,0,0,61,1592,6
