Party and Electorate Candidate Votes Recorded at each polling place
"Hamilton West 16","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Hamilton","Hamilton's Fraser High School, 72 Ellicott Road",0,9,0,0,0,1,3,0,42,4,198,0,2,236,1,38,0,0,19,553,2
,"Waikato Hospital, Pembroke St",0,2,0,0,1,0,0,0,10,4,114,0,2,61,0,7,0,0,5,206,1
"Hamilton East","Marian Catholic School, 119 Firth Steet",0,3,0,1,0,0,0,0,9,0,25,0,1,32,0,4,0,0,0,75,1
"Hamilton West","Hamilton West School, Fow Street",0,30,0,4,6,1,6,0,84,8,642,0,10,689,0,68,0,0,40,1588,5
"Koromatua","Koromatua School, 355 Koromatua Road",0,7,0,0,0,0,0,0,10,3,68,0,2,154,0,19,0,0,9,272,0
"Maeroa","Maeroa Intermediate, Churchill Avenue",0,5,0,3,1,0,6,0,37,8,348,0,5,262,0,58,0,1,23,757,2
"Melville","Melville Intermediate, Mountview Road",0,14,1,2,0,0,7,0,25,7,350,1,2,244,1,53,0,1,25,733,2
,"Melville Methodist Church Hall, cnr Bader St & Normandy Ave",0,21,0,3,1,3,6,0,53,19,583,0,9,326,0,85,1,1,44,1155,4
,"Melville Primary School, 101 Ohaupo Road",1,11,0,2,2,1,6,1,53,14,435,2,3,348,0,78,0,0,31,988,3
"Nawton","Crawshaw School, Crawshaw Drive",0,6,0,0,0,0,3,0,13,10,261,0,4,111,0,24,1,0,16,449,4
,"Nawton School, Livingstone Avenue",0,17,1,2,2,0,9,0,29,18,710,1,10,461,0,112,0,0,30,1402,9
,"St Marks Hall, cnr Dominion Rd & Breckons Avenue",0,12,1,3,0,1,9,1,22,11,614,0,9,360,2,88,0,0,26,1159,7
"Ngahinapouri","Ngahinapouri School, 1185 Karamea Rd",0,1,0,0,0,0,0,0,15,2,55,0,1,189,0,13,0,0,5,281,0
"Pukete","Pukete School, 100 Pukete Road",0,16,0,5,4,0,7,0,40,10,534,3,7,606,0,91,0,0,28,1351,0
,"Te Rapa Primary School, 63 Ashurst Avenue",0,19,0,1,0,1,2,0,11,3,295,1,4,351,0,38,0,0,22,748,0
"Raglan","Town Hall, 41 Bow St",0,1,0,0,0,0,0,0,1,0,12,0,0,10,0,1,0,0,0,25,0
"Rotokauri","Rotokauri School, 462 Rotokauri Road",0,11,0,0,0,0,0,0,16,4,97,0,1,290,0,27,0,0,21,467,1
"St Andrews","All Saints Hall, cnr Cecil St & Sandwich Rd",0,18,1,0,3,0,1,0,31,7,394,0,4,542,0,76,0,0,32,1109,4
,"St Andrews Middle School, Heath Street",0,16,0,1,0,1,1,0,17,8,331,0,7,380,0,84,0,1,26,873,13
,"Vardon School, 36 Cunningham Road",0,27,1,4,1,0,4,0,29,11,387,1,4,544,0,70,0,0,19,1102,6
"Te Kowhai","Te Kowhai School, Horotiu Road",0,18,0,0,1,0,0,2,16,1,137,0,1,351,0,57,0,0,13,597,0
"Temple View","Church College of New Zealand",0,3,0,0,1,3,0,0,5,5,132,0,14,143,4,76,0,0,15,401,3
"Whatawhata","Whatawhata School, School Road",0,8,0,0,0,1,2,0,12,5,87,0,1,241,0,28,0,0,12,397,0
"Whitiora","Whitiora School, Willoughby Street",1,10,0,3,0,0,4,0,44,11,282,0,7,313,1,50,0,0,16,742,4
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,2,1,2,0,1,0,0,3,2,120,0,3,83,0,34,0,1,2,254,2
,"Ordinary Votes BEFORE polling day",0,66,0,3,5,1,11,0,85,25,702,1,11,1044,0,141,1,0,94,2190,9
,"Special Votes BEFORE polling day",0,4,0,2,2,0,1,0,14,1,116,0,2,86,0,29,0,0,9,266,0
,"Special Votes On polling day",0,39,1,14,6,1,18,1,135,24,1005,2,16,945,0,137,0,0,56,2400,6
,"Overseas Special Votes including defence force",0,6,0,1,1,0,1,0,29,1,104,0,1,115,0,13,0,0,8,280,0
,"Special Votes Allowed for Party Only",1,7,1,9,1,0,5,0,20,3,232,1,19,96,2,45,0,0,4,446,1
,"Hamilton West Total",6,550,10,89,56,24,159,11,1313,358,14097,15,229,13664,14,2549,7,13,974,34138,138
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34276
"Electorate Party Valid Votes for Hamilton West",,"Labour Party - .41294159"
"99 MP Party",6,.0001757572
"ACT New Zealand",550,.0161110786
"Alliance",10,.0002929287
"Aotearoa Legalise Cannabis Party",89,.0026070654
"Christian Heritage NZ",56,.0016404007
"Democrats for Social Credit",24,.0007030289
"Destiny New Zealand",159,.0046575663
"Direct Democracy Party",11,.0003222216
"Green Party",1313,.0384615385
"Jim Anderton's Progressive",358,.0104868475
"Labour Party",14097,.41294159
"Libertarianz",15,.0004393931
"Mâori Party",229,.0067080673
"National Party",13664,.4002577773
"New Zealand Family Rights Protection Party",14,.0004101002
"New Zealand First Party",2549,.0746675259
"OneNZ Party",7,.0002050501
"The Republic of New Zealand Party",13,.0003808073
"United Future New Zealand",974,.0285312555
