Party and Electorate Candidate Votes Recorded at each voting place
"Ōhāriu 36","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Rewa Rewa School Hall, 18 Padnell Crescent",6,6,0,21,1,0,67,0,206,3,315,38,0,0,5,668,1
"Newtown","Newtown School Hall, corner Riddiford & Mein Streets",0,0,0,1,0,0,7,0,10,0,6,1,0,0,0,25,0
,"Wellington Hospital, Te Ao Marama Building Sports Complex, Riddiford Street (main entrance)",0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,22,0
"Ngaio","Ngaio Town Hall, 1 Ottawa Road",9,5,2,43,1,0,430,15,423,16,941,66,0,1,3,1955,2
"Ohariu","Ohariu Hall, 550 Ohariu Valley Road",0,1,0,2,0,0,16,2,24,0,115,3,0,0,2,165,0
"Paparangi","Paparangi School Hall, 59 Beazley Avenue",10,4,0,29,2,0,105,3,196,1,404,53,0,1,8,816,1
"Petone","Petone Central School, 16 Britannia Street",0,0,1,0,0,0,11,1,7,1,12,1,0,0,1,35,0
,"St Augustine's Cub Group Hall, 71 Udy Street",0,0,0,0,0,0,10,0,2,0,12,2,0,0,0,26,0
"Porirua City","North City Mall, Shop 150, Ground Floor by escalator, 2 Titahi Bay Road ",0,0,0,8,0,0,17,0,37,0,67,5,0,0,1,135,2
"Tawa","Garage, 127 Taylor Terrace",0,1,1,13,0,0,18,2,46,1,97,20,0,0,1,200,0
,"Garage, 16 St Catherines Terrace",2,2,0,10,0,0,35,0,47,1,140,16,0,0,4,257,0
,"Hampton Hill School Library, 4 Rimu Street",0,6,0,13,1,0,47,4,85,2,164,23,0,1,0,346,4
,"New Life Church Hall, 236 Main Road",5,3,0,37,0,0,64,3,143,3,274,40,0,0,3,575,1
,"Redwood School, 69a Redwood Avenue",5,3,0,30,0,1,78,4,110,3,347,42,0,1,5,629,1
,"Tawa School, 6 Oxford Street",2,3,1,26,0,0,98,7,160,6,299,35,0,0,4,641,3
"Thorndon","St Mary's College, de Porres House, 15 Guildford Terrace",0,0,0,1,0,0,3,0,3,0,4,0,0,0,0,11,0
,"Thorndon School Hall, 20 Turnbull Street or 26 Murphy Street",1,0,0,1,1,0,14,0,19,0,32,5,0,0,0,73,0
,"Wellington Bridge Club, 17 Tinakori Road",0,0,0,0,0,0,21,2,18,0,36,0,0,0,0,77,0
"Wadestown","St Luke's Centre, 34 Pitt Street (corner Wadestown Road)",6,3,1,7,0,0,191,5,214,10,509,24,0,1,6,977,2
,"Wadestown School Hall, Rose Street (steep path access only)",0,2,0,0,0,0,72,1,53,0,82,7,0,0,1,218,0
"Wellington City","Chaffers Dock Atrium, 18 Herd Street",0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,10,0
,"Michael Fowler Centre, Renouf Foyer, 111 Wakefield Street",4,1,0,0,0,0,21,5,24,0,35,2,0,1,0,93,1
,"St Andrew's Church Hall, 30 The Terrace",0,0,0,0,0,0,6,2,9,0,19,2,0,1,0,39,0
,"Wellington Central Library Meeting Room, Mezzanine Floor, 65 Victoria Street",1,1,0,4,0,0,27,2,29,0,52,2,0,0,0,118,0
"Wilton","Otari School Hall, 166 Wilton Road",0,0,0,3,0,0,48,1,25,2,41,3,0,0,1,124,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",56,29,2,334,9,2,1656,82,2703,56,5901,605,3,12,92,11542,46
,"Special Votes BEFORE polling day",1,4,0,17,2,0,40,5,108,2,165,16,0,1,3,364,2
,"Special Votes On polling day",14,18,1,98,1,0,510,30,708,24,1328,134,1,2,23,2892,16
,"Overseas Special Votes including Defence Force",10,3,0,18,1,0,297,10,266,3,528,23,1,0,4,1164,1
,"Votes Allowed for Party Only",3,3,0,9,0,0,58,7,113,7,132,15,0,0,2,349,2
,"Ōhāriu Total",250,146,15,1118,22,4,5623,258,8771,215,18810,1781,9,29,273,37324,126
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37450
"Electorate Party Valid Votes for Ōhāriu",,"National Party - .503965277"
"ACT New Zealand",250,.0066981031
"Aotearoa Legalise Cannabis Party",146,.0039116922
"Ban1080",15,.0004018862
"Conservative",1118,.0299539171
"Democrats for Social Credit",22,.0005894331
"Focus New Zealand",4,.0001071696
"Green Party",5623,.1506537349
"Internet MANA",258,.0069124424
"Labour Party",8771,.2349962491
"Māori Party",215,.0057603687
"National Party",18810,.503965277
"New Zealand First Party",1781,.0477172865
"NZ Independent Coalition",9,.0002411317
"The Civilian Party",29,.00077698
"United Future",273,.0073143286
