Party and Electorate Candidate Votes Recorded at each polling place
"Napier 29","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Ahuriri","Port Ahuriri School, Lever Street",0,22,1,0,3,0,2,0,66,6,409,0,9,517,0,68,0,0,20,1123,1
"Bay View","King George Hall, 1 Hill Road",1,20,0,4,0,3,2,0,54,10,372,2,6,577,0,74,0,0,25,1150,2
"Bluff Hill","Napier Central School, Napier Terrace",0,33,2,3,2,0,5,0,107,8,374,1,2,616,0,37,1,0,18,1209,3
,"Napier Girls High School, Clyde Road",0,2,0,1,0,0,1,0,35,0,138,0,0,171,0,14,1,0,9,372,0
"Camberley","Main Entrance, Hawkes Bay Regional Hospital, Omahu Road",0,0,0,0,0,0,1,0,6,1,40,0,0,28,0,4,0,0,0,80,0
"Clive","Clive Community Hall, Main Road",0,6,1,0,1,0,1,0,65,7,392,2,7,443,0,59,0,0,14,998,2
"Eskdale","Eskdale School, Hill Road",0,8,0,0,0,0,1,0,11,1,46,0,0,101,0,17,0,0,2,187,2
"Greenmeadows","Girl Guide's Hall, cnr Auckland Road and York Avenue",2,15,2,2,3,0,4,0,58,22,645,1,0,900,2,87,1,0,40,1784,7
,"Greenmeadows Game Farm, 22 Burness Road",0,0,0,0,0,0,0,0,13,3,71,0,0,93,0,8,0,0,8,196,1
,"Greenmeadows Primary Public School, 45 Osier Road",0,10,1,0,1,0,1,3,61,15,563,0,1,727,0,79,0,0,58,1520,9
,"Salvation Army Hall, 56 Tait Drive",0,7,0,1,1,0,1,0,17,4,331,0,1,236,0,44,0,1,17,661,2
"Haumoana","Haumoana Public Hall, Haumoana Road",0,6,2,1,0,0,0,0,87,4,275,0,4,245,0,28,0,0,11,663,0
"Mangateretere","Mangateretere School, Main Road",0,7,0,1,0,0,1,0,18,2,101,0,3,189,0,29,0,0,4,355,0
"Maraenui","Maraenui Bilingual School, Lister Crescent",0,0,2,1,0,0,3,0,6,4,164,0,12,18,0,13,0,0,3,226,1
,"Richmond School, Barnard Avenue",0,1,0,2,1,0,5,0,14,4,281,0,5,47,0,20,0,1,4,385,5
"Marewa","Church of Christ Building, Douglas McLean Avenue",1,5,0,3,0,1,5,0,43,10,332,0,0,278,0,42,0,0,14,734,6
,"Marewa School, Latham Street",0,7,4,3,2,1,9,1,63,8,718,0,13,265,0,80,0,0,38,1212,5
"Meeanee","Meeanee School, Gavin Black Street",0,4,0,4,0,0,0,0,20,1,105,0,0,217,0,17,0,0,4,372,0
"Napier Central","Courthouse, 251 Hastings Street",1,3,1,5,0,0,0,1,57,2,305,1,2,223,0,36,0,0,11,648,2
,"Napier Intermediate, 13 Jull Street",1,7,0,1,2,1,2,0,52,8,344,0,2,193,0,38,0,1,19,671,5
,"Nelson Park School, Kennedy Road",0,14,0,4,0,1,4,0,62,13,506,1,2,390,0,49,0,0,25,1071,3
"Napier South","St Luke's Church, 196 Vigor Brown Street",0,8,0,5,1,0,3,0,39,9,302,1,1,191,0,44,0,0,16,620,0
"Onekawa","Henry Charles Hall, Henry Charles Terrace",0,0,0,0,1,1,4,0,9,6,181,0,1,79,0,37,0,0,14,333,1
,"Henry Hill School, 13A Dick Place",0,5,0,1,3,0,1,2,28,3,311,0,5,205,1,35,0,0,30,630,0
,"Onekawa Primary School, 235 Kennedy Road",0,5,0,3,2,2,0,2,34,16,444,0,2,414,0,71,0,0,30,1025,7
,"William Colenso College, Arnold Street",1,6,1,2,4,1,7,0,18,4,189,0,1,90,0,22,0,0,7,353,1
"Pakowhai","Pakowhai School, 25 Chesterhope Road",0,2,0,0,0,0,0,0,4,0,42,0,0,152,0,10,0,0,3,213,0
"Patoka","Patoka School, cnr Hendley & Puketitiri Roads",0,2,0,0,0,0,1,0,1,1,20,0,3,132,0,5,0,0,2,167,0
"Pirimai","Baptist Chuch, cnr Bill Hercock Street & Allen Berry Avenue",0,5,2,1,1,0,3,0,25,16,417,1,3,280,1,63,0,0,25,843,3
"Poraiti","Wharerangi Homestead (Hohepa Homes), cnr Fryer's & Puketitiri Roads",0,8,0,1,0,0,0,0,28,5,66,0,0,180,0,14,0,0,2,304,0
"Puketapu","Puketapu School, Puketapu Road",0,7,0,0,0,0,0,0,16,0,99,0,1,251,0,13,0,0,6,393,0
"Rissington","Rissington School, Puketitiri Road",0,1,0,0,1,0,0,0,10,0,23,0,0,55,0,4,0,0,3,97,0
"Tamatea","Porritt School, 36 Lyttelton Crescent",0,3,0,0,1,0,5,0,18,6,270,0,0,182,1,25,0,0,13,524,1
,"Tamatea Intermediate, 15 Freyberg Avenue",0,6,1,1,0,0,4,0,20,10,451,0,2,311,0,62,1,0,23,892,4
,"Tamatea Primary School, 10 Durham Avenue",0,10,0,3,0,1,4,0,34,7,484,0,4,336,0,73,1,0,37,994,1
"Taradale","Bledisloe School, Meeanee Road",0,11,0,1,1,0,6,0,35,8,304,1,4,358,0,37,0,0,24,790,3
,"Taradale Intermediate, 6 Murphy Road",1,7,2,0,0,0,5,0,35,8,441,0,6,406,0,59,0,0,22,992,1
,"Taradale Primary School, 10 Church Road",0,24,0,1,2,0,6,0,93,20,755,0,3,1298,0,125,0,0,56,2383,4
,"Taradale Senior Citzens (Friendship Centre), Symons Lane",0,10,0,1,1,0,4,0,33,9,410,0,5,478,0,68,3,0,28,1050,8
"Te Awa","Te Awa School, Te Awa Avenue",0,7,1,6,1,1,1,0,34,2,261,0,4,146,0,29,0,0,14,507,5
"Te Awanga","Te Awanga Community Centre, Wellwood Terrace",0,4,0,0,0,1,1,0,66,4,134,0,1,178,0,24,0,0,7,420,3
"Te Pohue","Te Pohue School, Richmond Road",0,4,0,0,0,0,0,0,5,1,26,0,0,95,0,15,0,0,3,149,0
"Tutira","Tutira School, Matahorua Road",0,9,0,2,1,0,0,0,6,0,29,0,1,101,0,11,0,0,4,164,0
"Westshore","Westshore School, Ferguson Avenue",0,9,0,0,0,0,2,1,32,6,222,0,3,310,0,37,0,1,7,630,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,2,1,0,2,0,1,0,5,1,168,0,2,132,0,38,0,0,4,356,14
,"Ordinary Votes BEFORE polling day",0,31,2,2,3,0,20,0,118,16,731,0,6,1146,1,118,0,1,89,2284,9
,"Special Votes BEFORE polling day",0,5,1,3,0,1,3,0,24,5,233,0,3,175,0,23,0,0,9,485,2
,"Special Votes On polling day",0,18,1,7,3,1,9,0,133,13,844,0,13,723,0,69,2,0,43,1879,2
,"Overseas Special Votes including defence force",0,2,1,0,0,0,0,0,32,2,117,0,1,148,0,6,0,0,6,315,1
,"Special Votes Allowed for Party Only",0,2,0,4,0,0,7,1,14,5,129,0,6,60,0,9,1,0,1,239,2
,"Napier Total",8,390,29,80,44,16,145,11,1864,316,14615,11,150,15086,6,1989,11,5,872,35648,129
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35777
"Electorate Party Valid Votes for Napier",,"National Party - .423193447"
"99 MP Party",8,.0002244165
"ACT New Zealand",390,.0109403052
"Alliance",29,.0008135099
"Aotearoa Legalise Cannabis Party",80,.0022441652
"Christian Heritage NZ",44,.0012342908
"Democrats for Social Credit",16,.000448833
"Destiny New Zealand",145,.0040675494
"Direct Democracy Party",11,.0003085727
"Green Party",1864,.0522890485
"Jim Anderton's Progressive",316,.0088644524
"Labour Party",14615,.4099809246
"Libertarianz",11,.0003085727
"Mâori Party",150,.0042078097
"National Party",15086,.423193447
"New Zealand Family Rights Protection Party",6,.0001683124
"New Zealand First Party",1989,.0557955566
"OneNZ Party",11,.0003085727
"The Republic of New Zealand Party",5,.0001402603
"United Future New Zealand",872,.0244614004
