Party and Electorate Candidate Votes Recorded at each voting place
"Ilam 18","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"St Timothy Church Hall, 46 Kendal Avenue",5,2,0,29,0,0,68,5,133,6,362,56,0,0,1,667,1
"Christchurch City","ABC Salisbury Street, 150 Salisbury Street",0,0,0,0,0,0,4,0,2,0,6,0,0,0,0,12,0
,"Christchurch Public Hospital, The Great Escape Cafe, First Floor, 2 Riccarton Avenue",0,0,0,2,0,0,9,1,9,0,27,1,0,0,1,50,0
,"HMNZS Pegasus, 419 Montreal Street",0,0,0,2,0,0,2,0,7,0,14,1,0,0,0,26,0
,"St Michael's Church School Hall, corner Tuam & Durham Streets",0,0,0,0,0,0,4,0,2,0,12,3,0,0,0,21,0
"Fendalton","Christchurch Boys' High School, Big Room, Te Kura Street ",5,1,1,22,0,0,65,4,77,7,435,26,0,1,3,647,0
,"Fairleigh Kindergarten, 27a Garden Road",1,0,0,7,0,0,25,0,30,2,272,7,0,0,0,344,0
,"Fendalton Open Air School Staffroom, 168 Clyde Road",9,2,0,23,0,0,122,5,134,1,813,48,1,0,1,1159,1
,"Medbury School Hall, corner Clyde & Creyke Roads",0,0,0,14,1,0,47,1,46,2,335,10,0,1,0,457,1
,"St Barnabas Church Hall, corner Fendalton Road & Tui Street",4,1,0,23,0,0,42,0,59,2,441,15,0,0,1,588,0
"Harewood","Harewood Playcentre, 719 Harewood Road",1,1,0,5,0,0,15,0,36,1,167,21,0,1,1,249,2
"Ilam","Ao Tawhiti Unlimited Discovery, classroom S5, corner Parkstone Avenue & Oak Drive",10,2,0,7,0,0,66,1,66,3,227,13,0,3,1,399,2
,"Ilam School Hall, 66 Ilam Road",29,5,0,48,0,0,206,11,189,6,575,61,1,0,2,1133,2
,"Westburn School Hall, 257 Waimairi Road",35,1,1,48,0,1,170,4,249,3,721,57,0,2,4,1296,2
"Merivale","Heaton Normal Intermediate School Hall, 125-133 Heaton Street",5,3,1,17,0,0,61,2,52,1,378,20,0,0,4,544,2
,"Rangi Ruru Girls' School, Helen Kitson Function Centre, Rhodes Street entrance",3,3,0,20,0,0,114,2,84,7,542,22,0,0,1,798,0
"Papanui","Casebrook Intermediate, 90 Veitches Road",0,0,0,7,0,0,1,0,10,0,10,1,0,0,0,29,0
,"Northcity Church, 95a Sawyers Arms Road",0,0,0,1,0,0,4,0,4,2,29,2,0,0,0,42,1
,"Papanui High School, 30 Langdons Road",2,0,0,3,0,0,19,1,21,0,73,5,0,0,0,124,0
,"Paparoa Street School, 120 Paparoa Street",0,0,0,2,0,0,5,0,6,1,48,6,0,0,0,68,0
,"St Paul's Anglican Church Parish Hall, 1 Harewood Road",3,1,0,18,0,0,51,1,78,0,230,24,0,0,0,406,1
,"The Village Presbyterian Church Hall, corner Papanui Road & Frank Street",0,0,0,3,0,0,6,0,13,0,44,4,0,0,1,71,0
,"Waimairi School Hall, 1 Tillman Avenue",3,4,0,31,0,0,145,4,155,2,509,42,1,0,1,897,2
"Riccarton","Riccarton Baptist Church Hall, 80 Rattray Street",1,0,0,3,0,0,1,0,4,1,5,3,0,0,0,18,0
,"St Ninian's Presbyterian Church Hall, 9 Puriri Street",1,3,1,6,0,0,52,1,64,3,191,15,0,0,0,337,0
,"Wharenui School Library, 32 Matipo Street",4,1,0,7,0,0,11,0,20,1,67,9,0,0,1,121,0
"Russley","St Stephen's Methodist Church, 378 Yaldhurst Road",0,0,0,0,0,0,0,0,1,0,9,4,0,0,0,14,0
"Sockburn","Riccarton Primary School Hall, English Street",0,0,0,2,0,0,3,0,9,0,6,1,0,0,0,21,0
"St Albans","Beulah Church, 140 Springfield Road",0,0,0,0,0,0,3,1,2,0,18,0,0,0,0,24,0
,"Blind Foundation, 96 Bristol Street",0,1,0,0,0,0,2,0,3,0,13,2,0,0,0,21,0
,"Rehua Marae, whare kai (dining room), 79 Springfield Road",0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,6,0
"Upper Riccarton","Middleton Grange School Performing Arts Foyer, 50 Acacia Avenue",0,0,0,4,0,0,3,1,3,0,5,1,0,0,0,17,0
,"Riccarton High School Hall, corner Curletts Road & Vicki Street",1,0,0,0,0,0,16,0,7,0,17,3,0,0,0,44,1
,"Villa Maria College Hall, 21 Peer Street (Brodie Street entrance)",7,3,0,15,0,0,39,1,57,1,172,18,0,0,0,313,1
"Yaldhurst","Yaldhurst Model School, 48 School Road",0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,12,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",70,12,5,383,3,1,1178,80,1559,49,5847,470,2,4,26,9689,21
,"Special Votes BEFORE polling day",6,4,2,26,1,0,174,7,183,8,567,49,0,0,7,1034,5
,"Special Votes On polling day",27,9,3,71,0,0,350,26,463,10,1268,129,0,2,11,2369,2
,"Overseas Special Votes including Defence Force",6,2,0,19,0,0,252,15,125,3,411,16,0,1,1,851,1
,"Votes Allowed for Party Only",6,7,2,17,1,0,93,7,124,5,224,36,0,0,1,523,3
,"Ilam Total",349,96,21,1300,14,3,4574,233,6238,171,20377,1806,7,23,92,35304,73
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35377
"Electorate Party Valid Votes for Ilam",,"National Party - .5771867211"
"ACT New Zealand",349,.0098855654
"Aotearoa Legalise Cannabis Party",96,.0027192386
"Ban1080",21,.0005948334
"Conservative",1300,.0368230229
"Democrats for Social Credit",14,.0003965556
"Focus New Zealand",3,.0000849762
"Green Party",4574,.1295603898
"Internet MANA",233,.0065998187
"Labour Party",6238,.1766938591
"Māori Party",171,.0048436438
"National Party",20377,.5771867211
"New Zealand First Party",1806,.0511556764
"NZ Independent Coalition",7,.0001982778
"The Civilian Party",23,.0006514843
"United Future",92,.002605937
