Party and Electorate Candidate Votes Recorded at each polling place
"Taupo 50","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Acacia Bay","Acacia Bay Community Centre, 1 Wakeman Road",34,0,0,0,0,40,1,5,114,0,2,585,14,0,0,0,0,1,0,796,0
"Arapuni","Arapuni Community Hall, Arapuni Road",3,0,2,0,0,8,1,0,34,0,1,41,11,0,0,2,0,0,0,103,0
"Cambridge","Cambridge East School, corner Bowen & Williams Streets",74,0,3,1,0,86,18,1,400,3,7,1090,70,0,0,6,0,13,0,1772,7
,"Cambridge Middle School, corner Clare & Grey Streets",49,0,8,2,3,55,4,5,257,1,4,634,60,0,0,7,0,4,0,1093,10
,"Cambridge Primary School, Wilson Street",53,1,1,0,0,68,4,3,301,0,5,750,68,1,0,9,0,9,0,1273,10
,"Leamington School, corner Lamb & Scott Streets, Leamington",93,0,3,2,1,59,10,5,318,0,9,803,74,1,0,4,0,17,0,1399,9
,"Raleigh Street Christian Centre, 24 Raleigh Street, Leamington",47,1,1,0,0,49,6,5,312,1,6,660,73,0,0,5,0,15,0,1181,10
,"Roto-O-Rangi School, 5 Kairangi Road, Roto-O-Rangi",9,0,2,0,0,3,3,0,23,0,1,194,6,0,0,2,0,0,0,243,0
"Fencourt","Goodwood School, 517 Fencourt Road",9,0,1,0,0,3,0,0,22,0,1,112,1,0,0,0,0,0,0,149,1
"Hamilton West","Waikato Hospital, Pembroke Street, Level B5, main entrance foyer",1,0,0,0,0,1,0,0,19,0,0,12,0,0,0,0,0,0,0,33,0
"Hautapu","Hautapu School, corner Forrest & Hautapu Roads",17,0,1,0,1,15,1,0,56,0,1,192,31,0,0,2,0,1,0,318,1
"Horahora","Hora Hora School, 1798 Maungatautari Road",9,0,1,0,1,5,0,0,17,0,0,91,6,0,0,1,0,2,0,133,2
"Karapiro","Karapiro School, 705 State Highway 1",10,0,0,2,0,4,1,0,23,0,1,113,1,0,0,0,0,2,0,157,0
"Kinloch","Kinloch Community Hall, Kinloch Domain, Mata Place",10,0,0,0,0,10,0,0,50,0,6,242,11,0,0,1,0,2,0,332,0
"Kuratau","Kuratau School, junction of Western Access & Taumarunui Highway",6,0,0,0,0,1,0,0,14,0,0,39,1,0,0,1,0,1,0,63,0
"Lichfield","Lichfield School and Community Hall, 779 Lichfield Road, access from Kells Lane",12,0,0,0,0,3,0,2,47,0,0,143,9,0,0,1,0,3,0,220,0
,"Ngatira Marae, 965 Ngatira Road ",0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,8,0
"Mangakino","Mangakino Senior Citizens Hall, 25 College Street",5,0,2,0,0,5,1,0,135,0,7,85,24,0,0,1,0,4,0,269,7
"Marotiri","Marotiri School, 1569 Tihoi Road, State Highway 32",3,1,1,0,0,2,0,0,16,0,0,112,1,0,0,2,0,2,0,140,0
"Maungatautari","Maungatautari School, 1121 Maungatautari Road",16,1,0,0,1,5,0,0,8,0,3,101,6,0,0,1,0,0,0,142,0
"Mihi","Mihi School, 76 Springs Road",2,0,0,0,0,2,0,0,8,0,1,12,3,0,0,1,0,1,0,30,0
"Okoroire","Kuranui School, 66 Waiomou Road",14,0,0,1,0,5,0,0,21,0,3,142,6,0,0,1,0,1,0,194,0
"Omori","Taupo District Council Depot, Omori Road",2,0,0,0,0,3,0,0,26,0,1,58,8,0,0,0,0,0,0,98,0
"Puketurua","Puketurua Memorial Hall, intersection of Old Taupo, Huihuitaha & Pearson Roads",20,0,1,0,0,5,1,0,19,0,0,115,7,0,0,1,0,0,0,169,0
"Putaruru","Abbey's Place Child Care Centre, 1 Commerce Street",10,0,1,0,5,6,7,3,113,0,1,156,22,0,0,0,0,4,0,328,3
,"Putaruru Baptist Church Hall, 52 Arapuni Street",20,0,2,0,2,18,5,7,160,1,4,208,39,0,0,6,0,7,2,481,0
,"Putaruru Contract Bridge Club, Overdale Street",29,0,1,1,1,33,7,2,209,0,2,394,48,0,0,5,0,6,0,738,6
,"Te Wharekura o Te Kaokaoroa o Patetere, 117 Buckland Street",2,0,0,0,0,4,1,0,25,0,3,50,5,0,0,0,0,0,0,90,0
"Rangitaiki","Rangitaiki School, State Highway 5",2,0,0,0,0,3,1,0,7,0,0,31,3,0,0,0,0,1,0,48,0
"Rotorua","Rotorua Electorate Headquarters, corner Hinemoa & Amohia Streets",0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,7,0
"Taupo","Hilltop School, 90 Rokino Road",24,1,0,0,0,66,4,0,164,0,5,673,35,0,0,6,0,7,0,985,2
,"Hinemoa Kindergarten, 61 Hinemoa Avenue",6,0,0,0,0,20,1,0,98,0,4,137,19,0,0,4,0,1,0,290,0
,"Mountview Primary School, 31 Rangatira Street",11,0,0,0,0,18,2,2,123,1,9,114,26,0,0,5,0,7,0,318,3
,"St Patrick's Catholic Church, 88 Acacia Bay Road, Nukuhau",23,2,3,0,3,29,10,3,210,0,4,534,39,0,0,3,0,3,0,866,8
,"Tauhara Primary School, 90 Crown Road",15,0,0,0,0,26,4,8,207,0,9,293,33,0,0,4,0,3,0,602,7
,"Taupo Baptist Church Hall, corner Rifle Range & Taupo View Roads",25,0,7,0,3,54,6,5,313,0,5,575,65,2,0,5,0,14,1,1080,8
,"Taupo District Court, 21 Story Place",26,1,3,0,2,37,8,1,135,0,4,383,16,0,0,1,0,1,0,618,2
,"Taupo Primary School, corner Tamamutu & Ruapehu Streets",43,1,3,1,2,70,4,1,342,0,9,707,64,3,0,9,0,11,1,1271,3
,"Taupo-nui-a-Tia College, 122 Spa Road",18,1,7,1,1,38,8,3,199,0,10,413,35,0,0,5,0,5,0,744,5
,"Unison Youth Arts Centre, 98 Richmond Avenue",9,0,0,0,2,19,5,2,146,0,0,365,31,0,0,4,0,2,0,585,1
,"Waipahihi School, 20 Parata Street",19,0,0,0,1,46,6,4,198,0,4,500,23,1,0,5,0,10,0,817,2
"Tihoi","Tihoi Venture School, 289 Tihoi Mill Road",3,0,0,0,0,1,0,2,4,0,1,23,1,0,0,0,0,0,0,35,0
"Tirau","Tirau School, 69 Main Road",38,2,1,0,1,39,6,1,123,1,2,449,43,0,0,5,0,5,0,716,3
"Tirohanga","Tirohanga School, 851 Tirohanga Road, Atiamuri",6,0,0,0,1,0,0,0,14,0,1,68,1,0,0,0,0,1,0,92,0
"Tokaanu","The Foxes Den Cafe and Restaurant, next to Oasis Motel, State Highway 41",4,0,0,0,0,3,0,0,23,0,1,47,8,0,0,0,0,5,0,91,2
"Tokoroa","Amisfield School, Moffat Road",11,0,0,0,1,9,5,2,115,0,6,151,15,0,0,0,0,2,0,317,0
,"David Henry School, 4-8 Thompson Street",7,1,4,0,1,8,5,2,270,0,1,124,30,1,0,4,0,3,0,461,3
,"St Luke's Pacific Island Presbyterian Church Hall, corner Maraetai Road & Kelso Street",7,0,3,0,1,11,7,0,351,0,9,46,21,4,0,3,0,1,0,464,5
,"Strathmore School, 27 Strathmore Drive",9,0,3,0,0,9,6,7,298,0,8,127,29,1,0,3,0,2,1,503,4
,"Te Kura Kaupapa Maori o Te Hiringa, 12-24 Tainui Street",3,0,0,0,1,5,3,0,208,0,8,43,35,0,0,3,0,3,1,313,3
,"Tokoroa Central School, Clyde Street",5,1,3,1,0,11,4,4,229,1,8,74,19,1,0,0,0,6,0,367,3
,"Tokoroa District Court, 26 Bridge Street",19,2,6,1,2,34,13,11,575,0,8,312,68,2,0,6,1,6,0,1066,9
,"Tokoroa East School, 100 Main Road",4,0,0,0,3,6,0,0,78,0,6,58,6,0,0,1,0,4,0,166,2
,"Tokoroa North School, 29 Paraonui Road",27,0,3,0,1,25,4,3,342,0,9,300,46,0,0,5,0,9,0,774,3
"Turangi","Te Kura o Hirangi,  25 Mawake Place",1,0,0,0,0,5,1,1,47,0,6,10,1,0,0,1,0,0,0,73,0
,"Tongariro Seniors' Hall, Ohuanga Street, Town Centre",21,0,5,0,1,37,6,0,261,0,11,345,73,0,0,1,0,6,0,767,5
"Upper Atiamuri","Upper Atiamuri School, 2613 State Highway 30",2,0,0,0,0,2,2,0,18,0,0,37,3,0,0,0,0,0,0,64,1
"Wairakei","Wairakei Resort, State Highway 1",6,0,0,0,0,3,0,2,17,0,0,71,2,0,0,0,0,1,0,102,0
"Wairakei Village","Wairakei School, 2 Kauri Drive",13,0,2,0,1,20,1,0,102,0,10,182,16,0,0,1,0,2,0,350,3
"Waitahanui","Te Kura o Waitahanui, 107 State Highway 1",2,0,0,0,0,4,2,0,28,0,7,25,7,0,0,0,0,1,0,76,0
"Waotu","Te Waotu School, Waotu Road",6,0,0,0,0,2,0,0,21,0,4,110,1,0,0,1,0,2,0,147,0
