Party and Electorate Candidate Votes Recorded at each polling place
"Taupo 50","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Whakamaru","Whakamaru School, 36 Kaahu Road",7,0,0,0,0,3,0,0,31,0,2,62,10,0,0,1,0,2,0,118,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,0,1,2,0,6,2,1,134,0,4,161,17,0,0,0,0,5,0,336,9
,"Ordinary Votes BEFORE polling day",150,2,10,3,8,230,20,17,1247,1,34,2730,237,4,0,10,0,35,0,4738,23
,"Special Votes BEFORE polling day",14,0,2,1,2,26,4,2,126,0,5,227,29,0,0,3,1,3,0,445,1
,"Special Votes On polling day",79,1,15,3,5,117,11,8,566,2,18,1051,83,1,0,31,0,18,0,2009,10
,"Overseas Special Votes including defence force",12,0,2,1,2,44,1,3,76,1,2,200,11,0,0,2,0,1,0,358,0
,"Votes Allowed for Party Only",6,1,5,0,1,13,3,0,157,0,21,106,18,0,0,8,1,1,0,341,5
,"Taupo Total",1245,20,119,23,61,1599,236,133,10359,13,325,19001,1824,22,0,199,3,284,6,35472,201
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35673
"Electorate Party Valid Votes for Taupo",,"National Party - .5356619305"
"ACT New Zealand",1245,.0350981055
"Alliance",20,.000563825
"Aotearoa Legalise Cannabis Party",119,.0033547587
"Democrats for Social Credit",23,.0006483987
"Family Party",61,.0017196662
"Green Party",1599,.0450778078
"Jim Anderton's Progressive",236,.0066531349
"Kiwi Party",133,.0037494362
"Labour Party",10359,.2920331529
"Libertarianz",13,.0003664862
"Maori Party",325,.0091621561
"National Party",19001,.5356619305
"New Zealand First Party",1824,.051420839
"New Zealand Pacific Party",22,.0006202075
"RAM - Residents Action Movement",0,0
"The Bill and Ben Party",199,.0056100586
"The Republic of New Zealand Party",3,.0000845737
"United Future",284,.0080063148
"Workers Party",6,.0001691475
