Party and Electorate Candidate Votes Recorded at each polling place
"East Coast Bays 11","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Albany","Albany Community Hall, 3/21 Library Lane",20,0,0,0,1,10,0,0,70,0,0,212,6,0,0,0,0,1,0,320,0
,"Albany School, 6 Bass Road",11,0,1,0,4,2,0,1,22,0,0,65,3,0,0,1,0,1,0,111,0
,"Massey University, Building 84, Gate 4, Turitea Drive, Old Albany Highway",4,0,1,0,0,2,1,0,27,0,0,40,1,0,0,0,0,0,0,76,0
,"Oteha Valley School, corner Oteha Valley Road and Medallion Drive",97,0,7,0,22,66,4,3,379,0,4,1127,43,1,0,2,0,14,1,1770,5
,"Pinehurst School, 75 Bush Road",35,0,1,0,6,11,5,3,110,0,1,499,9,0,0,4,0,7,0,691,0
"Browns Bay","Browns Bay Red Cross Centre, 5 Glencoe Close",102,1,2,1,35,56,11,4,276,1,8,857,47,0,0,4,0,12,1,1418,4
,"Browns Bay School, Masterton Road",106,1,2,1,15,46,9,1,257,1,2,986,35,0,0,2,0,7,0,1471,3
,"Browns Bay Senior Citizens Hall, 9 Inverness Road",97,2,0,0,26,72,22,4,406,1,12,906,84,0,0,5,0,11,0,1648,6
,"Northcross Intermediate School, 10 Sartors Avenue",103,0,9,1,22,68,8,2,273,0,9,1033,51,0,0,8,2,15,0,1604,5
,"Pinehill School, corner Hugh Green Drive & Spencer Road",90,1,3,0,36,39,11,4,324,2,2,1213,40,0,2,10,0,2,0,1779,3
,"Salvation Army East Coast Bays Hall, 5 Bayview Road",65,0,0,2,14,34,7,1,169,0,1,700,43,0,0,10,0,10,0,1056,2
"Campbells Bay","Campbells Bay Methodist Church Hall, 218 Beach Road",2,0,0,0,0,2,0,0,8,0,1,38,0,0,0,0,0,0,0,51,0
"Forrest Hill","Forrest Hill Presbyterian Church Hall, 151 Forrest Hill Road",7,0,1,0,1,1,1,1,8,0,0,29,1,0,0,0,0,0,0,50,0
"Glenfield","Glenfield Community Centre, 411 Glenfield Road (corner Bentley Avenue)",19,0,2,0,2,10,5,4,109,1,2,184,13,0,0,1,0,1,0,353,0
,"Glenfield Primary School, 101 Chivalry Road",28,0,2,1,13,26,5,4,252,0,1,392,20,3,0,8,0,1,0,756,3
,"Manuka Road Primary School, 34 Manuka Road",12,2,0,0,0,9,2,0,88,0,3,122,6,0,0,5,0,4,0,253,1
,"Meadowood Community House, 55 Meadowood Drive",62,0,4,1,22,42,12,6,379,1,9,808,29,1,0,5,0,17,1,1399,4
,"Target Road Primary School, 80 Target Road",99,0,5,2,22,66,10,8,585,3,11,897,66,0,0,6,0,7,2,1789,15
"Long Bay","Long Bay Baptist Church, 282 Glenvar Road",62,0,1,1,18,24,6,0,155,1,6,536,17,0,0,1,0,11,0,839,0
,"Long Bay College, Ashley Avenue",37,0,5,0,10,23,3,0,94,1,2,309,4,0,0,9,0,5,0,502,1
"Mairangi Bay","Mairangi Bay Presbyterian Church Hall, 11 Hastings Road",12,0,1,0,2,7,1,0,41,1,0,200,9,0,0,1,0,2,0,277,0
,"Mairangi Bay School, Galaxy Drive entrance",5,0,0,0,5,10,0,0,32,0,0,114,6,0,0,0,0,2,0,174,2
,"Rangitoto College, 564 East Coast Road",63,1,5,0,14,53,4,1,245,1,1,791,21,0,0,8,2,11,0,1221,4
"Milford","Carmel College, 114 Shakespeare Road",1,0,0,0,0,0,0,0,11,0,0,32,0,0,0,0,0,0,0,44,0
,"Milford School, 34 Shakespeare Road",2,0,0,0,3,3,1,0,7,0,0,32,1,0,0,0,0,3,0,52,0
,"North Shore Hospital, Shakespeare Road",5,0,0,0,0,4,3,0,23,0,0,39,1,0,0,0,0,1,0,76,0
"Murrays Bay","Kwang Lim Methodist Church, 539 Beach Road",86,0,3,0,9,42,1,1,167,0,5,658,31,0,1,2,1,11,2,1020,3
,"Murrays Bay Intermediate School, 37 Sunrise Avenue",37,0,1,0,13,27,2,3,97,1,1,424,13,0,0,3,0,5,0,627,1
"Northcote","Northcote Intermediate, 145 Lake Road",0,0,0,0,0,0,0,1,11,0,1,15,2,0,0,0,0,0,0,30,0
"Redvale","East Coast Bays Bible Baptist Church, 1092 East Coast Road",27,1,0,0,7,26,3,2,59,1,2,245,9,0,0,0,0,2,0,384,2
"Sunnynook","Sunnynook School, 27 Lyford Crescent",4,0,0,0,0,2,0,0,23,0,0,39,0,0,0,1,0,0,0,69,0
,"Wairau Intermediate School, Becroft Drive",18,0,2,0,9,21,5,2,147,0,3,243,17,0,0,0,0,8,0,475,1
"Takapuna","Takapuna Methodist Church Hall, corner Lake Road & Tennyson Avenue",1,0,0,0,0,2,0,0,3,0,0,13,0,0,0,0,0,0,0,19,0
,"Takapuna School, 23 Auburn Street or Anzac Street entrance",2,0,0,0,1,6,2,1,24,1,0,38,1,0,0,2,0,1,0,79,0
"Torbay","Torbay School, Deep Creek Road",163,1,3,0,34,129,18,3,520,2,5,1628,60,1,1,10,0,24,1,2603,2
,"Torbay Senior Citizens Club, Torbay Shopping Centre, 37 Watea Road",138,0,6,2,15,142,16,3,450,0,7,1166,89,0,0,5,1,10,0,2050,8
"Unsworth","Westminster Christian School, 31 Westminster Gardens (off Unsworth Drive)",34,1,0,0,13,14,3,9,206,1,2,543,20,0,0,2,0,14,0,862,4
"Westlake","Westlake Boys High School, 30 Forrest Hill Road",4,0,0,0,0,4,0,0,11,1,2,32,0,0,0,0,0,0,0,54,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",8,1,0,0,4,7,2,0,128,0,1,271,39,0,0,0,0,1,0,462,4
,"Ordinary Votes BEFORE polling day",189,1,5,0,41,119,13,12,656,0,9,2131,112,3,0,9,0,17,0,3317,2
,"Special Votes BEFORE polling day",13,0,3,0,6,26,2,0,96,0,1,207,9,1,0,0,0,4,0,368,1
,"Special Votes On polling day",96,1,21,0,36,117,11,1,468,3,14,1260,28,3,1,20,0,13,0,2093,5
,"Overseas Special Votes including defence force",21,0,1,1,8,45,3,4,109,1,2,381,6,1,0,0,1,5,0,589,0
,"Votes Allowed for Party Only",13,0,1,0,16,24,2,1,117,0,11,226,9,0,0,5,0,3,0,428,0
,"East Coast Bays Total",2000,14,98,13,505,1439,214,90,7642,25,141,21681,1001,14,5,149,7,263,8,35309,91
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35400
"Electorate Party Valid Votes for East Coast Bays",,"National Party - .6140360815"
"ACT New Zealand",2000,.0566427823
"Alliance",14,.0003964995
"Aotearoa Legalise Cannabis Party",98,.0027754963
"Democrats for Social Credit",13,.0003681781
"Family Party",505,.0143023025
"Green Party",1439,.0407544819
"Jim Anderton's Progressive",214,.0060607777
"Kiwi Party",90,.0025489252
"Labour Party",7642,.2164320711
"Libertarianz",25,.0007080348
"Maori Party",141,.0039933162
"National Party",21681,.6140360815
"New Zealand First Party",1001,.0283497125
"New Zealand Pacific Party",14,.0003964995
"RAM - Residents Action Movement",5,.000141607
"The Bill and Ben Party",149,.0042198873
"The Republic of New Zealand Party",7,.0001982497
"United Future",263,.0074485259
"Workers Party",8,.0002265711
