Party and Electorate Candidate Votes Recorded at each polling place
"Rodney 46","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Jim Anderton's Progressive",319,.0084829145
"Labour Party",10462,.2782076851
"Libertarianz",7,.0001861455
"Mâori Party",107,.0028453663
"National Party",19799,.5264991358
"New Zealand Family Rights Protection Party",8,.0002127377
"New Zealand First Party",3039,.0808137216
"OneNZ Party",8,.0002127377
"The Republic of New Zealand Party",6,.0001595533
"United Future New Zealand",1162,.0309001463
