Party and Electorate Candidate Votes Recorded at each polling place
"Hunua 16","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Aka Aka","Aka Aka School, 809 Aka Aka-Otaua Road",6,0,0,13,0,12,18,0,1,0,84,10,1,145,1
"Alfriston","Alfriston School, Alfriston Road",5,0,0,11,0,20,20,0,0,2,182,20,0,260,2
"Ararimu","Ararimu School, corner Steel & Ararimu Roads",5,0,1,17,0,39,26,0,0,3,303,22,4,420,2
"Ardmore","Ardmore School, 559 Papakura-Clevedon Road",2,0,0,0,0,7,8,0,0,0,82,9,0,108,1
"Awhitu","Awhitu District School, corner Matakawa & Awhitu Roads",3,0,6,32,0,56,78,0,3,6,229,58,1,472,2
"Beachlands","Beachlands School, 18 Bell Road (disabled access from Wakelin Road)",18,0,5,53,1,130,205,0,1,9,1141,94,3,1660,5
"Bombay","Bombay School, 35 Paparata Road",19,0,0,29,0,46,70,0,0,2,616,34,6,822,7
"Botany Downs","Botany Downs Secondary College, 575 Chapel Road",4,0,0,4,0,5,23,0,0,0,69,1,1,107,2
"Botany South","Sancta Maria College, 319 Te Irirangi Drive",2,0,0,8,0,8,61,0,0,2,123,4,1,209,2
"Brookby","Brookby School, corner Brookby & West Roads",10,0,0,8,0,11,17,0,0,1,126,8,0,181,2
"Buckland","Buckland School,  72 George Crescent",10,0,3,15,1,34,48,0,0,1,434,58,4,608,4
"Chapel Downs","Chapel Downs Primary School, 170 Dawson Road",1,0,1,1,0,15,174,0,1,1,119,16,2,331,3
"Clevedon","Clevedon School, 13-17 North Road",18,0,4,28,1,70,65,0,0,5,636,37,2,866,1
"Dannemora","Willowbank School, 56 Middlefield Drive",0,0,0,1,0,2,11,0,0,0,33,2,0,49,1
"Drury","Drury School, 23-25 Youngs Crescent",8,0,0,6,0,11,22,1,1,4,198,19,1,271,1
"Flat Bush","Baverstock Oaks School, 21 Baverstock Road",3,0,1,5,0,0,43,1,0,0,100,4,0,157,0
,"Mission Heights Primary School, 103 Jeffs Road",20,0,4,24,0,22,279,0,0,5,755,27,5,1141,8
,"Old Flat Bush School Hall, corner Murphy's & Flat Bush School Roads",6,0,1,16,2,29,72,0,0,0,301,25,0,452,3
,"St Pauls Anglican Church Hall, 141 Chapel Road",1,0,0,7,0,3,23,1,2,0,74,9,0,120,0
"Glenbrook","Glenbrook Primary School, 459 Glenbrook Road",10,0,2,39,3,54,88,0,1,2,490,55,2,746,5
"Harrisville","Harrisville School, 202 Harrisville Road",7,0,0,15,0,39,63,1,1,2,236,40,5,409,3
"Hunua","Hunua School, 39 Lockwood Road",10,0,2,35,0,44,63,2,0,1,355,28,4,544,0
"Karaka","Karaka School, Blackbridge Road ",4,0,1,2,0,13,12,0,1,1,121,11,0,166,0
"Kawakawa Bay","Kawakawa Bay Public Hall, 9 Kawakawa-Orere Road",6,0,1,15,1,14,53,0,1,3,164,25,3,286,0
"Maraetai","Maraetai Beach School, 154 Maraetai Drive",10,0,7,33,0,80,108,1,1,1,638,59,8,946,3
"Mauku","Mauku School, 389 Union Road",9,0,3,9,1,28,26,1,1,0,219,21,1,319,2
"Meadowlands","Meadowlands Methodist Community Church, 128 Whitford Road",1,0,0,1,0,2,11,0,0,0,33,6,0,54,1
"Orere Point","Orere School, Orere Point Road",1,0,1,3,0,15,35,0,0,3,73,14,0,145,3
"Otaua","Otaua School, 53 Maioro Road",0,0,0,9,0,17,24,0,0,0,151,22,1,224,1
"Paerata","Paerata Community Centre, 1022 Paerata Road",4,0,0,13,0,22,46,1,1,4,147,23,1,262,0
"Papakura","Papakura District Court, corner Great South Road & Wood Street",0,0,0,2,0,4,10,0,0,0,12,8,0,36,0
"Paparimu","Paparimu School, 7 Matheson Road",5,0,0,10,1,12,12,1,0,0,117,10,0,168,0
