Party and Electorate Candidate Votes Recorded at each polling place
"Hunua 16","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Patumahoe","Patumahoe School, 38 Patumahoe Road",15,0,3,25,0,61,66,0,0,1,558,54,3,786,2
"Pukekohe","Pukekohe East School, 137 Runciman Road",10,0,3,22,0,35,32,0,1,3,301,23,5,435,2
,"Pukekohe Hill School, corner Ward Street & Green Lane",19,0,5,95,0,99,294,1,4,11,1072,134,17,1751,9
,"Pukekohe Intermediate School, Queen Street",19,1,10,85,1,140,409,2,4,15,1103,212,7,2008,15
,"Pukekohe North School, corner Princes Street & Beatty Road",8,0,3,19,4,18,246,0,9,3,142,46,5,503,11
,"St Josephs Primary School, 94 Seddon Street",11,0,3,57,1,84,213,1,3,4,632,109,5,1123,6
,"Valley School, East Street",21,0,4,45,2,91,161,1,0,6,869,81,9,1290,7
"Pukeoware","Pukeoware School, 479 Baldhill Road",4,0,0,14,0,22,30,1,0,0,204,29,0,304,2
"Puni","Puni School, 357 Waiuku Road",8,0,2,23,1,22,59,0,0,1,354,35,3,508,1
"Ramarama","Ramarama School, 126 Ararimu Road",7,0,2,20,0,32,60,0,2,2,350,46,4,525,5
"Somerville","Somerville Intermediate School, 39 Somerville Road",0,0,0,1,0,1,2,0,0,0,18,1,0,23,0
"Tuakau","Tuakau Primary School, 6 School Road",4,0,2,23,0,39,81,0,0,8,241,45,1,444,4
,"Tuakau Town Hall, George Street",8,0,7,16,0,50,157,2,4,5,405,102,3,759,9
"Waipipi","Waipipi School, 100 Creamery Road",6,0,0,15,0,26,46,0,2,2,180,25,3,305,0
"Waiuku","Sandspit Road School, 60 Sandspit Road",9,1,7,43,0,84,198,0,1,7,600,117,5,1072,5
,"Waiuku College, 43 Constable Road",7,0,4,40,1,53,154,1,1,6,386,72,4,729,6
,"Waiuku Primary School, George Street",10,0,9,72,2,122,283,2,1,10,839,164,9,1523,12
"Whitford","Whitford Hall, 1 Whitford-Maraetai Road",14,0,4,17,0,63,51,0,0,4,722,45,2,922,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Botany",9,0,1,9,0,20,67,0,1,2,248,8,1,366,2
,"Ordinary Votes BEFORE polling day - Taken in Hunua",55,0,14,124,4,210,486,2,7,16,2335,305,17,3575,29
,"Ordinary Votes BEFORE polling day - Taken in Papakura",7,0,0,10,0,14,16,0,0,1,152,13,3,216,0
,"Special Votes BEFORE polling day",10,0,6,8,0,37,94,1,3,2,266,38,0,465,3
,"Special Votes On polling day",33,2,16,63,2,187,465,1,10,12,1489,114,7,2401,3
,"Overseas Special Votes including Defence Force",5,0,0,2,1,26,25,0,2,0,113,7,0,181,0
,"Votes Allowed for Party Only",8,0,6,8,0,38,196,0,4,9,221,22,1,513,5
,"Hunua Total",515,4,154,1320,30,2438,5705,25,75,188,22161,2626,170,35411,204
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35615
"Electorate Party Valid Votes for Hunua",,"National Party - .6258224845"
"ACT New Zealand",515,.0145435034
"Alliance",4,.0001129592
"Aotearoa Legalise Cannabis Party",154,.0043489311
"Conservative Party",1320,.0372765525
"Democrats for Social Credit",30,.0008471944
"Green Party",2438,.0688486628
"Labour Party",5705,.1611081302
"Libertarianz",25,.0007059953
"Mana",75,.0021179859
"Māori Party",188,.0053090847
"National Party",22161,.6258224845
"New Zealand First Party",2626,.0741577476
"United Future",170,.0048007681
