Party and Electorate Candidate Votes Recorded at each polling place
"Banks Peninsula 3","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Aidanfield","Stepping Stones Early Learning Centre, 50 Kinsella Cres",0,4,1,0,2,0,0,0,15,9,169,0,1,282,0,16,0,0,26,525,0
"Banks Peninsula","Akaroa Gaiety Hall, Rue Jolie",0,7,1,0,1,0,0,0,73,3,176,0,3,286,0,26,0,0,12,588,2
,"Correspondence School, Wainui",0,3,0,0,0,0,0,0,5,2,13,0,0,29,0,2,0,0,3,57,0
,"Le Bons Bay School",0,1,0,0,0,0,0,0,15,0,16,0,0,26,0,2,0,0,0,60,0
,"NZ Post Agency, Main Road, Little River",0,5,0,1,0,0,0,0,66,6,140,0,1,166,0,25,0,0,12,422,1
,"Okains Bay School",0,1,0,1,0,0,0,0,5,0,11,0,1,31,0,4,0,0,4,58,0
,"Pigeon Bay School",0,0,0,0,0,0,1,0,8,2,7,0,0,26,0,2,0,0,0,46,0
,"Public Hall, Duvauchelle",0,5,0,2,0,0,0,0,30,2,64,0,0,132,0,7,0,0,5,247,0
,"Public Hall, Little Akaloa",0,2,0,0,0,0,0,0,3,1,14,0,0,31,0,3,0,0,2,56,1
"Beckenham","Beckenham School, Sandwich Road",0,2,0,1,0,0,0,2,32,3,101,0,0,69,0,13,0,0,9,232,1
,"St Peter's School, 11 Fisher Avenue",0,3,0,1,0,0,0,0,16,4,40,0,0,52,0,10,0,0,10,136,0
,"Thorrington School Hall, Colombo Street South",0,13,2,0,1,0,0,0,113,24,390,0,3,555,0,26,0,0,46,1173,4
"Cashmere","Cashmere Primary School, 135 Hackthorne Road",0,11,1,0,0,1,3,0,116,12,323,0,0,565,0,16,0,0,30,1078,0
,"Landsdowne Community Centre, Landsdowne Terrace",0,10,0,0,1,0,2,0,84,17,341,0,1,439,0,35,0,0,56,986,1
,"Princess Margaret Hospital Day Hospital, Cashmere Road",0,16,1,1,1,0,4,0,88,22,347,0,3,442,0,27,0,0,52,1004,4
"Cass Bay","Navy League, TS Steadfast, Governors Bay Road",0,3,1,0,0,0,1,0,20,4,91,0,1,57,0,6,0,0,5,189,1
