Party and Electorate Candidate Votes Recorded at each polling place
"Banks Peninsula 3","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Christchurch City ","Christchurch Central Public Library, cnr Gloucester St & Oxford Tce",0,0,0,1,0,0,0,0,18,3,39,2,0,31,0,2,0,0,1,97,1
,"Christchurch Hospital, The Great Escape Cafe",0,0,0,0,0,0,0,0,4,1,20,0,0,23,0,3,0,0,3,54,0
,"The Arts Centre, Hurst Seager Room, cnr Hereford Street & Rolleston Avenue",0,0,0,0,0,0,1,0,17,0,25,0,0,17,0,0,0,0,0,60,0
"Diamond Harbour","Diamond Harbour Community Centre, Waipapa Ave",0,2,0,1,1,0,2,0,74,8,119,0,0,90,0,4,0,0,11,312,1
,"Diamond Harbour School, 122 Marine Drive",0,4,0,0,0,0,2,0,83,8,136,0,0,173,1,21,0,0,11,439,3
"Governors Bay","Governors Bay School",0,2,0,0,0,0,1,0,93,4,185,0,1,224,0,13,0,0,14,537,0
"Halswell","Catholic Church Hall, Nicholls Road",0,9,1,1,0,0,0,0,40,43,598,0,4,614,0,66,0,1,46,1423,4
,"Halswell School Hall, cnr Kennedys Bush Rd & School Rd",1,20,0,0,4,0,0,0,60,25,453,0,1,638,1,43,0,1,56,1303,3
,"St Mary's Anglican Church Hall, 329 Halswell Rd",0,23,1,3,3,0,0,0,76,43,727,1,0,824,0,81,0,0,61,1843,7
"Heathcote Valley","Heathcote Valley School, Bridle Path Road",0,5,0,2,1,1,2,0,158,15,563,1,2,306,0,36,0,0,36,1128,6
"Hillsborough","Commercial Premises, 34 Curries Rd - Opposite Curries Reserve",0,4,0,0,0,1,0,0,28,13,151,0,0,96,0,23,2,0,15,333,0
"Hoon Hay","Hoon Hay School Library, 91 Sparks Road",0,7,0,0,0,0,3,1,42,45,299,1,1,219,0,25,0,0,37,680,4
"Huntsbury","Huntsbury Community Centre, 30H Huntsbury Ave",0,9,0,0,0,0,0,0,62,6,153,1,1,188,0,18,0,0,18,456,1
"Linwood","Linwood Avenue School, 260 Linwood Avenue",0,3,0,0,0,0,5,0,15,7,149,0,4,27,0,11,0,0,7,228,0
,"Linwood College Hall, 85 Aldwins Road",0,0,0,2,0,0,0,0,14,5,149,0,0,37,0,10,0,0,5,222,2
,"Union Church Hall, 378 Linwood Avenue",1,4,0,3,4,2,8,0,28,23,449,0,0,119,0,38,1,0,28,708,2
"Lyttelton","Lyttelton Main School, Oxford Street",0,9,1,1,0,1,1,0,298,22,631,1,4,223,0,37,0,0,28,1257,2
,"Lyttelton West School, Voelas Road",0,4,0,1,0,0,0,0,54,4,141,0,0,61,1,11,0,0,6,283,0
"Motukarara","Motukarara Community Hall, Park Rd",0,7,0,0,0,1,0,0,16,0,27,0,0,70,0,3,0,0,3,127,0
"Mt Pleasant","Mt Pleasant Community Centre, McCormacks Bay Road",0,23,2,2,1,0,3,1,129,12,461,1,5,812,0,53,2,0,39,1546,4
,"Mt Pleasant School, Major Hornbrook Road",1,17,1,0,1,0,0,0,69,10,270,0,2,542,0,34,1,0,25,973,3
"Oaklands","Oaklands School, Cunningham Place",1,9,1,3,1,0,2,0,34,28,368,2,2,319,0,37,0,0,30,837,2
"Opawa","Opawa Community Church Hall, 7a Aynsley Terrace",0,9,0,1,2,0,5,0,101,14,342,0,2,185,0,38,0,0,33,732,1
,"Opawa School, Newbery Street",0,3,1,1,0,0,0,0,134,11,271,0,0,155,0,10,0,0,29,615,1
"Port Levy (Potiriwi & Koukourarata)","School",0,2,0,0,0,0,0,0,4,0,14,0,1,28,0,1,0,0,0,50,0
"Redcliffs","St Andrews Church, Main Road",0,17,0,0,0,1,0,0,159,17,435,0,2,638,0,43,1,0,33,1346,3
"Somerfield","Cashmere High School, Rose Street",0,3,0,0,0,0,0,0,15,5,66,0,1,80,0,6,0,0,6,182,0
"Spreydon","Te Kura Kaupapa Maori O Te Whanau Tahi, 81 Lyttelton Street",0,1,1,0,0,0,0,0,8,5,35,0,0,21,0,6,0,0,3,80,1
"St Martins","Hillview Christian Senior School, 125 Wilsons Road",0,7,0,2,0,2,0,0,95,30,423,0,1,319,0,24,0,0,69,972,3
,"Scout Den Opposite Rapaki Road, 297 Centaurus Road",1,11,0,1,0,0,1,0,94,16,287,0,1,257,0,30,0,0,41,740,3
,"St Anne's Anglican Church Hall, 7 Wilsons Road",0,7,7,3,1,2,0,0,125,21,317,0,2,302,0,29,0,0,31,847,5
"Sumner","Star of the Sea School Hall (cnr Colenso and Menzies Streets)",0,14,1,1,1,1,1,0,134,13,351,1,2,404,0,29,0,0,46,999,2
,"Sumner Community Centre, cnr Wakefield Ave & Nayland St",0,14,1,1,1,0,2,0,199,19,509,1,7,605,0,46,1,1,38,1445,1
"Waltham","Waltham School, cnr Hastings Street East and Vienna Street",0,0,0,1,0,0,0,0,7,0,37,0,0,33,0,2,0,0,5,85,0
"Westmorland","Garage, 10 Highcrest Heights",0,5,0,0,1,0,1,0,18,7,53,0,0,157,0,9,0,0,10,261,0
,"Garage, 3 Pentonville Close",0,2,1,0,0,0,0,0,21,7,118,0,0,272,0,15,0,0,22,458,0
"Woolston","Christchurch Polytechnic Staff Common Room (cnr Ensors Road and Sullivan Avenue)",0,2,0,2,1,0,4,1,40,14,157,0,1,56,0,11,0,0,18,307,4
,"Edmonds-Smith Street Kindergarten, 21 Smith Street",0,1,1,0,0,0,0,0,24,15,264,0,0,86,0,26,0,0,15,432,0
,"St Johns Church Hall, Ferry Road",0,10,5,5,3,2,6,0,107,34,958,3,4,322,0,81,0,0,49,1589,3
,"Woolston School, Hopkins Street",1,6,0,2,4,1,1,0,68,35,536,2,1,128,0,34,1,0,32,852,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,0,2,0,1,1,0,0,7,16,170,0,0,94,0,11,0,1,3,306,11
,"Ordinary Votes BEFORE polling day",0,36,1,0,0,0,2,0,262,37,872,1,3,1183,0,83,1,0,76,2557,5
,"Special Votes BEFORE polling day",0,5,0,1,0,0,2,0,51,10,198,0,1,170,1,7,0,0,9,455,0
,"Special Votes On polling day",3,31,4,9,5,0,14,0,343,37,1175,0,6,1050,0,78,0,0,88,2843,4
,"Overseas Special Votes including defence force",0,7,0,0,0,0,0,0,98,7,248,1,1,218,0,3,0,1,16,600,2
,"Special Votes Allowed for Party Only",0,3,0,4,3,0,1,0,40,2,163,0,3,93,0,10,0,0,10,332,1
,"Banks Peninsula Total",9,443,39,61,45,17,81,5,4255,808,16355,19,80,15697,4,1421,10,5,1434,40788,112
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",40900
"Electorate Party Valid Votes for Banks Peninsula",,"Labour Party - .4009757772"
"99 MP Party",9,.0002206531
"ACT New Zealand",443,.0108610376
"Alliance",39,.0009561636
"Aotearoa Legalise Cannabis Party",61,.0014955379
"Christian Heritage NZ",45,.0011032657
"Democrats for Social Credit",17,.0004167893
"Destiny New Zealand",81,.0019858782
"Direct Democracy Party",5,.0001225851
"Green Party",4255,.104319898
"Jim Anderton's Progressive",808,.019809748
"Labour Party",16355,.4009757772
"Libertarianz",19,.0004658233
"Mâori Party",80,.0019613612
"National Party",15697,.3848435814
"New Zealand Family Rights Protection Party",4,.0000980681
"New Zealand First Party",1421,.034838678
"OneNZ Party",10,.0002451701
"The Republic of New Zealand Party",5,.0001225851
"United Future New Zealand",1434,.0351573992
