Party and Electorate Candidate Votes Recorded at each polling place
"Dunedin South 9","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Abbotsford","Community Hall, 72 North Taieri Road",9,0,2,0,1,13,5,1,129,0,0,86,8,0,0,2,0,0,0,256,1
,"Scout Hall, Abbotsford Road (corner Unsworth Street)",17,1,4,0,1,40,8,1,455,0,2,182,48,0,0,9,0,12,0,780,2
"Allanton","Allanton Community Centre, 11 Grey Street",4,0,0,0,1,9,5,0,78,0,1,95,11,0,0,0,0,3,0,207,0
"Andersons Bay","Presbyterian Church Hall, 76 Silverton Street",36,2,0,7,0,154,15,10,609,0,7,526,43,2,0,3,0,16,0,1430,5
"Brighton","Big Rock School, 2 Bath Street",10,2,2,1,0,45,8,2,209,0,2,151,20,0,0,6,0,2,0,460,1
"Broad Bay","Broad Bay School, 4 Roebuck Rise",3,1,2,0,0,104,9,0,134,0,1,55,7,0,0,0,0,0,0,316,2
"Calton Hill","Calton Hill School Hall, 38 Riselaw Road",10,2,5,2,4,38,12,1,282,1,5,89,14,2,0,5,0,2,0,474,1
"Caversham","Caversham Presbyterian Church Hall, 61 Thorn Street",15,3,6,0,0,62,10,1,389,1,3,177,30,0,0,1,0,3,0,701,8
,"Caversham School Hall, 217 South Road",14,5,1,3,3,42,13,5,325,0,4,132,38,1,0,7,0,9,0,602,2
"Concord","Concord Kindergarten, 93 Mulford Street",2,0,2,0,0,13,7,2,172,0,1,51,10,2,0,2,0,3,0,267,2
,"Concord School, 5 Thoreau Street",4,1,2,0,2,25,2,1,201,1,1,100,14,0,0,3,0,0,0,357,0
"Corstorphine","Corstorphine Community Centre, 235 Middleton Road",2,1,7,0,0,58,10,5,365,1,3,149,37,0,0,4,0,5,0,647,3
,"Corstorphine School, 2  Lockerbie Street",5,1,0,1,2,29,5,0,214,0,3,116,33,0,0,1,0,9,0,419,1
"Dunedin City","Court House, 41 Lower Stuart Street",5,0,1,1,1,17,1,1,42,0,1,37,2,0,0,0,0,1,0,110,0
,"Dunedin Hospital, 1st Floor Foyer to Lecture Halls, 201 Great King Street",6,0,2,0,0,20,4,0,82,0,0,39,5,0,0,4,0,2,0,164,0
,"High Street School, 7 Montpellier Street",0,0,0,1,1,6,0,0,15,0,0,14,2,0,0,2,0,1,0,42,1
,"Salvation Army McMillan Lounge, 575 Princes Street",2,0,4,0,0,14,2,1,42,0,1,28,6,0,0,1,0,1,0,102,1
"Dunedin North","George Street Normal School, 989 George Street",0,0,1,0,0,8,0,0,28,0,0,21,1,0,0,2,0,2,0,63,0
,"Kelsey Yaralla Kindergarten, 4 Trent Avenue",0,1,0,0,0,2,0,0,5,0,0,2,2,0,0,0,0,1,0,13,0
,"Knox Church Hall, 453 George Street (corner Pitt Street)",0,0,0,0,0,7,1,0,25,0,0,14,0,0,0,1,0,0,0,48,0
,"University of Otago (ISB Link East), 630 Cumberland Street",1,0,1,1,0,25,0,2,44,0,1,23,2,0,0,3,0,2,2,107,0
"East Taieri","East Taieri School, 11 Cemetery Road",8,1,1,0,0,36,3,1,152,0,1,323,24,0,0,0,0,4,0,554,0
"Fairfield","Fairfield Community Hall, corner Main Road & Fairplay Street",23,2,3,3,1,72,17,1,577,1,2,643,54,0,0,9,1,5,0,1414,3
"Forbury Corner","St Bernadette's School Hall, 16 Forbury Road",13,0,2,0,1,39,6,2,208,0,0,187,20,0,0,2,0,2,0,482,3
"Green Island","Pipe Band Hall, 186 Main South Road",24,4,3,4,2,60,9,4,504,0,2,275,74,0,0,8,0,5,0,978,7
,"Plunket Rooms, 189d Main South Road (next to the PostShop)",16,1,2,1,1,29,6,4,335,0,2,185,39,0,0,5,0,7,0,633,4
"Henley","Henley Community Centre, Centre Road",5,0,0,0,0,6,4,0,35,0,0,97,4,0,0,2,0,0,0,153,0
"Kaikorai","Kaikorai Presbyterian Church Hall, 127 Taieri Road (corner Nairn Street)",2,0,1,0,0,12,1,1,31,0,0,23,1,0,0,1,0,0,0,73,0
"Lee Stream","Lee Stream School, Clarks Junction-Lee Stream Road (State Highway 87)",4,0,1,0,0,1,0,0,7,0,0,50,2,0,0,2,0,0,0,67,0
"Macandrew Bay","Macandrew Bay School, 488 Portobello Road",18,1,0,0,2,157,6,7,313,0,4,214,32,0,0,2,0,9,0,765,3
"Middlemarch","Strath Taieri School, 33 Swansea Street",9,2,1,1,1,11,5,0,34,0,4,137,4,0,0,1,0,3,0,213,0
"Mornington","Mornington School, 34 Elgin Road",3,0,1,0,1,0,2,0,41,0,0,31,0,0,0,1,0,1,0,81,0
"Mosgiel","A&P Showgrounds, 320 Gordon Road",11,0,0,0,0,13,4,1,97,0,0,202,20,2,0,4,0,1,0,355,2
,"Chatsford, 77 Doon Street",3,0,0,0,0,17,7,2,138,1,3,189,28,0,0,0,0,1,0,389,5
,"Elmgrove School, 74 Argyle Street",25,0,1,1,0,41,9,6,489,0,6,393,63,1,0,6,0,4,0,1045,5
,"Mosgiel Abilities Resource Centre, 16 Green Street",6,1,2,0,0,15,9,0,198,0,1,168,29,0,0,1,0,8,0,438,2
,"Mosgiel Public Library, 7 Hartstonge Avenue",26,2,3,1,3,71,18,4,624,0,5,520,80,0,0,7,0,7,1,1372,13
,"Reid Park Kindergarten, 63 Murray Street",16,1,3,2,0,13,6,0,241,0,0,189,21,0,0,0,0,4,1,497,3
,"Salvation Army Hall, 4 Lanark Street",12,2,3,1,2,17,11,2,197,0,0,135,29,0,0,2,0,5,0,418,3
,"Silverstream (South) Primary School, 52 Green Street",12,1,3,1,1,15,8,2,211,1,0,158,10,0,0,2,0,5,0,430,1
,"St Mary's School Hall, 53 Gordon Road",32,0,2,2,1,62,16,1,517,0,2,488,72,0,0,4,1,9,1,1210,2
"Musselburgh","Baptist Sunday School Hall, 131 Musselburgh Rise",22,3,4,0,0,90,21,7,526,0,1,365,54,0,0,7,0,9,0,1109,6
,"Musselburgh School Library, 34 Marlow Street",5,1,3,0,0,29,6,3,246,0,3,100,28,1,1,0,0,2,0,428,2
,"Presbyterian Sunday School Hall, 26 Queens Drive",6,2,1,1,0,23,9,0,290,1,0,139,22,0,0,1,0,1,0,496,1
"Ocean Grove","Tomahawk School, 31 Luke Street",5,2,2,2,2,35,1,1,93,0,2,29,12,0,0,0,0,2,0,188,0
"Ocean View","Ocean View Public Hall, 812 Brighton Road",13,1,3,0,0,31,6,1,193,0,0,118,16,0,0,5,0,2,1,390,1
"Otakou","Te Rununga Otakou, Otakou Marae, 45 Tamatea Road",0,0,0,0,0,4,0,0,26,0,2,18,8,0,0,0,0,0,0,58,1
"Outram","Outram School, 1 Beaumaris Street",21,0,1,1,2,33,3,5,188,1,2,376,15,0,0,2,0,5,0,655,3
"Portobello","Portobello School, 30 Harrington Point Road",12,2,0,0,0,80,4,0,219,0,2,96,25,0,0,1,0,2,0,443,0
"Queenstown","Memorial Hall, corner Memorial & Stanley Streets",0,0,1,0,0,0,0,0,1,0,0,19,1,0,0,0,0,0,0,22,0
"South Dunedin","Dunedin South Presbyterian Hall, 393 King Edward Street",13,2,2,1,2,40,17,4,431,0,0,179,32,1,0,2,0,9,0,735,6
,"Edgar Sports Centre, corner Portsmouth Drive & Teviot Street",4,0,1,0,1,28,0,1,95,0,3,87,2,0,0,4,0,0,0,226,0
,"Macandrew Intermediate School, 213 Macandrew Road",15,2,4,3,2,61,6,4,530,1,0,206,35,1,0,5,0,10,0,885,6
,"Methodist Church Hall, 11 Wesley Street",5,1,3,1,0,17,5,1,238,0,2,71,30,0,0,0,0,1,0,375,4
,"Salvation Army Hall, 190 King Edward Street",5,1,3,3,0,52,5,0,318,1,2,135,27,0,0,3,1,3,1,560,9
,"St Patrick's Parish Centre, 32 Macandrew Road",11,1,1,2,0,20,5,3,190,0,3,72,22,0,0,1,0,3,0,334,0
"St Clair","St Clair School Hall, 135 Richardson Street",28,1,4,1,3,126,8,10,558,2,9,444,56,0,0,10,0,7,0,1267,4
"St Kilda","Holy Cross Anglican Church,17 Ajax Street",8,0,0,4,0,31,3,1,230,0,1,103,26,0,0,1,0,6,0,414,4
,"Victoria Flats, St Kilda Community Club Hall, 89 Victoria Road",1,0,1,0,0,18,0,1,147,0,3,64,14,0,0,2,0,1,0,252,3
"Tainui","Tainui School Hall, 41 Tahuna Road",7,1,1,0,0,48,5,0,296,0,2,147,29,0,0,7,1,4,0,548,1
"Waldronville","Waldronville School, 5a Vulcan Road",4,1,2,0,0,20,7,0,215,0,0,104,25,0,0,0,1,1,0,380,2
"Waverley","Otago Sports Car Club Hall, 97 Larnach Road",39,0,0,0,0,72,8,2,379,1,7,527,37,0,0,4,1,12,0,1089,1
,"Rotary Park School, 19 McKerrow Street",19,0,0,1,0,47,5,0,201,0,0,186,15,0,0,0,0,2,0,476,0
"Wingatui","Wingatui Hall, 270 Gladstone Road North",5,0,1,2,0,13,3,0,89,0,1,138,12,0,0,3,0,2,0,269,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0
,"Hospital Votes",4,2,0,1,2,27,18,2,402,0,2,281,34,0,1,0,0,6,2,784,15
,"Ordinary Votes BEFORE polling day",58,3,11,3,3,249,26,18,1243,1,10,1145,96,2,0,6,0,17,3,2894,15
,"Special Votes BEFORE polling day",5,1,3,1,2,29,1,1,252,0,2,108,16,0,1,0,0,2,0,424,2
,"Special Votes On polling day",46,4,10,2,4,227,14,4,805,0,19,623,57,2,0,26,1,11,1,1856,5
,"Overseas Special Votes including defence force",8,3,1,3,1,75,7,2,107,0,3,111,4,0,0,0,0,2,0,327,2
,"Votes Allowed for Party Only",3,0,7,0,2,25,4,2,105,0,11,56,11,0,0,4,0,0,1,231,3
,"Dunedin South Total",785,72,144,66,58,2971,461,144,17408,15,160,12742,1700,17,3,209,7,276,14,37252,183
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37435
"Electorate Party Valid Votes for Dunedin South",,"Labour Party - .4673037689"
"ACT New Zealand",785,.0210726941
"Alliance",72,.0019327821
"Aotearoa Legalise Cannabis Party",144,.0038655643
"Democrats for Social Credit",66,.001771717
"Family Party",58,.0015569634
"Green Party",2971,.0797541072
"Jim Anderton's Progressive",461,.0123751745
"Kiwi Party",144,.0038655643
"Labour Party",17408,.4673037689
"Libertarianz",15,.0004026629
"Maori Party",160,.0042950714
"National Party",12742,.3420487491
