Party and Electorate Candidate Votes Recorded at each voting place
"New Lynn 31","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Lynfield Tennis Club, 18 The Avenue",0,1,0,1,0,0,5,1,43,0,50,11,0,0,1,113,1
"Mt Roskill","Christ The King Parish School Hall, 288 Richardson Road",11,1,0,29,0,0,28,4,240,1,229,34,0,0,0,577,5
,"Marshall Laing Primary School, 39 Marshall Laing Avenue",18,5,0,43,0,0,50,7,400,1,338,44,1,0,1,908,4
,"May Road School, 504 Richardson Road",14,1,0,42,0,0,40,4,237,2,272,44,0,0,0,656,1
,"Wesley Intermediate School, 798 Sandringham Road",0,0,0,3,1,0,2,1,15,0,4,2,0,0,0,28,0
"New Lynn","Arahoe School, 11 Arahoe Road",17,2,2,30,2,0,145,11,386,7,648,93,0,0,2,1345,3
,"Dayspring Trust Hall, 2 Seabrook Avenue",22,2,0,16,1,1,84,13,297,2,251,60,1,0,1,751,7
,"Fruitvale School, 9 Croydon Road",18,3,1,36,0,0,117,13,391,4,312,95,0,1,4,995,7
,"New Lynn Salvation Army Hall, 32 Delta Avenue",38,3,1,32,0,1,61,9,479,0,330,58,0,0,5,1017,6
,"New Lynn Sea Scout Hall, 37 Margan Avenue",34,2,0,40,1,0,83,7,433,2,401,73,0,0,4,1080,3
,"St Austells, 35 Margan Avenue",13,0,0,10,0,0,40,3,192,0,158,24,0,0,1,441,8
,"Western Indoor Sports, 26 Veronica Street",6,3,0,4,0,0,18,3,82,0,71,6,0,0,0,193,0
"New Windsor","New Windsor School, 185 New Windsor Road (64 Peter Buck Road entrance)",38,3,1,42,1,0,91,12,491,5,610,81,0,1,2,1378,11
"Titirangi","Kaurilands School, 109 Atkinson Road",0,3,0,12,0,0,106,7,153,4,342,46,0,3,1,677,1
,"St Francis Anglican Parish, corner Park & Titirangi Beach Roads",2,1,1,14,0,0,120,4,105,2,217,34,0,0,2,502,0
,"Titirangi War Memorial Hall, 500 South Titirangi Road",5,1,1,22,0,0,177,11,170,7,338,41,0,0,3,776,0
"Waterview","Waterview Methodist Church Hall, corner Great North Road & Fir Street",0,0,0,0,0,0,11,2,19,0,31,6,0,0,0,69,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",82,15,2,315,9,0,558,62,2269,20,2505,547,1,5,7,6397,42
,"Special Votes BEFORE polling day",11,1,1,29,2,0,162,19,471,4,347,78,0,1,2,1128,5
,"Special Votes On polling day",53,18,4,73,3,0,341,44,1030,18,862,165,1,1,0,2613,8
,"Overseas Special Votes including Defence Force",3,1,0,4,2,0,101,12,111,0,121,18,0,0,1,374,3
,"Votes Allowed for Party Only",10,10,0,10,0,0,67,19,316,5,161,38,0,0,0,636,8
,"New Lynn Total",542,101,16,1233,33,3,3365,367,12085,119,13136,2403,8,17,56,33484,177
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33661
"Electorate Party Valid Votes for New Lynn",,"National Party - .3923067734"
"ACT New Zealand",542,.0161868355
"Aotearoa Legalise Cannabis Party",101,.003016366
"Ban1080",16,.0004778402
"Conservative",1233,.0368235575
"Democrats for Social Credit",33,.0009855453
"Focus New Zealand",3,.000089595
"Green Party",3365,.1004957592
"Internet MANA",367,.0109604587
"Labour Party",12085,.3609186477
"Māori Party",119,.0035539362
"National Party",13136,.3923067734
"New Zealand First Party",2403,.0717656194
"NZ Independent Coalition",8,.0002389201
"The Civilian Party",17,.0005077052
"United Future",56,.0016724406
