Party and Electorate Candidate Votes Recorded at each polling place
"Helensville 17","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Albany","Albany Community Hall, 3/21 Library Lane",0,33,1,2,0,0,11,0,56,5,337,1,3,791,1,52,1,0,23,1317,1
,"Albany School, 6 Bass Road",0,51,0,1,4,0,5,2,39,6,337,0,4,894,0,70,0,0,31,1444,3
,"Massey University, Building 84, Gate 4, Old Albany Highway ",0,8,0,0,0,0,5,1,17,6,125,0,1,227,0,18,0,0,12,420,0
"Coatesville","Coatesville School, Mahoenui Valley Road",0,33,0,0,0,0,4,0,48,5,137,1,1,615,0,25,0,0,21,890,2
"Dairy Flat","Dairy Flat School, 1220 State Highway 1",0,1,0,0,0,0,1,0,3,0,20,0,0,66,0,2,0,0,6,99,0
"Greenhithe","Greenhithe School, Isobel Road",0,52,2,2,1,0,4,0,48,9,289,1,1,934,0,60,0,0,22,1425,0
,"St Michael's Church Hall, 12 Greenhithe Rd",2,19,0,0,3,0,1,0,34,7,185,0,1,483,0,40,0,0,21,796,2
"Haranui","Haranui Marae, Haranui Road, RD1 Helensville ",0,0,0,0,0,0,0,0,3,0,8,0,3,5,0,0,0,0,1,20,0
"Helensville","Helensville Primary School Hall, Rata Street",0,26,0,6,0,2,7,0,96,13,617,1,14,719,0,139,1,0,65,1706,13
"Henderson","Waitakere College, 42 Rathgar Road",0,2,0,1,1,0,1,0,1,0,16,0,0,18,0,7,0,0,2,49,0
"Herald Island","Herald Island Community Hall, Herald Island Domain, Ferry Parade",0,6,0,0,0,1,1,0,29,6,105,1,0,214,0,29,0,0,7,399,0
"Hobsonville","Hobsonville Primary School, 104 Hobsonville Road",0,26,0,0,1,0,9,0,18,6,260,1,3,645,0,46,0,0,18,1033,4
,"Hobsonville Public Hall, 397 Hobsonville Road",0,31,0,0,0,0,4,1,9,5,191,1,4,616,0,73,0,0,18,953,1
"Huapai","Huapai District School Hall, 40 Station Road",0,16,0,1,0,0,0,0,36,5,192,2,4,550,0,55,0,0,13,874,2
"Kaukapakapa","Kaukapakapa School Hall, 977 Kaipara Coast Highway",0,16,0,3,0,0,3,4,40,3,207,0,0,474,0,46,0,0,22,818,0
"Kumeu","Kumeu Baptist Youth Hall, Access Road",0,45,0,3,3,1,5,3,44,12,274,0,2,834,0,102,0,0,32,1360,7
"Massey","Colwill School, Kintara Drive",0,23,0,2,2,0,0,1,30,12,363,1,7,404,0,67,0,1,39,952,2
