Party and Electorate Candidate Votes Recorded at each voting place
"Taranaki-King Country 50","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Arapuni","Arapuni Community Hall, 47 Arapuni Road",0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,6,0
"Aria","Aria School, Barclay Road",1,0,0,4,0,0,2,0,8,2,65,9,0,0,0,91,0
"Arohena","Arohena School, 40 Pukewhau Road",0,0,0,2,0,0,3,0,3,0,61,7,0,0,4,80,0
"Benneydale","Benneydale Community Hall, Maniaiti Street",0,1,0,4,1,0,1,0,13,1,44,6,1,0,0,72,1
"Deanwell","Deanwell School, 49 Deanwell Avenue",0,0,0,5,1,0,2,1,4,1,14,3,0,0,0,31,0
"Egmont Village","Egmont Village School Hall, 1052 Junction Road",1,0,0,4,0,0,4,0,15,0,88,7,0,0,0,119,0
"Glen Massey","Glen Massey School, 897 Waingaro Road",0,0,2,8,1,0,10,0,29,1,59,24,0,0,1,135,0
"Hamilton City","Electorate Headquarters, 12 Ward Street",0,0,0,2,0,0,6,0,5,0,22,1,0,0,1,37,0
"Honikiwi","Honikiwi Memorial Hall, corner Honikiwi & Turoto Roads",0,0,0,1,0,0,4,0,5,0,45,7,0,0,0,62,0
"Horotiu","Horotiu School, Horotiu Bridge Road",0,0,0,13,0,0,13,1,49,0,112,28,0,0,1,217,0
"Huiakama","Huiakama School, 3095 Ohura Road",0,0,0,3,0,0,1,0,5,0,42,7,0,0,0,58,0
"Inglewood","Inglewood High School, Kelly Street entrance",2,2,1,24,1,0,22,2,91,3,370,51,0,0,2,571,1
,"Inglewood Primary School Library, 33 Kelly Street",4,8,0,41,0,0,58,2,180,2,550,104,0,0,5,954,2
"Kaimata","Kaimata School, 715 Tarata Road",0,1,0,15,0,0,10,0,18,0,150,5,0,0,0,199,0
"Kaipaki","Kaipaki School Library, 687 Kaipaki Road ",1,0,0,17,0,0,15,0,23,2,185,13,0,0,1,257,2
"Kawhia","Kawhia Community Hall, 141 Jervois Street",1,1,0,9,0,0,9,3,46,3,81,22,0,0,1,176,2
"Kihikihi","Kihikihi Town Hall, Lyon Street",3,3,2,48,0,1,60,5,144,6,438,131,0,0,4,845,3
