Party and Electorate Candidate Votes Recorded at each polling place
"Ikaroa-Rawhiti 65","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Dannevirke","Dannevirke High School, Music Room, corner Grant & King Streets",0,0,0,0,0,2,0,0,10,0,2,0,1,0,0,0,0,0,0,15,0
,"Dannevirke South School Hall, corner Stairs & Hunter Streets",0,0,1,0,0,3,0,0,52,0,15,4,4,0,0,0,0,0,0,79,1
,"Dannevirke Sports Centre, Anderson Street",0,0,0,0,0,0,0,0,23,0,13,0,10,0,0,0,0,0,0,46,0
,"Huia Range School, Cole Street",0,0,2,0,0,2,0,0,58,0,32,2,5,0,0,0,0,0,0,101,1
,"Tararua REAP, 15 Gordon Street",0,0,0,0,0,1,0,0,22,0,11,1,6,0,0,0,0,0,0,41,1
,"Totara College, 3 Ruahine Street",0,0,1,0,0,2,0,0,9,0,3,2,1,0,0,1,0,0,0,19,0
"Eketahuna","Eketahuna School, Albert Street",1,0,1,0,0,1,0,0,14,0,5,3,1,0,0,1,0,0,0,27,0
"Featherston","Featherston School Hall, Lyons Street",0,0,0,0,0,4,3,0,32,0,12,4,5,0,0,2,0,0,0,62,0
"Gladstone","Gladstone Sports Complex, Fire No 585 Gladstone Road",1,0,0,0,0,1,0,0,3,0,3,3,0,0,0,0,0,0,0,11,1
"Greytown","Greytown School Hall, East Street",1,0,1,0,0,7,0,0,17,0,7,4,5,0,0,0,0,0,0,42,0
,"Kuranui College Student Centre, Moroa Plain Road",0,0,0,0,0,2,0,0,8,0,5,1,1,0,0,0,0,0,0,17,0
"Hamua","Hamua Public Hall, State Highway 2",0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6,0
"Kahutara","Kahutara School Hall, Kahutara Road",0,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,7,0
"Mangatainoka","Mangatainoka School, State Highway 2",0,0,0,0,0,0,0,0,5,0,1,2,2,0,0,0,0,0,0,10,0
"Martinborough","Martinborough School Hall, Dublin Street",0,0,0,0,0,6,0,0,31,0,14,6,1,0,0,1,0,0,0,59,1
"Masterton","Chanel College Hall, 26 Herbert Street",0,0,0,0,0,0,0,0,23,0,4,5,3,0,0,1,0,0,0,36,1
,"Courthouse, Dixon Street",1,0,0,0,0,0,0,0,28,0,17,5,2,0,0,1,0,0,0,54,0
,"Douglas Park School Hall, 136 Cole Street",0,0,1,0,0,2,0,1,17,0,8,1,2,0,0,0,0,0,0,32,0
,"Fernridge School Hall, 264 Upper Plain Road",0,0,0,0,0,0,0,0,4,0,4,3,1,0,0,0,0,0,0,12,0
,"IDEA Services (IHC Centre), 46 Bentley Street",0,0,0,0,0,1,0,0,6,0,5,2,1,0,0,0,0,0,0,15,1
,"Kura Kaupapa Maori o Wairarapa, Johnstone Street",0,0,1,0,0,2,1,1,62,0,48,1,7,0,0,0,0,0,0,123,3
,"Lakeview School Hall, corner Te Ore Ore & Colombo Roads",0,0,0,0,1,2,2,0,48,0,13,5,9,1,0,0,0,0,0,81,0
,"Majestic Theatre, 137 Ngaumutawa Road",0,0,1,0,1,0,0,0,13,0,5,2,5,0,0,0,0,0,0,27,0
,"Masterton Intermediate School Hall, Intermediate Street",0,0,0,0,0,1,0,0,31,0,12,8,5,0,0,0,0,0,0,57,0
,"Montessori Wairarapa School, 127 Cornwall Street",0,0,1,0,0,0,0,0,4,0,2,1,1,1,0,0,0,0,0,10,0
,"Solway School Hall, 318 Ngaumutawa Road",1,0,0,0,0,0,0,0,15,0,5,0,2,0,0,0,0,0,0,23,0
,"Town Hall, 64 Chapel Street",0,0,0,0,1,2,0,0,31,0,15,3,4,0,0,0,0,0,0,56,4
,"Young Citizens Hall, 205 Chapel Street",0,0,0,0,0,0,0,0,19,0,11,3,0,0,0,0,0,0,0,33,2
"Norsewood","Norsewood School, Coronation Street",0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,12,0
"Omakere","Omakere School, Long Range Road",0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,6,1
"Opaki","Opaki School Hall, Waipipi Road",0,0,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,8,0
"Pahiatua","Pahiatua School Hall, Mangahao Road",0,0,0,0,0,0,0,0,17,0,2,4,1,0,0,0,0,0,0,24,0
,"Tararua District Council Chambers, 136 Main Street",0,0,2,0,0,1,0,0,17,1,2,4,6,0,0,0,0,0,0,33,3
"Pirinoa","Pirinoa School, Lake Ferry Road",0,0,0,0,0,1,1,0,8,0,8,8,1,0,0,0,0,0,0,27,0
"Pongaroa","Pongaroa School, Makomako Street",0,0,0,0,0,0,0,0,4,0,5,3,1,0,0,1,0,0,0,14,1
"Porangahau","Porangahau School, Keppel Street",0,0,0,0,0,5,0,1,21,0,23,2,10,0,0,0,0,0,0,62,1
"Takapau","Takapau School Hall, Nancy Street",1,0,0,0,0,1,0,0,21,0,16,3,4,0,0,0,0,0,0,46,2
"Tinui","Tinui School, 25 Charles Street",0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,7,0
"Waipawa","CHB District Council Chambers, Ruataniwha Street",0,0,0,0,0,3,0,1,18,0,11,2,1,0,0,0,0,0,1,37,1
,"Waipawa School, Technology Block, Harker Street",0,0,1,0,0,1,0,0,40,0,18,1,2,0,0,0,0,0,0,63,0
"Waipukurau","CHB College Library, Tavistock Road",0,0,2,0,0,1,0,0,27,0,11,5,2,0,0,0,0,0,0,48,0
,"The Terrace School, 164 Porangahau Road",0,0,1,0,0,0,0,0,21,0,17,1,1,0,0,0,0,1,0,42,0
,"Waipukurau School Hall, St Marys Road",0,0,1,0,0,4,0,0,43,0,24,5,3,0,0,1,0,0,0,81,1
"Whareama","Whareama School, 82 Langdale Road",0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,6,0
"Woodville","Woodville School Hall, Vogel Street",2,0,0,0,0,1,1,0,44,0,31,5,6,0,0,0,0,0,0,90,1
,Wellington Central
"Wellington City","Michael Fowler Centre, Renouf Foyer, Level 1, 111 Wakefield Street",0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,9,0
,"Polling places where less than 6 votes were taken",2,0,1,0,0,6,0,0,24,0,12,17,7,0,0,1,0,0,0,70,1
,"Hospital Votes",0,0,1,0,1,0,0,0,60,1,31,1,4,0,0,0,0,0,0,99,3
,"Ordinary Votes BEFORE polling day",6,0,19,0,8,43,0,2,721,0,376,70,79,0,0,0,0,0,2,1326,20
,"Special Votes BEFORE polling day",0,0,4,0,0,10,1,0,143,0,94,13,10,0,0,1,0,1,0,277,2
,"Special Votes On polling day",3,1,22,0,4,53,2,0,819,0,456,58,58,2,0,8,0,2,1,1489,12
,"Overseas Special Votes including defence force",0,0,0,0,0,3,0,0,31,0,34,7,4,0,0,0,0,0,0,79,0
,"Votes Allowed for Party Only",0,0,2,0,0,15,1,0,198,0,126,14,5,0,0,0,0,0,0,361,10
,"Ikaroa-Rawhiti Total",47,3,196,3,77,625,35,25,11328,4,5326,962,1064,7,0,68,2,17,16,19805,284
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",20089
"Electorate Party Valid Votes for Ikaroa-Rawhiti",,"Labour Party - .5719767735"
"ACT New Zealand",47,.0023731381
"Alliance",3,.0001514769
"Aotearoa Legalise Cannabis Party",196,.0098964908
"Democrats for Social Credit",3,.0001514769
"Family Party",77,.0038879071
"Green Party",625,.0315576875
"Jim Anderton's Progressive",35,.0017672305
"Kiwi Party",25,.0012623075
"Labour Party",11328,.5719767735
"Libertarianz",4,.0002019692
"Maori Party",5326,.2689219894
"National Party",962,.0485735925
"New Zealand First Party",1064,.0537238071
"New Zealand Pacific Party",7,.0003534461
"RAM - Residents Action Movement",0,0
"The Bill and Ben Party",68,.0034334764
"The Republic of New Zealand Party",2,.0001009846
"United Future",17,.0008583691
"Workers Party",16,.0008078768
