Party and Electorate Candidate Votes Recorded at each polling place
"Waimakariri 55","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Akaroa","Akaroa Sports Centre, Rue Jolie",0,0,0,1,0,0,1,0,0,0,10,2,3,17,0
"Belfast","Belfast Salvation Army, 792-794 Main North Road",3,1,11,12,2,58,232,0,1,4,340,56,2,722,6
,"Belfast School, 700 Main North Road",3,0,2,12,0,54,215,0,0,4,475,57,1,823,4
,"Papanui ACC Office, Northwood Supa Centre, 1 Radcliffe Road",4,0,2,17,0,50,116,0,0,3,410,43,4,649,4
"Bishopdale","Bishopdale School Hall, 465 Greers Road",0,0,0,3,0,12,34,0,1,0,84,6,0,140,0
,"Cotswold School, 44 Cotswold Avenue",0,0,2,8,0,38,108,0,1,2,428,31,4,622,4
"Christchurch City","Christchurch Public Hospital, Main Entrance Foyer, 2 Riccarton Avenue",0,0,1,0,0,7,16,0,1,1,38,4,0,68,0
,"First Church of Christ Scientist, 66 Carlton Mill Road",0,0,0,0,0,2,1,0,0,0,5,1,1,10,0
,"HMNZS Pegasus, 419 Montreal Street",1,0,0,1,0,4,0,0,0,0,8,0,0,14,0
,"St Michael and All Angels Church School, 249 Durham Street South",0,0,0,1,0,2,4,0,0,0,6,1,0,14,0
"Clarkville","Clarkville School, 10 Heywards Road",5,0,1,8,0,36,64,0,0,0,386,23,4,527,3
"Cust","Cust School, 473 Earlys Road",5,0,1,21,0,87,54,0,0,0,370,22,9,569,1
"Eyreton","Eyreton Hall, corner Mandeville & South Eyre Roads",3,0,0,8,0,21,37,0,0,3,199,19,2,292,1
"Fernside","Fernside School, 285 O'Roarkes Road",2,1,4,24,0,49,91,0,0,1,489,26,4,691,7
"Kaiapoi","Kaiapoi Co-operating Parish, Wesley Centre, 53 Fuller Street",4,2,4,33,0,88,457,0,1,2,630,112,10,1343,14
,"Kaiapoi High School Auditorium,  85 Ohoka Road",5,0,6,33,0,71,353,1,0,0,632,93,2,1196,14
,"Kaiapoi North School, 278 Williams Street",2,2,2,19,2,84,295,1,3,0,496,63,3,972,6
,"Kaiapoi Rugby Club, Smith Street ",2,0,5,22,2,74,248,1,1,3,346,59,8,771,5
"Mairehau","Glenmoor School, 96 Philpotts Road",0,0,0,3,0,1,4,0,0,0,8,1,0,17,1
,"Mairehau High School, 440 Hills Road",0,0,0,1,0,1,7,0,0,0,8,0,1,18,0
"Marshland","Marshland School, 329 Prestons Road",6,1,1,5,0,27,37,0,0,2,189,14,1,283,2
"Northwood","Northwood Nursery and Preschool, 1 O'Neill Avenue",9,0,1,20,0,62,164,0,0,1,826,58,8,1149,4
"Ohoka","Ohoka School, 261 Jacksons Road",5,0,1,31,1,74,93,1,0,2,616,30,4,858,6
"Oxford","Jaycee's Room, Main Street",8,1,5,91,5,172,298,0,2,3,730,77,11,1403,17
"Papanui","Casebrook Intermediate, 90 Veitches Road",3,0,6,34,0,95,288,1,1,5,529,66,6,1034,9
,"Papanui Baptist Church, 144 Sawyers Arms Road ",0,0,2,4,0,9,31,0,1,3,56,3,1,110,0
,"Papanui Primary School, 40 Winters Road",1,0,1,1,0,6,28,0,0,0,37,5,1,80,0
,"St Giles Church Hall, 450 Papanui Road (Frank Street entrance)",0,0,1,0,0,4,3,0,0,0,15,1,0,24,0
,"St Joseph's School, 4 Vagues Road",4,0,1,0,0,9,31,1,0,0,75,5,2,128,1
"Pegasus","Pegasus Town General Store, Upstairs Meeting Rooms, 8 Tahuna Street",0,0,1,5,0,8,25,0,0,0,134,5,0,178,1
"Rangiora","Ashgrove School, 48 Seddon Street",7,0,4,52,1,93,259,0,0,2,855,70,6,1349,14
,"McAlpine Band Hall, 8a Good Street",1,0,5,54,2,90,267,1,1,3,636,71,5,1136,14
,"Rangiora Borough School, 157 King Street",11,1,13,92,4,176,479,0,1,9,991,128,6,1911,8
,"Rangiora High School, East Belt",2,0,2,34,1,51,127,0,1,3,298,56,2,577,5
,"Southbrook School, 26 Marshall Street",5,0,5,50,0,73,216,0,1,1,544,49,5,949,7
"Redwood","Early Childhood Centre, 339 Main North Road",3,0,0,18,0,29,93,1,1,0,187,19,0,351,7
,"Northcote School, 26 Tuckers Road",3,0,2,25,0,48,221,0,0,2,256,43,3,603,5
,"Redwood Play Centre, 40 Dunedin Street",1,0,1,16,0,47,204,1,0,0,307,37,6,620,8
,"Redwood School, 51 Prestons Road",14,1,9,48,0,122,395,1,3,3,849,81,6,1532,12
,"Scout Hall, 20 Sturrocks Road",1,0,1,8,0,31,120,0,1,0,231,21,4,418,1
"Swannanoa","Swannanoa School, 1305 Tram Road ",3,0,1,24,0,50,87,0,0,0,423,18,2,608,3
"Tuahiwi","Tuahiwi School, 206 Tuahiwi Road",2,0,1,9,0,25,49,0,0,2,120,9,2,219,1
"View Hill","View Hill School, 496 Island Road",1,0,0,2,0,10,18,0,1,0,64,3,2,101,0
"Waikuku","Waikuku School, State Highway 1",1,0,3,4,0,19,42,0,1,0,101,12,2,185,0
"Waikuku Beach","Waikuku Beach Hall, Park Terrace",0,0,4,9,0,70,78,0,0,1,134,16,2,314,0
"West Eyreton","West Eyreton School, 1650 North Eyre Road",6,0,2,20,0,55,74,0,0,2,297,23,1,480,2
"Woodend","Woodend School, Main North Road",8,0,4,51,1,114,298,0,1,2,658,92,7,1236,9
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,2,0,0,0,3,0,0,5,0
,"Ordinary Votes BEFORE polling day - Taken in Christchurch Central",0,0,1,2,0,14,39,0,0,0,107,8,0,171,2
,"Ordinary Votes BEFORE polling day - Taken in Christchurch East",1,0,0,3,0,7,14,0,0,0,50,4,1,80,3
,"Ordinary Votes BEFORE polling day - Taken in Ilam",2,1,1,9,0,46,110,0,0,0,290,24,4,487,3
,"Ordinary Votes BEFORE polling day - Taken in Selwyn",0,0,0,0,0,3,3,0,0,0,36,1,0,43,1
,"Ordinary Votes BEFORE polling day - Taken in Waimakariri",23,5,6,136,1,312,1190,1,5,10,2604,319,26,4638,61
,"Ordinary Votes BEFORE polling day - Taken in Wigram",1,0,0,8,0,14,20,0,0,0,108,5,0,156,1
,"Special Votes BEFORE polling day",5,0,1,15,0,53,121,1,2,1,250,31,3,483,6
,"Special Votes On polling day",12,1,22,58,1,231,450,0,3,9,1244,94,18,2143,10
,"Overseas Special Votes including Defence Force",4,0,0,5,0,30,21,0,0,1,115,4,0,180,2
,"Votes Allowed for Party Only",3,0,6,7,0,32,99,0,0,3,156,10,3,319,2
,"Waimakariri Total",195,17,155,1177,23,3050,8431,12,35,93,20489,2131,208,36016,297
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36313
"Electorate Party Valid Votes for Waimakariri",,"National Party - .5688860506"
"ACT New Zealand",195,.0054142603
"Alliance",17,.0004720124
"Aotearoa Legalise Cannabis Party",155,.0043036428
"Conservative Party",1177,.03267992
"Democrats for Social Credit",23,.0006386051
"Green Party",3050,.0846845846
"Labour Party",8431,.2340904043
"Libertarianz",12,.0003331853
"Mana",35,.0009717903
"Māori Party",93,.0025821857
"National Party",20489,.5688860506
"New Zealand First Party",2131,.0591681475
"United Future",208,.005775211
