Party and Electorate Candidate Votes Recorded at each polling place
"Maungakiekie 25","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Ellerslie","Christ Church Anglican Church, 169 Ladies Mile",55,1,2,0,1,60,15,0,193,0,6,432,16,0,0,4,1,9,0,795,3
,"Ellerslie Kindergarten, 122 Celtic Crescent",24,0,0,0,1,26,5,0,135,0,0,262,7,2,0,0,0,3,0,465,2
,"Michael Park School, 55 Amy Street",31,0,1,0,2,123,3,0,151,1,8,177,9,0,1,1,0,0,0,508,1
,"St Mary's Church Hall, 66 Main Highway",53,1,8,0,2,39,14,1,240,2,2,424,32,4,2,5,0,15,1,845,7
,"YMCA Centre, downstairs childcare centre, 46 Michaels Avenue",51,0,3,0,4,64,13,1,251,0,2,497,16,0,0,5,0,16,0,923,6
"Epsom","Epsom Methodist Church Hall, 12 Pah Road",48,0,0,0,0,43,7,5,170,0,2,470,28,1,0,1,0,9,0,784,3
"Greenlane","Cornwall Park District School, Greenlane West & Wheturangi Roads",50,0,1,0,2,54,4,5,217,0,2,560,10,0,0,4,0,12,1,922,1
"Hillsborough","Hillsborough Baptist Church, 179 Hillsborough Road",1,0,0,0,0,4,1,0,9,0,0,8,1,0,0,0,0,1,0,25,0
,"St Margaret's Church, 102 Hillsborough Road",0,0,0,0,0,2,0,0,6,0,0,7,0,0,0,0,0,2,0,17,0
"Mt Roskill","Sunnydene School, 48 Smallfield Avenue",1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,9,0
"Mt Wellington","Bailey Road School, 19 Bailey Road",69,0,6,0,9,46,17,8,791,1,9,586,40,14,1,6,0,10,0,1613,13
,"Panmure District School, 87 Mt Wellington Highway",49,2,2,0,7,42,14,6,478,3,4,417,34,11,1,3,0,8,0,1081,7
,"Pensioner Flats Hall, 7 Rowlands Avenue",12,0,0,0,2,8,2,0,153,0,3,102,18,0,0,1,0,3,0,304,4
,"Stanhope Road School, 2b Harris Road",60,0,4,0,3,70,25,4,738,0,14,682,50,7,1,6,0,31,0,1695,8
,"Sylvia Park School, 3 Longford Street",18,0,6,0,6,28,11,4,406,0,4,272,24,7,0,2,0,11,0,799,3
"One Tree Hill","Oranga District School, 21 Rangipawa Road",66,0,3,0,2,100,15,3,471,1,8,523,47,4,0,2,0,26,0,1271,9
,"St Oswald's Anglican Church Hall, 193 Campbell Road",122,0,1,0,0,101,7,2,362,6,8,882,49,2,0,3,0,24,2,1571,6
"Onehunga","Onehunga Co-operating Parish, corner Grey Street & Onehunga Mall",45,0,4,0,3,79,11,4,547,3,6,496,35,16,0,6,0,11,0,1266,11
,"Onehunga High School, 24 Pleasant Street",7,0,4,0,0,21,4,0,112,0,0,133,7,1,0,2,0,7,0,298,4
,"Onehunga Primary School, 122 Arthur Street",32,4,3,0,4,55,13,1,374,0,6,380,15,8,3,10,0,13,0,921,1
,"St Peters Anglican Church, corner Church Street & Onehunga Mall",39,1,3,0,0,71,9,8,471,1,6,383,31,17,2,6,0,8,1,1057,8
"Oranga","St Stephen's Church Hall, 21 Waitangi Road",19,0,2,0,2,18,5,1,478,0,2,123,30,10,2,0,0,11,0,703,2
,"Te Papapa School, 219 Mt Smart Road",41,0,1,1,5,42,8,13,442,1,5,376,31,9,2,8,0,9,0,994,6
"Panmure","Bridge Primary School, 76 Kings Road",17,1,2,0,1,25,10,1,241,0,5,181,36,2,0,3,0,8,1,534,5
,"Maungarei Hall, 7-13 Pilkington Road",22,0,1,0,0,27,9,3,394,0,6,204,21,8,0,1,0,4,0,700,7
,"Ruapotaka Primary School, 10a Taratoa Street",2,0,1,0,1,8,6,0,180,0,2,26,7,13,0,0,0,1,0,247,1
,"St Patrick's Church Hall, 19 Sunset View Road",15,0,1,0,6,20,6,2,182,1,3,159,14,1,0,4,1,4,0,419,2
