Party and Electorate Candidate Votes Recorded at each polling place
"Maungakiekie 25","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Tamaki Community Church Foyer, 4a Court Crescent",8,0,0,0,3,14,5,0,190,1,5,74,16,5,0,1,0,2,0,324,3
,"Tamaki Intermediate School, 80a Tripoli Road",12,1,0,0,4,13,4,2,321,1,5,120,23,11,0,3,0,0,0,520,3
"Penrose","One Tree Hill College, 421-451 Great South Road",22,0,1,1,0,33,1,0,184,0,4,263,10,3,0,2,0,14,0,538,2
"Point England","Point England Primary School, 130 Point England Road",9,0,4,0,3,14,4,4,289,1,6,88,18,5,0,0,0,1,1,447,12
"Royal Oak","Royal Oak Intermediate, 74 Symonds Street (use Trafalgar Street entrance)",63,0,4,0,2,71,9,1,450,1,8,570,55,3,0,3,0,16,1,1257,6
,"Royal Oak School, Chandler Avenue (use 663 Manukau Road entrance)",115,1,3,0,7,88,11,3,571,1,4,991,45,2,1,6,1,25,0,1875,4
"Three Kings","Three Kings School, 944 Mt Eden Road",51,0,1,1,1,59,5,6,235,1,3,486,18,0,0,3,0,9,0,879,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,1,0,0,0,2,2,1,112,0,3,81,7,1,1,0,0,1,0,215,4
,"Ordinary Votes BEFORE polling day",152,3,5,0,13,144,27,8,1116,0,18,1309,120,11,2,2,0,33,1,2964,12
,"Special Votes BEFORE polling day",21,0,2,0,1,31,6,3,273,0,5,269,30,2,0,1,0,10,1,655,4
,"Special Votes On polling day",140,1,18,1,27,188,18,8,1396,2,26,1294,68,36,2,18,0,25,1,3269,12
,"Overseas Special Votes including defence force",17,0,0,0,1,56,3,2,149,1,2,350,4,0,0,0,0,3,0,588,1
,"Votes Allowed for Party Only",27,0,7,0,7,31,5,3,392,1,37,242,13,13,0,4,0,2,0,784,5
,"Maungakiekie Total",1589,17,104,4,132,1921,334,113,13873,30,239,14903,1035,229,21,126,3,397,11,35081,191
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35272
"Electorate Party Valid Votes for Maungakiekie",,"National Party - .4248168524"
"ACT New Zealand",1589,.045295174
"Alliance",17,.0004845928
"Aotearoa Legalise Cannabis Party",104,.0029645677
"Democrats for Social Credit",4,.0001140218
"Family Party",132,.0037627206
"Green Party",1921,.0547589863
"Jim Anderton's Progressive",334,.0095208232
"Kiwi Party",113,.0032211168
"Labour Party",13873,.3954562299
"Libertarianz",30,.0008551638
"Maori Party",239,.0068128047
"National Party",14903,.4248168524
"New Zealand First Party",1035,.0295031499
"New Zealand Pacific Party",229,.0065277501
"RAM - Residents Action Movement",21,.0005986146
"The Bill and Ben Party",126,.0035916878
"The Republic of New Zealand Party",3,.0000855164
"United Future",397,.0113166671
"Workers Party",11,.00031356
