Party and Electorate Candidate Votes Recorded at each voting place
"Wigram 64","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Pioneer Recreation and Sport Centre Lounge, 1st floor, 75 Lyttelton Street",0,0,0,5,0,0,22,0,34,1,66,13,0,0,1,142,0
,"Somerfield School, 42 Studholme Street",0,0,0,2,0,0,6,1,10,0,18,3,0,0,0,40,0
"Spreydon","Christchurch South Intermediate Hall, 204 Selwyn Street",5,4,1,11,0,0,136,3,182,3,225,49,0,0,1,620,1
,"Spreydon Baptist Church, 51 Cobham Street",2,3,1,26,1,0,76,4,192,8,264,65,0,2,3,647,2
,"St James Presbyterian Hall, corner Barrington & Bewdley Streets",2,5,1,24,0,0,87,10,144,6,201,64,0,1,5,550,2
,"St Martins Church, Neave Room, 50 Lincoln Road",6,1,0,20,2,0,53,2,123,4,214,46,0,0,2,473,3
,"St Nicholas Church Hall, 231 Barrington Street",2,0,0,16,0,1,31,0,62,0,95,33,0,0,1,241,0
,"West Spreydon School Hall, 147 Lyttelton Street",7,0,0,12,0,0,63,5,131,7,164,22,0,0,0,411,4
"Sydenham","Sydenham Community Centre, 25-27 Hutcheson Street",0,1,0,1,0,0,3,0,7,0,7,3,0,0,0,22,0
"Templeton","Templeton Primary School, 40 Kirk Road",0,0,0,0,0,0,1,0,3,0,7,2,0,0,0,13,0
"Upper Riccarton","Middleton Grange School Performing Arts Foyer, 50 Acacia Avenue",6,1,0,32,0,0,59,4,62,3,107,14,0,1,1,290,1
,"Riccarton High School Hall, corner Curletts Road & Vicki Street",5,0,0,17,2,0,50,5,108,0,118,34,0,0,0,339,4
,"St Thomas of Canterbury College Hall, 69 Middlepark Road",5,1,0,3,0,0,30,0,46,0,130,36,0,1,0,252,1
,"Villa Maria College Hall, 21 Peer Street (Brodie Street entrance)",0,2,0,4,0,0,12,2,27,0,63,11,0,1,0,122,0
"Wigram","Air Force Museum of NZ, inside main entrance, 45 Harvard Avenue",26,6,1,43,1,0,111,7,213,3,552,60,1,1,4,1029,1
"Yaldhurst","Yaldhurst Model School, 48 School Road",0,0,0,5,0,0,0,0,6,0,11,3,0,0,0,25,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",81,27,7,300,10,2,1011,68,2287,21,3247,671,1,2,14,7749,41
,"Special Votes BEFORE polling day",14,4,4,26,0,1,145,10,300,4,346,57,0,0,4,915,6
,"Special Votes On polling day",24,17,2,61,1,0,346,19,640,12,959,159,0,5,9,2254,15
,"Overseas Special Votes including Defence Force",4,0,0,15,2,0,108,6,62,3,133,9,0,1,3,346,0
,"Votes Allowed for Party Only",0,13,4,11,0,0,93,16,196,11,217,68,1,2,3,635,5
,"Wigram Total",317,154,41,1102,30,5,3919,231,8764,145,13117,2618,7,31,86,30567,136
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",30703
"Electorate Party Valid Votes for Wigram",,"National Party - .4291229103"
"ACT New Zealand",317,.0103706612
"Aotearoa Legalise Cannabis Party",154,.005038113
"Ban1080",41,.0013413158
"Conservative",1102,.0360519515
"Democrats for Social Credit",30,.0009814506
"Focus New Zealand",5,.0001635751
"Green Party",3919,.1282101613
"Internet MANA",231,.0075571695
"Labour Party",8764,.2867144306
"Māori Party",145,.0047436778
"National Party",13117,.4291229103
"New Zealand First Party",2618,.085647921
"NZ Independent Coalition",7,.0002290051
"The Civilian Party",31,.0010141656
"United Future",86,.0028134917
