Party and Electorate Candidate Votes Recorded at each voting place
"Coromandel 7","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Athenree","Athenree Fire Brigade Hall, 43 Roretana Drive",1,2,0,22,0,0,42,1,42,0,159,47,0,1,1,318,1
"Bethlehem","Bethlehem Primary School Hall, 66 Carmichael Road",1,1,0,6,0,0,4,0,1,0,8,6,0,0,0,27,1
"Colville","Colville School, 2391 Colville Road",1,0,1,10,0,0,51,11,21,1,46,13,0,0,0,155,1
"Cooks Beach","Cooks Beach Community Centre, corner Purangi Road & Rees Avenue",1,0,2,16,0,0,22,1,17,1,136,19,0,0,0,215,0
"Coroglen","Coroglen School, 10 Rangihau Road",1,1,2,3,0,1,34,0,9,0,77,17,0,1,1,147,1
"Coromandel","Coromandel Area School Hall, 120 Woollams Avenue",1,3,1,30,0,0,80,7,111,2,297,90,0,0,1,623,3
"Elstow","Elstow-Waihou Combined School, 356 Bowler Road",0,2,0,9,0,0,4,0,15,1,138,5,0,0,0,174,0
"Hahei","Hahei Community Centre, 54 Hahei Beach Road",0,1,1,5,0,0,41,0,26,0,114,7,0,0,0,195,0
"Hikutaia","Hikutaia Hall, State Highway 26",2,1,0,11,0,0,28,2,26,1,152,33,1,0,0,257,0
"Kaiaua","Kaiaua School, 1061 East Coast Road",2,1,0,8,0,0,15,2,31,2,164,42,0,0,0,267,2
"Kaihere","Kaihere School, 1115B State Highway 27",1,0,1,13,0,0,7,0,12,2,132,18,0,0,0,186,0
"Katikati","Katikati Primary School, 24 Beach Road",3,2,2,60,0,0,63,3,139,4,484,121,2,0,2,885,1
,"Katikati War Memorial Hall, 29-31 Main Road",5,2,1,106,1,0,101,10,193,14,805,199,2,0,4,1443,0
"Kennedy Bay","Te Kura Kaupapa Māori O Harataunga, 1416 Kennedy Bay Road",0,1,0,1,0,0,11,3,2,1,16,12,0,0,0,47,0
"Kerepehi","Kerepehi School, 11 McGowan Avenue ",3,4,0,6,0,0,5,2,40,0,60,27,0,0,0,147,2
"Kopuarahi","Kopuarahi School, corner State Highway 25 & Bush Road ",1,1,1,11,0,0,6,1,10,3,101,16,0,0,0,151,0
"Kuaotunu","Kuaotunu Hall, corner Black Jack & Irish Town Roads",0,1,1,15,0,0,46,4,23,1,95,19,0,0,0,205,0
"Manaia","Manaia School, 22 Goldfields Road",0,0,0,4,0,0,5,1,9,2,2,2,0,0,0,25,0
"Manawaru","Manawaru School, 442 Manawaru Road ",1,0,0,20,0,0,9,0,31,1,176,16,0,0,1,255,0
"Mangatangi","Mangatangi School, 2047 Miranda Road",2,1,0,8,0,0,14,1,21,3,169,22,0,0,0,241,1
"Maramarua","Maramarua School, 2200 State Highway 2",0,0,1,3,0,0,5,0,8,0,92,11,0,0,0,120,0
"Netherton","Netherton School, 7 School Road",0,1,2,11,0,0,4,0,11,2,130,21,0,0,0,182,0
"Ngatea","Ngatea Primary School, 52 Orchard West Road",6,0,0,18,0,0,32,1,95,2,465,68,0,0,0,687,1
"Opoutere","Opoutere School, State Highway 25 ",0,0,1,1,0,0,16,2,11,0,52,6,0,0,0,89,0
"Paeroa","Miller Avenue School, 30 Miller Avenue",0,2,0,38,0,1,28,3,65,1,120,52,0,0,0,310,2
,"Paeroa Memorial Hall, 144 Normanby Road",1,5,4,52,1,0,72,9,175,9,418,143,1,0,0,890,5
"Pahoia","Pahoia School, 29 Esdaile Road",0,0,1,3,0,0,3,0,5,3,49,9,0,0,0,73,0
"Pauanui ","Pauanui Sport & Recreation Club, 31 Sheppard Avenue",4,0,0,15,0,0,17,0,35,3,325,31,1,0,1,432,1
"Puriri","Puriri School, 12 Puriri Valley Road",1,0,1,3,0,0,25,3,28,1,158,33,0,0,0,253,2
"Springdale","Springdale School, 985 Number 1 Road",1,0,0,6,0,0,1,0,16,1,140,7,0,0,0,172,0
"Tahuna","Tahuna School, 43 Tahuna-Ohinewai Road",3,1,0,17,0,0,7,0,17,0,212,33,0,1,0,291,1
"Tairua","Tairua Community Hall, 210 Main Road",2,2,2,16,0,0,71,1,71,0,225,49,0,0,2,441,2
"Tapu","Tapu School, 719 Thames Coast Road",1,0,2,16,0,0,29,0,34,0,92,23,0,0,0,197,2
"Tatuanui  ","Tatuanui School, 4513 Whakahongi Road (State Highway 27)",2,0,0,11,0,0,2,0,17,2,153,10,0,0,0,197,0
"Tauhei","Tauhei Combined School, 860 Tauhei Road",1,0,0,6,0,0,2,0,4,0,67,5,0,0,0,85,0
"Te Aroha","Matamata-Piako District Council, Conference Room, 35 Kenrick Street",3,5,2,22,0,0,34,1,97,2,219,66,0,0,1,452,1
,"Te Aroha College Hall, 106 Stanley Avenue",2,1,1,20,0,0,26,2,63,3,287,50,0,0,2,457,0
,"Te Aroha Primary School, corner Whitaker Street & Jubilee Avenue",3,3,2,46,0,0,71,6,128,3,293,88,0,0,1,644,2
"Te Puna","Te Puna Memorial Hall, Te Puna Road",0,0,0,3,0,0,2,0,4,0,13,7,0,0,0,29,0
"Te Puru","Te Puru School Hall, 507 Thames Coast Road",1,2,0,25,0,0,56,3,78,2,156,54,0,0,0,377,1
"Te Rerenga","Te Rerenga School, 1229 State Highway 25  ",0,0,0,0,0,0,9,1,9,0,45,5,0,0,0,69,1
"Thames","Kauaeranga Hall, 437 Kauaeranga Valley Road",0,0,0,7,0,0,44,2,9,0,64,17,0,0,0,143,0
,"Moanataiari School, 101 Kuranui Street",1,0,1,16,0,0,32,4,66,0,127,37,0,0,0,284,2
,"Parawai School, 106 Lowe Avenue",0,1,1,21,0,0,30,4,83,2,186,63,0,0,0,391,1
,"Tararu Cultural Centre, 604 Tararu Road",2,1,3,16,0,0,40,2,71,3,184,48,0,0,2,372,1
,"Thames High School, 300 Sealey Street",4,8,2,27,0,0,98,5,176,4,304,87,0,0,1,716,3
,"Thames South School, corner Grey & Rolleston Streets",1,3,0,20,1,0,62,2,136,3,287,79,0,0,0,594,5
,"Thames-Hauraki Disability Resource Centre Building, 609 Mackay Street",2,0,1,10,0,0,52,3,82,2,153,51,0,0,1,357,0
"Turua","Turua Primary School, 523 Hauraki Road",0,2,2,9,0,0,19,1,52,2,207,54,0,0,0,348,1
