Party and Electorate Candidate Votes Recorded at each polling place
"Christchurch Central 5","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"Shirley Community Centre, Shirley Road (cnr Slater Street)",0,23,3,7,4,0,3,0,111,29,762,1,3,433,0,70,0,0,58,1507,8
,"Shirley Intermediate School Hall, North Parade (cnr Shirley Road)",0,7,1,2,1,0,2,0,54,11,266,0,1,136,0,21,0,0,16,518,0
"St Albans","Beulah Christian Fellowship Church, 140 Springfield Road",0,9,0,1,1,1,7,0,54,6,281,2,1,278,0,28,0,0,31,700,2
,"Lamb of God Community Hall, 19 Thames Street",0,9,0,1,0,1,2,0,60,8,314,0,1,242,0,18,0,0,25,681,3
,"Malvern Scout Hall, Innes Road (Adjacent Rugby Park)",2,11,1,0,0,0,0,0,45,1,200,0,1,286,0,27,0,0,11,585,2
,"Rehua Marae, 79 Springfield Road",0,4,0,1,0,0,2,0,51,3,145,0,5,124,0,10,0,0,4,349,2
,"St Albans Baptist Church, cnr McFaddens Road and Redwood Place",0,4,0,1,0,0,1,0,20,7,128,0,0,142,0,19,0,0,24,346,1
,"St Albans Community Resource Centre, 1049 Colombo Street",0,10,3,1,1,1,5,0,155,23,630,0,6,384,0,52,0,0,32,1303,6
,"St Albans School, 17 Sheppard Place",0,11,0,2,0,1,2,0,107,13,371,0,1,349,0,27,0,0,29,913,2
"Waltham","Waltham School, cnr Hastings Street East and Vienna Street",1,0,0,5,0,0,2,0,44,13,224,0,1,100,0,14,0,0,5,409,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,2,1,1,0,1,3,0,14,21,294,0,0,274,1,33,0,1,16,662,14
,"Ordinary Votes BEFORE polling day",0,19,4,3,4,1,10,0,174,21,833,0,8,644,0,74,0,0,54,1849,5
,"Special Votes BEFORE polling day",0,4,0,5,0,0,1,0,34,4,213,0,2,100,0,27,0,0,9,399,2
,"Special Votes On polling day",0,51,3,17,0,0,16,2,364,37,1709,0,16,976,1,103,0,2,93,3390,8
,"Overseas Special Votes including defence force",0,4,1,0,1,1,1,0,79,7,205,0,0,149,0,3,0,0,10,461,0
,"Special Votes Allowed for Party Only",0,6,1,11,1,0,4,0,59,9,336,2,10,140,0,17,0,0,13,609,4
,"Christchurch Central Total",10,364,40,125,37,15,144,7,3342,643,16652,9,116,10515,4,1391,2,5,1048,34469,193
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34662
"Electorate Party Valid Votes for Christchurch Central",,"Labour Party - .4831007572"
"99 MP Party",10,.0002901158
"ACT New Zealand",364,.0105602135
"Alliance",40,.001160463
"Aotearoa Legalise Cannabis Party",125,.003626447
"Christian Heritage NZ",37,.0010734283
"Democrats for Social Credit",15,.0004351736
"Destiny New Zealand",144,.0041776669
"Direct Democracy Party",7,.000203081
"Green Party",3342,.0969566857
"Jim Anderton's Progressive",643,.0186544431
"Labour Party",16652,.4831007572
"Libertarianz",9,.0002611042
"Mâori Party",116,.0033653428
"National Party",10515,.3050567176
"New Zealand Family Rights Protection Party",4,.0001160463
"New Zealand First Party",1391,.0403551017
"OneNZ Party",2,.0000580232
"The Republic of New Zealand Party",5,.0001450579
"United Future New Zealand",1048,.0304041312
