Party and Electorate Candidate Votes Recorded at each polling place
"Tukituki 53","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Akina","Hastings Central School, 400 Karamu Road South",27,2,7,1,1,50,8,3,347,0,8,307,29,0,0,3,0,5,0,798,2
,"Hastings Intermediate School, Hastings Street South",19,0,3,1,3,26,8,1,209,0,4,190,18,0,0,5,0,2,1,490,1
"Argyll East","Argyll East School, 1071 Argyll East Road",7,0,0,0,0,2,0,0,2,0,0,54,1,0,0,0,0,0,0,66,0
"Ashley Clinton","Sherwood School, 358 Makaretu Road",12,0,1,0,0,10,1,0,18,0,1,110,4,0,0,1,0,2,0,160,0
"Bridge Pa","Bridge Pa School, 40 Maraekakaho Road",14,0,1,0,1,19,1,0,53,0,7,191,11,0,0,2,0,3,0,303,0
"Camberley","Camberley School, 627 Kiwi Street",7,0,2,0,0,8,4,1,197,0,3,38,12,8,0,0,0,0,0,280,1
,"Hawkes Bay Regional Hospital, Main Entrance, Omahu Road",14,2,2,0,0,10,5,1,91,0,4,85,12,0,0,2,0,0,1,229,0
"Clive","Clive Community Hall, Main Road",47,1,1,0,1,87,11,3,305,1,6,523,33,0,0,8,1,5,2,1035,5
"Crownthorpe","Crownthorpe School, 104 Crownthorpe Road",13,0,0,0,0,8,0,0,11,0,0,55,0,0,0,0,0,0,0,87,0
"Elsthorpe","Elsthorpe School, Kenderdine Road",13,0,0,0,0,12,2,1,21,0,2,116,3,0,0,0,0,0,0,170,0
"Flaxmere","Ellen Stevenson Kindergarten, 90 Chatham Road",17,0,5,0,0,21,0,1,363,0,3,126,29,1,0,1,0,1,1,569,5
,"Flaxmere Primary School, 20 Henderson Road",12,0,5,0,1,10,3,5,217,0,8,115,18,4,0,1,0,1,0,400,3
,"Irongate School, Walton Way",8,1,1,2,0,8,2,1,190,0,7,65,7,0,1,4,0,1,0,298,1
,"Kimi Ora Community School, 1 Boston Crescent",2,0,3,0,0,2,0,0,90,0,6,12,4,0,0,0,0,0,0,119,3
,"Peterhead School, 10 Peterhead Avenue",15,2,4,0,0,14,1,3,339,0,10,121,27,2,0,1,0,2,0,541,1
"Frimley","Frimley School, 202 Frimley Road",45,2,6,1,8,54,10,7,447,0,5,679,45,0,0,5,0,8,0,1322,5
"Hastings Central","District Courthouse, 102 Eastbourne Street West",25,0,1,1,1,26,8,0,177,0,3,218,19,0,0,2,0,2,0,483,6
,"St John Ambulance Hall, 107 Southland Road",28,1,5,1,0,46,6,6,328,0,7,366,36,0,0,8,0,2,1,841,7
,"Wesley Hall, Hastings Street South",9,0,0,0,1,29,25,0,197,0,5,121,16,1,0,2,0,4,0,410,7
"Haumoana","Haumoana Public Hall, Haumoana Road",26,2,5,0,1,112,7,1,254,0,3,265,16,0,0,1,0,0,0,693,2
"Havelock North","Arataki Holiday Park, 139 Arataki Road",38,0,0,0,0,25,4,4,70,0,6,390,10,0,0,1,0,2,0,550,3
,"Havelock North Central Kindergarten, 20 Napier Road",13,1,0,0,0,21,4,2,82,0,1,240,17,0,0,2,0,1,0,384,1
,"Havelock North High School, 177 Te Mata Road",55,0,0,1,3,67,7,4,207,0,4,658,22,1,0,2,0,7,0,1038,0
,"Havelock North Primary School, 9 Campbell Street",84,2,3,0,1,108,6,2,310,1,10,1067,26,0,0,6,0,11,1,1638,3
,"Lucknow School, 42 Elliott Crescent",38,0,0,1,3,54,16,3,313,0,9,467,39,0,1,3,1,15,1,964,5
,"Our Lady of Lourdes Parish Hall, St Hill Lane",44,1,1,1,1,61,3,1,152,0,4,488,26,0,0,1,0,7,0,791,1
,"St Columbas Hall, Te Mata Road",74,1,1,0,1,65,12,0,224,0,10,730,32,0,0,7,0,4,0,1161,2
"Kereru","Kereru School, 2306 Kereru Road",16,0,0,0,0,6,1,0,6,0,0,45,1,0,0,0,0,0,0,75,0
"Mahora","Aubyn Theatre, St Aubyn Street West",18,1,4,0,0,31,6,1,291,0,5,289,29,0,0,3,0,7,0,685,2
,"Mahora School, 710 Frederick Street",67,1,9,1,4,117,23,10,682,0,16,833,69,2,1,9,0,12,0,1856,7
"Mangateretere","Mangateretere School, Main Road",13,0,1,0,0,16,3,0,74,0,9,151,15,0,0,2,0,2,0,286,0
"Maraekakaho","Maraekakaho School, 68 Kereru Road",27,0,1,0,0,22,3,0,48,0,3,241,1,0,0,1,0,3,1,351,1
