Party and Electorate Candidate Votes Recorded at each voting place
"Wellington Central 60","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Berhampore","South Wellington Intermediate School Mini Hall, 165 Rintoul Street",0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,7,0
"Brooklyn","Brooklyn Community Centre, 18 Harrison Street",7,4,0,23,1,0,232,6,209,8,303,19,0,0,4,816,3
,"Brooklyn School Hall, 58 Washington Avenue",4,2,0,10,0,0,149,5,155,3,268,20,0,1,1,618,0
,"St Bernard's School Hall, 40 Taft Street",1,0,0,0,0,0,32,1,42,0,55,7,0,0,1,139,0
"Crofton Downs","Crofton Downs Primary School Hall, 1 Chartwell Drive",0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,11,0
"Hataitai","Garage, 38 Upoko Road",0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,8,0
,"Hataitai School Hall, corner Arawa, Hataitai & Hohiria Roads",0,0,0,0,0,0,8,0,1,0,9,1,0,0,0,19,0
,"Kilbirnie School Hall, 72 Hamilton Road",0,0,0,0,0,0,8,0,3,0,9,1,0,0,0,21,0
"Island Bay","Island Bay Presbyterian Church Lounges, 88 The Parade",0,0,0,1,0,0,6,0,5,0,5,2,0,0,0,19,0
"Johnsonville","Broderick Road Chapel, 17 Broderick Road",0,0,0,1,0,0,6,0,6,0,10,1,0,0,0,24,0
,"Onslow College Hall, Burma Road",0,0,0,0,0,0,9,0,7,1,8,0,0,0,0,25,0
"Karori","Karori Baptist Church, 161-163 Karori Road",4,2,0,20,0,0,145,2,183,9,363,27,0,2,2,759,0
,"Karori Normal School, 2 Donald Street",8,1,2,21,2,0,215,13,244,8,609,39,0,0,1,1163,1
,"Karori Playcentre, 64 Campbell Street",4,0,0,19,0,0,159,3,157,8,297,18,0,1,2,668,0
,"Karori West Normal School Hall, 7-21 Allington Road",17,6,2,10,1,0,193,10,267,3,408,61,0,0,3,981,4
,"St Teresa's Parish Hall, 301 Karori Road",6,1,0,28,1,0,148,8,241,7,442,52,1,0,5,940,4
,"Sunshine Kindergarten, 21a Sunshine Avenue",2,4,0,11,0,0,99,5,145,3,141,25,0,0,2,437,0
"Kelburn","Kelburn Normal School, 16 Kowhai Road",9,2,0,7,0,0,216,7,153,2,290,14,0,0,2,702,1
,"St Michael's and All Angels Parish Hall, 83 Upland Road",9,2,0,14,0,0,214,4,195,7,321,16,0,0,4,786,1
"Khandallah","St Barnabas Parish Hall, 35 Box Hill",0,0,0,0,1,0,1,0,1,0,4,1,0,0,1,9,0
"Kilbirnie","Evans Bay Intermediate School Hall, 14 Kemp Street",0,0,0,0,0,0,9,0,2,1,2,1,0,0,0,15,0
,"St Patrick's College School Hall, corner Evans Bay Parade & Cobham Drive",0,0,0,0,0,0,7,2,2,0,9,3,0,0,0,23,0
"Kingston","Capital Montessori School, Rata Classroom, 14 Camrose Grove",0,1,0,0,0,0,5,0,3,0,2,0,0,0,0,11,0
"Makara","Makara Model School, 399 Makara Road",2,2,0,8,1,0,16,2,22,0,100,10,0,0,1,164,0
"Miramar","Miramar Community Centre, 23 Chelsea Street",0,0,0,0,0,0,4,1,2,0,3,0,0,0,0,10,0
"Mornington","Ridgway School Hall, 120 Mornington Road",0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,19,0
"Mt Cook","Davidic Centre, 2nd floor, 28-30 Hopper Street",4,0,0,7,0,0,53,2,85,4,79,13,0,0,6,253,4
,"Mount Cook Primary School, 160 Tory Street",7,2,0,8,0,0,134,11,88,3,224,18,0,2,3,500,0
,"St Paul's Lutheran Church, 12 King Street",0,0,0,1,1,0,49,3,29,0,36,11,0,0,0,130,0
,"Wellington High School, 249 Taranaki Street",2,0,0,5,1,0,167,11,101,5,102,14,0,0,1,409,3
"Mt Victoria","Clyde Quay School Hall, 27 Elizabeth Street",7,4,0,17,0,0,375,16,332,10,459,47,1,1,1,1270,6
,"St Joseph's Church, Bill Pearce Room, 150 Brougham Street",0,0,0,10,0,0,74,6,59,2,100,18,0,0,0,269,0
"Newtown","Newtown Park Stadium, Function Room, Daniell Street or Mansfield Street entrances",0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,9,0
,"Newtown School Hall, corner Riddiford & Mein Streets",1,1,0,2,0,0,33,5,42,1,34,3,0,0,0,122,0
,"Salvation Army Hall, 16-22 Constable Street",2,1,0,2,0,0,15,1,12,1,6,1,0,0,0,41,0
,"Te Whaea New Zealand School of Dance, 11 Hutchison Road",0,0,0,1,1,0,46,1,46,2,37,9,0,0,1,144,1
,"Wellington Hospital, Te Ao Marama Building Sports Complex, Riddiford Street (main entrance)",0,0,0,1,0,0,13,0,7,0,13,4,0,0,0,38,0
,"Wellington Pipe Band Hall, corner Stoke & Hanson Streets",0,0,0,0,0,0,9,0,3,0,8,3,0,0,0,23,0
"Northland","Northland School, 14 Harbour View Road",2,3,0,8,1,0,163,6,171,5,238,19,0,2,1,619,1
,"St Anne's Church Hall, corner Northland & Randwick Roads",2,3,1,9,1,0,165,6,151,4,192,17,0,0,2,553,4
"Owhiro Bay","Owhiro Bay School Hall, 96 Happy Valley Road",0,0,0,0,0,0,9,0,9,0,6,2,0,0,0,26,0
"Rongotai","Rongotai College, Renner Hall, 170 Coutts Street",0,0,0,0,0,0,4,2,9,0,9,0,0,0,0,24,0
"Roseneath","Roseneath School Hall, 13 Maida Vale Road",0,0,0,0,0,0,5,1,9,1,52,4,0,0,0,72,0
"Thorndon","St Mary's College, de Porres House, 15 Guildford Terrace",3,0,0,4,0,0,68,4,76,3,133,8,0,1,0,300,0
,"Thorndon School Hall, 20 Turnbull Street or 26 Murphy Street",4,5,0,4,0,0,89,3,111,5,231,20,0,0,1,473,0
,"Wellington Bridge Club, 17 Tinakori Road",1,2,0,7,0,0,89,2,82,4,206,22,0,1,0,416,1
"Wadestown","St Luke's Centre, 34 Pitt Street (corner Wadestown Road)",0,0,0,0,0,0,3,2,9,0,7,1,0,0,0,22,0
,"Wadestown School Hall, Rose Street (steep path access only)",0,0,0,0,0,0,7,0,7,0,6,2,0,0,0,22,0
"Waikanae Beach","Waikanae Beach Community Hall, 22A Rauparaha Street",0,0,0,3,0,0,2,0,3,0,21,0,0,0,0,29,0
"Wellington City","Aro Valley Community Centre, 48 Aro Street",3,4,0,9,1,1,538,34,320,5,228,39,0,2,2,1186,3
,"Central Park Flats Community Room, 21 Brooklyn Road",2,2,1,6,0,0,20,3,95,3,40,14,0,0,0,186,4
,"Chaffers Dock Atrium, 18 Herd Street",6,0,0,8,0,0,111,5,90,0,218,11,0,0,2,451,0
,"Michael Fowler Centre, Renouf Foyer, 111 Wakefield Street",11,3,0,12,0,0,326,18,263,11,423,30,1,2,5,1105,1
,"St Andrew's Church Hall, 30 The Terrace",3,0,0,9,0,0,108,6,96,6,208,20,0,4,0,460,0
,"St John's Church Conference Centre, corner Dixon & Willis Streets",2,3,0,15,0,0,156,8,138,6,178,19,0,1,5,531,4
,"Te Aro School, 360 The Terrace",1,1,0,5,0,0,49,3,29,1,53,7,0,3,1,153,1
,"Wellington Central Library Meeting Room, Mezzanine Floor, 65 Victoria Street",8,4,0,17,0,0,295,14,238,9,331,34,1,3,4,958,2
"Wilton","Cardinal McKeefry School Hall, 66 Albemarle Road",0,0,3,4,0,0,25,2,71,1,98,11,0,1,2,218,0
,"Otari School Hall, 166 Wilton Road",1,0,0,3,0,0,73,2,87,2,68,12,0,0,3,251,2
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0
,"Ordinary Votes BEFORE polling day",68,26,4,145,1,2,3438,165,2419,79,4270,386,1,10,33,11047,34
,"Special Votes BEFORE polling day",7,12,0,27,4,1,577,34,422,11,594,71,0,2,3,1765,3
,"Special Votes On polling day",28,11,4,43,5,0,998,46,749,30,1065,119,0,6,7,3111,5
,"Overseas Special Votes including Defence Force",22,4,1,12,2,0,1091,59,619,16,795,47,0,2,2,2672,5
,"Votes Allowed for Party Only",4,9,2,13,1,1,271,27,171,10,238,23,0,2,3,775,3
,"Wellington Central Total",274,127,20,590,26,5,11545,578,9306,300,14689,1399,5,49,117,39030,101
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",39131
"Electorate Party Valid Votes for Wellington Central",,"National Party - .3763515245"
"ACT New Zealand",274,.0070202408
"Aotearoa Legalise Cannabis Party",127,.0032539073
"Ban1080",20,.0005124263
"Conservative",590,.015116577
"Democrats for Social Credit",26,.0006661542
"Focus New Zealand",5,.0001281066
"Green Party",11545,.295798104
"Internet MANA",578,.0148091212
"Labour Party",9306,.2384319754
"Māori Party",300,.0076863951
"National Party",14689,.3763515245
"New Zealand First Party",1399,.0358442224
"NZ Independent Coalition",5,.0001281066
"The Civilian Party",49,.0012554445
"United Future",117,.0029976941
