Party and Electorate Candidate Votes Recorded at each polling place
"Waitakere 57","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"Massey High School, 274 Don Buck Road",0,5,0,2,1,0,4,0,18,1,108,0,6,153,0,28,0,0,9,335,3
"New Lynn","Arahoe School Hall, 11 Arahoe Road",0,5,0,1,0,0,1,0,17,7,139,0,0,136,0,26,0,0,10,342,1
,"Fruitvale School Hall, 9 Croydon Road, New Lynn",0,6,0,0,1,0,7,0,31,11,283,0,1,211,0,38,0,0,16,605,5
,"New Lynn Community Centre, 45 Totara Avenue",0,8,0,0,0,0,3,0,9,2,93,0,0,69,1,13,0,0,5,203,1
,"New Lynn Salvation Army Hall, 32 Delta Avenue",0,1,0,1,0,0,1,0,2,2,51,0,0,32,0,7,0,0,5,102,2
"Oratia","Oratia School (cnr Shaw and West Coast Roads)",0,19,4,3,4,0,2,1,136,17,495,0,4,646,1,95,1,0,24,1452,5
"Piha","Barnett Hall, Marine Parade",0,4,0,0,0,0,0,0,100,2,161,0,4,120,0,19,0,0,5,415,0
"Ranui","Birdwood School, Karepo Crescent",0,5,2,3,0,1,5,0,14,11,436,0,8,123,6,33,0,0,15,662,3
,"Ranui School, 16A Ranui Station Road",1,18,3,0,4,0,14,2,75,15,1093,2,19,346,1,107,0,0,64,1764,9
"Sunnyvale","Sunnyvale Community Hall, 18 Sunnyside Road",0,2,0,1,1,0,3,1,10,2,128,0,1,57,0,9,0,0,11,226,0
,"Sunnyvale Primary School, 34 Ribblesdale Road",0,0,0,0,0,0,4,0,5,1,53,0,0,21,0,4,0,0,2,90,0
"Swanson","Swanson School Hall, 703 Swanson Road",0,28,2,7,4,0,5,2,113,19,610,0,13,762,1,142,1,1,81,1791,4
"Titirangi","Kaurilands School Hall, Atkinson Road",0,20,1,1,5,0,1,8,122,21,651,1,7,811,0,83,0,1,63,1796,3
,"Konini School Hall, Withers Road",1,8,1,0,0,0,0,0,48,6,220,0,2,188,0,24,0,0,12,510,3
,"MacAndrew Hall, 337 Titirangi Road",0,4,0,1,0,0,0,0,54,4,120,0,0,171,0,23,0,0,9,386,1
,"Titirangi Primary School Hall, Atkinson Road",1,4,0,1,0,0,0,0,30,0,58,1,0,87,0,7,0,0,3,192,0
"Waiatarua","Waiatarua Community Hall, 911 West Coast Road",0,10,0,2,0,0,1,0,73,2,129,0,5,198,0,10,0,0,5,435,0
"Waitakere","Waitakere School, Bethells Road",0,10,1,3,0,2,1,0,38,7,179,0,4,270,0,27,0,0,16,558,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",1,2,0,0,0,0,0,0,2,0,87,1,2,40,1,19,0,0,2,157,2
,"Ordinary Votes BEFORE polling day",0,35,0,2,6,0,13,1,104,18,769,0,8,714,1,87,0,0,66,1824,8
,"Special Votes BEFORE polling day",0,5,0,2,0,0,1,0,23,5,142,0,3,97,0,22,0,0,12,312,0
,"Special Votes On polling day",2,35,4,17,5,1,27,3,173,23,1329,0,21,690,5,92,0,0,70,2497,4
,"Overseas Special Votes including defence force",0,5,0,0,2,0,2,0,33,0,111,0,0,72,1,13,0,0,6,245,3
,"Special Votes Allowed for Party Only",0,6,1,6,0,0,6,0,38,3,338,0,26,120,0,28,0,0,9,581,6
,"Waitakere Total",7,427,36,87,58,6,227,33,1903,370,14988,8,213,10976,28,1806,5,5,944,32127,127
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32254
"Electorate Party Valid Votes for Waitakere",,"Labour Party - .4665234849"
"99 MP Party",7,.0002178853
"ACT New Zealand",427,.0132910013
"Alliance",36,.0011205528
"Aotearoa Legalise Cannabis Party",87,.0027080026
"Christian Heritage NZ",58,.0018053351
"Democrats for Social Credit",6,.0001867588
"Destiny New Zealand",227,.007065708
"Direct Democracy Party",33,.0010271734
"Green Party",1903,.0592336664
"Jim Anderton's Progressive",370,.0115167927
"Labour Party",14988,.4665234849
"Libertarianz",8,.0002490117
"Mâori Party",213,.0066299374
"National Party",10976,.3416441
"New Zealand Family Rights Protection Party",28,.0008715411
"New Zealand First Party",1806,.0562143991
"OneNZ Party",5,.0001556323
"The Republic of New Zealand Party",5,.0001556323
"United Future New Zealand",944,.0293833847
