Party and Electorate Candidate Votes Recorded at each polling place
"Otaki 36","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Raumati Beach","Raumati Beach School, Raumati Road",7,0,0,0,0,9,1,3,52,0,1,72,4,0,0,1,0,1,0,151,0
,"Real Life Hall, 1 Kowhai Street",1,0,1,0,1,1,0,0,11,0,2,16,1,0,0,0,0,0,0,34,0
"Shannon","Shannon School, Grey Street",21,0,4,1,0,27,3,2,280,0,7,252,62,0,0,1,0,4,0,664,4
"Te Horo","Te Horo Hall, 50 School Road",31,0,1,0,0,78,5,2,175,0,7,427,30,0,0,3,0,8,0,767,1
"Tokomaru","Tokomaru School, Tokomaru Road",12,0,1,0,7,29,2,2,111,1,0,160,4,0,0,3,0,4,0,336,1
"Waikanae","Kapanui School, 23 Rimu Street",28,1,2,1,2,46,10,12,311,0,6,560,60,0,0,4,0,10,0,1053,3
,"Presbyterian Church Hall, 43 Ngaio Road",46,0,1,0,2,65,11,8,386,0,3,684,59,0,0,3,0,10,1,1279,4
,"Waikanae Baptist Church, 286 Te Moana Road",42,0,4,1,2,68,13,18,370,0,5,602,54,0,0,5,0,22,0,1206,3
,"Waikanae Primary School Hall, Hira Street",61,0,0,0,1,108,21,7,418,0,5,675,51,2,0,6,0,18,0,1373,1
"Waikanae Beach","Waikanae Beach Community Hall, Rauparaha Street",39,0,3,1,0,104,17,5,382,1,5,538,50,1,0,5,1,9,0,1161,2
"Waitarere Beach","St Aidan's Anglican Church, Waitarere Beach Road",6,0,5,0,0,33,7,1,108,0,6,183,31,0,0,1,0,1,0,382,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,1,0,0,1,13,13,0,431,0,3,388,60,0,0,0,0,6,1,920,10
,"Ordinary Votes BEFORE polling day",102,3,11,0,4,234,48,10,1629,1,32,1886,271,0,0,3,0,42,0,4276,6
,"Special Votes BEFORE polling day",2,0,1,0,1,12,2,1,94,0,3,76,6,0,0,0,0,1,0,199,1
,"Special Votes On polling day",48,1,9,0,14,185,16,11,842,2,24,859,101,0,0,23,0,23,2,2160,4
,"Overseas Special Votes including defence force",5,1,0,1,2,41,2,0,108,1,3,234,8,1,0,0,1,4,0,412,2
,"Votes Allowed for Party Only",4,1,4,0,1,23,0,1,131,0,13,86,12,0,0,4,0,3,0,283,2
,"Otaki Total",1014,28,115,10,84,2207,453,165,14472,12,321,17534,2153,9,0,177,5,397,6,39162,111
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",39273
"Electorate Party Valid Votes for Otaki",,"National Party - .4477299423"
"ACT New Zealand",1014,.0258924468
"Alliance",28,.0007149788
"Aotearoa Legalise Cannabis Party",115,.0029365201
"Democrats for Social Credit",10,.0002553496
"Family Party",84,.0021449364
"Green Party",2207,.0563556509
"Jim Anderton's Progressive",453,.0115673357
"Kiwi Party",165,.004213268
"Labour Party",14472,.3695419029
"Libertarianz",12,.0003064195
"Maori Party",321,.0081967213
"National Party",17534,.4477299423
"New Zealand First Party",2153,.0549767632
"New Zealand Pacific Party",9,.0002298146
"RAM - Residents Action Movement",0,0
"The Bill and Ben Party",177,.0045196875
"The Republic of New Zealand Party",5,.0001276748
"United Future",397,.0101373781
"Workers Party",6,.0001532097
