Party and Electorate Candidate Votes Recorded at each polling place
"Tukituki 53","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Akina","Hastings Central School, 400 Karamu Road South",6,0,6,29,0,61,209,1,2,3,281,48,1,647,6
,"Hastings Intermediate School, 611 Hastings Street South",2,0,4,33,1,51,151,1,0,2,185,21,2,453,1
"Argyll East","Argyll East School, 1071 Argyll East Road",4,0,0,6,0,5,2,0,0,2,49,0,1,69,0
"Ashley Clinton","Sherwood School, 358 Makaretu Road",6,0,1,8,0,13,10,0,0,1,92,2,1,134,0
"Bridge Pa","Bridge Pa School, 40 Maraekakaho Road",14,0,1,4,0,24,34,1,2,5,161,13,2,261,0
"Camberley","Community Centre, 703 Kiwi Street",2,1,2,5,0,9,168,0,4,5,27,22,0,245,2
,"Hawkes Bay Regional Hospital, Main Entrance, Omahu Road",2,0,1,4,0,17,75,0,2,4,104,24,0,233,1
"Clive","Clive Community Hall, 164 Main Road",13,1,4,44,1,163,232,1,3,6,538,59,9,1074,5
"Crownthorpe","Crownthorpe School, 104 Crownthorpe Road",3,1,0,4,0,4,9,0,0,0,63,4,0,88,1
"Elsthorpe","Elsthorpe School, 25 Kenderdine Road",4,0,1,7,0,14,21,0,1,1,95,10,0,154,2
"Flaxmere","Ellen Stevenson Kindergarten, 90 Chatham Road",1,0,8,14,0,26,252,0,4,8,105,53,0,471,11
,"Flaxmere Primary School, 20 Henderson Road",4,0,1,16,0,15,157,0,6,9,110,33,3,354,7
,"Irongate School, 16 Walton Way",1,1,0,3,1,13,134,0,6,4,62,10,3,238,2
,"Kimi Ora Community School, 1 Boston Crescent",0,0,1,3,1,4,110,0,4,8,12,16,0,159,4
,"Peterhead School, 10 Peterhead Avenue",3,0,1,13,0,22,244,0,6,7,123,33,2,454,6
"Frimley","Frimley School, 202 Frimley Road",15,0,12,69,1,84,327,0,4,3,722,93,6,1336,11
"Hastings City","District Courthouse, 106 Eastbourne Street West",9,0,4,24,0,54,138,1,2,1,208,46,4,491,3
,"St John Ambulance Hall, 107 Southland Road",8,0,8,31,1,61,218,0,0,4,346,68,5,750,11
,"Wesley Hall, 108 Hastings Street South",5,0,1,13,2,38,131,0,1,3,134,20,1,349,8
