Party and Electorate Candidate Votes Recorded at each polling place
"Tukituki 53","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Haumoana","Haumoana Public Hall, 50 Haumoana Road",8,0,6,10,0,147,157,0,1,8,278,33,6,654,1
"Havelock North","Arataki Holiday Park, 139 Arataki Road",7,0,1,36,0,41,48,0,0,3,381,17,0,534,2
,"Havelock North Central Kindergarten, 20 Napier Road",6,0,1,9,0,38,68,1,0,1,259,20,2,405,1
,"Havelock North High School, 177 Te Mata Road",11,0,2,35,0,105,130,0,0,4,614,34,2,937,4
,"Havelock North Primary School, 9 Campbell Street",16,0,3,25,0,156,175,0,0,4,1056,59,13,1507,6
,"Lucknow School, 42 Elliott Crescent",11,1,3,35,0,66,236,0,0,4,429,46,6,837,8
,"Our Lady of the Lourdes Parish Hall, 85 Te Mata Road",11,0,2,28,0,70,118,0,1,8,456,33,3,730,2
,"St Columbas Hall, Te Mata Road",16,0,6,31,0,94,132,1,2,8,698,37,4,1029,7
"Kereru","Kereru School, 2306 Kereru Road",4,0,2,5,0,8,5,0,0,0,105,0,2,131,0
"Mahora","Aubyn Theatre, 815 St Aubyn Street West",4,0,4,34,0,55,198,0,1,8,283,48,3,638,7
,"Mahora School, 710 Frederick Street",25,0,8,81,2,160,476,0,2,12,681,126,13,1586,8
"Mangateretere","Mangateretere School, 314 State Highway 2",5,0,0,8,0,19,44,0,1,4,157,14,1,253,1
"Maraekakaho","Maraekakaho School, 68 Kereru Road",8,0,1,10,0,33,34,0,0,1,233,15,3,338,1
"Mayfair","Karamu High School, 1036 Windsor Avenue",10,2,4,27,0,38,147,0,6,10,233,38,2,517,2
,"Mayfair School, 1008 Willowpark Road North",13,2,8,49,0,109,395,0,4,8,479,100,10,1177,8
"Omahu","Omahu School, 22 Taihape Road",12,0,2,5,0,20,37,0,4,7,148,13,3,251,1
"Omakere","Omakere School, Long Range Road",2,0,0,4,0,4,0,0,0,0,22,2,0,34,0
"Onga Onga","Onga Onga School, 51 Mill Street",11,0,1,5,0,19,32,0,0,1,133,14,2,218,0
"Otane","Otane School, 35 Higginson Street",3,0,4,16,0,59,80,0,1,6,160,41,3,373,2
"Pakipaki","Pakipaki School, 316 Pakipaki Road",4,0,2,6,0,7,28,0,1,3,118,6,0,175,3
"Pakowhai","Pakowhai School, 25 Chesterhope Road",8,1,0,10,1,19,40,2,1,1,217,8,1,309,1
"Parkvale","Gordon Black Hall, 912 Queen Street East",5,0,3,7,0,23,82,1,0,0,111,24,2,258,3
,"Parkvale Kindergarten, 108 Park Road South",6,0,2,27,0,41,174,0,0,2,227,34,8,521,4
,"Parkvale School Hall, 1217 Howard Street",7,1,4,55,0,82,190,0,3,3,462,68,6,881,6
,"Takitimu Performing Arts School, 706 Albert Street",4,0,0,13,0,21,88,0,0,3,95,21,2,247,1
"Poukawa","Poukawa School, 107 Poukawa Road",2,0,0,1,0,14,16,0,0,0,79,5,0,117,0
"Pukahu","Riverbend Bible Church, 354 Te Aute Road",13,0,0,11,0,17,18,0,0,1,176,14,0,250,3
"Pukehamoamoa","Pukehamoamoa School, 11 Matapiro Road",8,0,2,4,0,24,17,0,0,0,176,15,3,249,2
"Pukehou","Pukehou School, 174 State Highway 2",0,0,0,5,0,14,14,0,0,3,54,2,0,92,0
"Raukawa","Raukawa Hall, 1403 Raukawa Road",3,0,0,3,0,7,8,0,0,0,88,0,2,111,0
"Raureka","Ebbett Park School, 600 Oliphant Road",2,0,5,11,0,39,160,0,4,3,187,28,3,442,2
,"Raureka School Hall, 916 Gordon Road",9,1,11,66,2,90,286,1,3,7,457,73,9,1015,11
"Sherenden","Sherenden School, 2129 Taihape Road",5,0,0,4,0,9,14,0,1,0,78,2,2,115,1
"Springhill","Springhill Community Hall, 1017 Wakarara Road",1,0,0,11,0,2,2,0,0,0,49,4,1,70,1
"Te Awanga","Te Awanga Community Centre, 1 Wellwood Terrace",8,0,3,12,0,77,64,0,1,1,197,13,2,378,0
"Tikokino","Tikokino School, 43 Owen Street",11,0,3,11,0,24,23,0,0,0,119,14,5,210,1
"Twyford","Twyford School, 142 Twyford Road",3,0,2,5,0,27,23,2,1,0,252,12,9,336,3
"Waimarama","Mr Huggett's Garage, Redbridge, 585 Waimarama Road",5,0,0,5,0,60,28,0,0,1,136,11,0,246,0
,"Waimarama School, 27 Taupunga Road",3,0,1,4,0,24,21,2,2,2,133,7,1,200,0
"Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",8,0,1,10,0,26,23,0,0,0,106,11,2,187,1
"Waipukurau","Waipukurau School Hall, St Marys Road",1,0,0,0,0,6,9,0,0,1,56,4,0,77,0
"Waiwhare","Waiwhare Community Centre, 27 River Road",9,0,0,2,0,6,4,0,0,2,45,5,0,73,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Napier",2,0,1,6,0,22,17,0,0,1,72,5,1,127,2
,"Ordinary Votes BEFORE polling day - Taken in Tukituki",51,4,13,153,1,349,927,3,5,23,2548,219,29,4325,15
,"Ordinary Votes BEFORE polling day - Taken in Wairarapa",5,0,0,8,0,8,17,0,1,1,98,4,1,143,0
,"Special Votes BEFORE polling day",4,0,2,7,0,33,109,0,3,4,206,18,1,387,3
,"Special Votes On polling day",24,0,19,50,1,221,487,1,7,18,980,84,12,1904,13
,"Overseas Special Votes including Defence Force",1,1,1,3,0,38,30,0,1,0,102,7,0,184,1
,"Votes Allowed for Party Only",1,0,9,3,0,45,178,0,13,10,89,12,0,360,5
,"Tukituki Total",498,17,198,1296,15,3294,8231,19,117,263,17935,1995,220,34098,225
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34323
"Electorate Party Valid Votes for Tukituki",,"National Party - .5259839287"
"ACT New Zealand",498,.0146049622
"Alliance",17,.000498563
"Aotearoa Legalise Cannabis Party",198,.0058067922
"Conservative Party",1296,.0380080943
"Democrats for Social Credit",15,.0004399085
"Green Party",3294,.0966039064
"Labour Party",8231,.241392457
"Libertarianz",19,.0005572174
"Mana",117,.0034312863
"Māori Party",263,.0077130623
"National Party",17935,.5259839287
"New Zealand First Party",1995,.0585078304
"United Future",220,.0064519913
