Party and Electorate Candidate Votes Recorded at each polling place
"Rangitīkei 42","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Aokautere","Aokautere School Hall, 196 Fitzherbert East Road",7,0,2,24,0,72,80,0,0,3,319,31,3,541,4
"Apiti","Apiti School, 11 Bryce Street",3,0,0,5,0,3,9,0,0,1,96,4,6,127,4
"Ashhurst","Village Valley Community Centre, corner Cambridge Avenue & Guildford Street",14,2,6,92,1,149,362,1,2,8,617,98,11,1363,12
"Awahou North","Awahou School, Pohangina Valley East Road",4,0,0,2,0,29,26,0,0,2,67,5,0,135,0
"Awahuri","Awahuri Hall, Rural No 1623, State Highway 3, RD6",9,0,1,12,0,21,28,0,1,2,164,14,0,252,0
"Bulls","Bulls Scout & Guide Hall, 26 Wilson Street",7,0,2,14,1,38,89,1,1,4,268,50,2,477,4
,"Clifton School, 3 Clifton Street",7,0,1,28,0,48,105,2,1,9,294,51,6,552,8
"Bunnythorpe","Bunnythorpe School, 5 Baring Street",3,0,3,23,1,39,119,0,0,3,216,34,2,443,5
"Cheltenham","Cheltenham School, Cheltenham-Hunterville Highway",7,0,1,10,0,7,17,0,2,0,99,8,0,151,0
"Cloverlea","Cloverlea School Hall, 55 Herbert Avenue",1,0,0,2,0,5,14,0,0,0,17,1,1,41,0
"Colyton","Colyton School, 421 Colyton Road",3,0,0,16,0,30,45,0,1,2,201,19,5,322,2
"Feilding","Feilding Fire Station Lounge, 201 Kimbolton Road",3,0,1,33,0,54,208,0,2,3,487,68,5,864,11
,"Feilding Intermediate School, 95 East Street",6,0,3,26,1,80,196,0,0,4,310,52,3,681,6
,"Lytton Street School, corner Lytton & Monmouth Streets",7,0,10,50,0,102,307,2,3,6,402,58,5,952,15
,"Manchester St School, 160 Manchester Street",17,1,8,58,0,137,296,2,0,12,774,99,8,1412,20
,"North Street School, 52 North Street",8,0,7,33,2,90,298,0,2,4,477,64,13,998,15
,"St Paul's Presbyterian Parish Hall, corner Church & Grey Streets",9,3,5,68,1,96,336,0,2,6,573,108,9,1216,27
"Fordell","Fordell School, Budge Street",0,0,0,3,0,3,4,0,0,0,24,0,0,34,0
"Glen Oroua","Glen Oroua School, 200 Sansons Road",1,1,3,17,0,20,25,0,2,4,175,10,0,258,2
"Halcombe","Halcombe Primary School, corner Willoughby & Monteith Streets",8,0,2,19,0,35,41,0,0,0,222,19,2,348,1
,"Stanway Public Hall, Makino Road",1,0,0,6,0,7,9,0,2,0,79,4,2,110,1
"Hikumutu","Hikumutu Community Centre, Hikumutu Road",1,0,0,2,0,1,2,0,0,0,21,0,0,27,0
"Himatangi Beach","Community Hall, Koputara Road",3,0,4,8,1,19,84,0,1,1,104,25,2,252,2
