Party and Electorate Candidate Votes Recorded at each polling place
"Rangitīkei 42","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Hiwinui","Hiwinui School, Watershed Road",3,0,0,10,1,16,27,0,0,2,147,17,1,224,0
"Hunterville","Hunterville Consolidated School, 33 Bruce Street",10,0,1,22,0,24,47,0,1,4,287,28,3,427,8
"Kairanga","Kairanga Community Centre, 1103 Kairanga Bunnythorpe Road",5,0,2,19,2,34,29,0,0,1,221,12,2,327,2
"Kaitieke","Kaitieke School, Activities Room, Kaitieke Road",5,0,0,2,0,2,3,0,0,1,44,3,2,62,1
"Kakahi","Kakahi School, Mohio Road",1,0,0,3,0,6,17,2,0,1,22,4,1,57,0
"Kelvin Grove","Kelvin Grove Community Centre, 68 Kaimanawa Street",0,0,1,2,0,5,10,0,0,0,16,3,0,37,0
"Kimbolton","Kimbolton School, 4 Henderson Street",6,0,2,10,0,18,37,0,0,1,109,18,2,203,2
"Kiwitea","Kiwitea School, 7 Perrys Line",8,0,0,7,0,8,10,0,0,0,92,3,3,131,1
"Kopane","Kopane School, Rongotea Road",4,0,1,7,0,11,20,0,0,2,86,10,1,142,1
"Linton","Country School, 77 Akers Road",1,0,2,10,0,32,36,1,0,0,88,15,1,186,2
"Linton Camp","Community Centre, Puttick Road",3,0,0,9,0,17,78,0,2,3,132,12,2,258,0
"Longburn","Longburn Primary School, Carey Street",7,0,2,16,0,21,69,0,1,6,226,31,4,383,1
"Makirikiri South","South Makirikiri School, Makirikiri Road",2,0,0,6,0,9,8,0,0,0,137,5,0,167,2
"Makuhou","Makuhou Public Hall, Makuhou Road",0,0,0,3,0,1,2,2,0,0,32,3,0,43,0
"Mangaweka","Mangaweka School, 4 Raumaewa Road",0,0,0,11,0,13,8,0,0,0,95,19,4,150,2
"Marton","James Cook School, 53 Mill Street",8,0,2,31,0,35,112,0,2,4,207,46,2,449,6
,"Marton Junction School, 44-56 Alexandra Street",3,0,0,17,1,25,90,1,0,0,75,32,0,244,3
,"Marton School, Hereford Street",7,0,2,15,0,30,86,0,0,1,190,33,2,366,4
,"St Andrew's Presbyterian Church Hall, Broadway",16,0,5,42,5,79,218,1,1,10,539,94,11,1021,13
"Mataroa","Mataroa School, Rongoiti Road",4,0,0,1,0,6,5,0,0,0,57,5,5,83,0
"Milson","Milson School Hall, 7 Rutland Place",1,1,0,1,0,3,11,0,0,0,31,1,0,49,3
,"St Peter's College, Gym-Classroom, 22-38 Rennie Avenue",0,0,0,1,0,3,6,0,0,0,22,1,0,33,0
"Moawhango","Moawhango School, Te Moehau Road",0,0,0,0,0,1,8,0,0,0,27,2,0,38,0
"National Park","National Park School Hall, Carroll Street",6,0,1,7,0,21,14,0,0,1,59,11,4,124,2
"Newbury","Newbury School, 906 Rangitikei Line",7,1,0,13,0,20,43,0,0,0,223,17,5,329,1
"Ngakonui","Ngakonui Valley School, Kauri Room, 826 Taumarunui-Ngapuke Road",4,0,0,3,0,4,7,0,0,4,26,0,0,48,1
"Ngapuke","Ngapuke School, Room 1, Taumarunui-Ngapuke Road",2,0,0,0,0,0,3,0,0,0,15,1,1,22,0
"Ohakea","Ohakea War Memorial Hall, corner Speedy & Tangimoana Roads",2,0,2,2,0,5,10,0,1,1,72,1,0,96,2
"Ohakune","Ohakune District Court, Rata Street",2,0,1,6,0,38,32,1,1,5,174,23,3,286,7
,"Ohakune Primary School Hall, 52 Arawa Street",4,0,1,6,0,21,19,0,0,4,84,9,5,153,0
"Ohingaiti","Ohingaiti Hall, corner State Highway 1 & Onslow Street",7,0,0,0,0,5,6,0,0,0,41,5,1,65,2
"Orautoha","Orautoha School Library, Pukekaha Road",4,0,0,1,0,4,1,0,1,0,25,2,0,38,0
"Oroua Downs","Oroua Downs School, State Highway 1",4,0,0,5,0,15,27,0,0,0,95,14,1,161,1
"Owhango","Owhango School Resource Room, 19 Ohorere Street",4,0,2,10,0,20,13,0,0,0,105,15,1,170,3
"Palmerston North","Central Normal School Hall, 210 Featherston Street",1,0,0,4,0,1,17,0,0,0,38,2,0,63,0
,"Massey University, Student Centre Lounge, Concourse, University Drive",0,0,1,2,0,15,9,0,1,3,49,6,2,88,1
,"Palmerston North Girls' High School, Old Gymnasium, 228 Fitzherbert Avenue",1,1,0,2,0,35,50,0,0,3,135,4,0,231,0
,"Public Hospital Education Centre Hall, 50 Ruahine Street (Gate 12)",0,0,0,1,0,2,11,0,0,0,12,0,0,26,0
,"Queen Elizabeth College Hall, 350-382 Rangitikei Street",0,0,0,3,0,7,9,0,0,0,15,2,0,36,1
,"Te Manawa Museum, 326 Main Street",1,0,0,2,0,13,17,0,0,1,32,2,0,68,1
,"The Salvation Army Hall, 431 Church Street",0,0,0,2,0,4,2,0,0,1,24,0,0,33,0
"Pohangina","Pohangina Public Hall, Pohangina Road",3,0,0,11,2,33,37,0,0,3,91,16,4,200,0
"Pukeokahu","Pukeokahu School, 84 Matawhero Road",1,0,0,2,0,5,1,0,1,0,21,4,0,35,0
"Raetihi","Raetihi Primary School Hall, 24 Grey Street",4,0,3,10,0,22,55,0,1,7,140,26,1,269,4
"Rangiwaea Junction","Rangiwaea School, Upper Turakina Valley Road",1,0,0,2,0,4,4,0,0,0,39,2,0,52,1
"Rangiwahia","Rangiwahia School, 2549 Rangiwahia Road",3,0,0,3,0,4,10,0,2,1,48,2,1,74,0
"Ratana","Te Kura O Ratana, Kiatere Street",2,0,0,2,0,1,5,0,0,0,1,1,0,12,0
"Rongotea","Rongotea School, Tyne Street",3,0,1,16,0,31,96,0,0,2,268,38,4,459,4
"Roslyn","Roslyn School Hall, 38 Kipling Street",1,0,0,3,1,6,7,0,0,0,33,1,0,52,1
"Sanson","Sanson School, Wellington Road (State Highway 1)",5,0,2,15,0,20,79,1,0,3,205,42,0,372,1
"Summerhill","Summerset Retirement Village, 166-186 Ruapehu Drive",11,0,2,18,1,104,145,2,0,4,509,31,3,830,5
"Taihape","St Joseph's School Hall, Rauma Road",3,0,0,3,0,12,16,0,0,1,67,13,1,116,0
,"Taihape Town Hall, 90 Hautapu Street",7,0,4,19,0,55,119,0,2,3,312,63,7,591,12
"Tangimoana","Tangimoana School, 19 Punga Street",2,0,1,7,0,18,48,0,0,0,55,13,2,146,3
"Taonui","Taonui School, 170 Waughs Road",4,0,0,9,0,11,23,0,0,0,121,10,0,178,1
"Taoroa","Taoroa School, Taoroa Junction",1,0,0,6,0,1,2,0,0,0,32,2,0,44,0
"Taumarunui","Catholic Church Hall, 14 High Street",1,0,0,14,0,24,43,0,1,4,104,27,2,220,3
,"Manunui School, Room 1, Rata Street",2,0,0,13,0,24,57,0,0,1,115,22,2,236,5
,"Tarrangower School Library, 15 Manson Street",4,0,1,6,1,27,55,0,0,2,118,27,0,241,3
,"Taumarunui & District War Memorial Hall, 149 Hakiaha Street",4,0,7,25,0,36,110,0,3,8,174,54,3,424,21
,"Taumarunui Primary School Hall, Maata Street",2,0,0,9,2,17,85,0,0,5,85,29,5,239,3
,"Te Kura Kaupapa Māori O Taumarunui, 35 Makere Street",0,0,0,2,0,5,26,0,0,3,21,9,0,66,2
"Terrace End","St David's Community Centre, 9 Rainforth Street",0,0,0,1,0,3,9,0,0,0,18,3,0,34,0
,"Terrace End School Hall, 183-209 Ruahine Street",0,0,0,2,0,10,10,0,0,0,17,1,0,40,0
"Turakina","Turakina School, State Highway 3",6,0,0,15,0,22,33,0,1,0,113,28,0,218,4
"Turitea","Tiritea School, 208 Old West Road",1,0,1,5,1,40,44,0,0,2,118,12,1,225,0
"Tutaenui","Tutaenui Public Hall, corner Griffins Road & Jeffersons Line",7,0,0,3,0,13,13,0,0,0,126,7,1,170,1
"Waiouru","Waiouru Community Centre, Queree Drive",1,0,0,6,0,16,35,0,2,2,101,11,3,177,3
"Waituna West","Waituna West School, 50 Waituna-Tapuae Road",9,0,1,10,0,5,9,0,0,2,80,5,7,128,0
"Whakapapa Village","Whakapapa Village Firestation, Bruce Road",0,0,1,1,0,8,3,0,0,1,7,2,0,23,0
"Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road",14,0,6,15,0,26,65,0,0,3,271,22,3,425,2
"Whangaehu","Whangaehu School, Ruatangata Street",1,0,0,4,0,10,9,0,0,1,44,6,0,75,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Palmerston North",9,0,0,20,0,64,106,0,0,3,374,32,11,619,3
,"Ordinary Votes BEFORE polling day - Taken in Rangitīkei",55,2,10,113,1,260,710,0,7,21,1609,248,24,3060,45
,"Ordinary Votes BEFORE polling day - Taken in Whanganui",0,0,0,1,0,0,5,0,0,0,10,0,0,16,0
,"Special Votes BEFORE polling day",8,0,3,14,0,52,126,0,1,4,244,34,3,489,5
,"Special Votes On polling day",22,0,16,57,1,226,449,3,4,20,1030,110,15,1953,12
,"Overseas Special Votes including Defence Force",3,0,1,2,0,25,37,1,0,0,137,8,1,215,1
,"Votes Allowed for Party Only",6,0,5,4,0,40,110,0,4,8,145,11,2,335,6
,"Rangitīkei Total",478,12,152,1333,27,2994,6723,23,62,247,17115,2305,260,31731,363
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32094
"Electorate Party Valid Votes for Rangitīkei",,"National Party - .5393778954"
"ACT New Zealand",478,.0150641329
"Alliance",12,.0003781791
"Aotearoa Legalise Cannabis Party",152,.0047902682
"Conservative Party",1333,.0420093914
"Democrats for Social Credit",27,.0008509029
"Green Party",2994,.0943556774
"Labour Party",6723,.2118748227
"Libertarianz",23,.0007248432
"Mana",62,.0019539252
"Māori Party",247,.0077841858
"National Party",17115,.5393778954
"New Zealand First Party",2305,.0726418959
"United Future",260,.0081938798
