Party and Electorate Candidate Votes Recorded at each voting place
"Ōtaki 37","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Foxton","Coley Street School, 53 Coley Street",1,2,4,26,0,1,16,1,104,1,201,43,0,0,0,400,6
,"Foxton Primary School, 5 Park Street",4,3,1,17,0,0,30,0,165,1,224,67,0,0,2,514,5
"Foxton Beach","Foxton Beach Primary School, 10 Carthew Terrace",3,2,0,23,0,0,29,2,107,4,212,47,0,0,1,430,2
"Ihakara","Ihakara Hall, corner Tavistock Road & State Highway 57",4,2,0,17,0,0,23,0,37,3,257,20,0,0,0,363,5
"Levin","Fairfield School, 89 MacArthur Street",3,2,0,44,0,0,39,1,172,3,359,103,0,0,3,729,3
,"Horowhenua District Council, 126 Oxford Street",1,4,2,36,1,0,63,8,207,3,356,103,0,0,1,785,14
,"Levin Baptist Church, 19 Rugby Street",0,0,1,40,0,0,24,1,140,1,185,52,2,0,0,446,5
,"Levin East School, 90 Bartholomew Road",0,2,3,19,2,0,39,1,238,4,329,103,2,1,0,743,6
,"Levin Intermediate School, 20 Collingwood Street",1,3,1,18,0,0,27,4,146,1,120,44,0,0,0,365,7
,"Levin North School, 148 Weraroa Road",3,4,2,49,0,0,61,3,250,5,454,101,0,0,4,936,0
,"LifeChangers Church Hall, 87-89 Cambridge Street",0,1,0,38,1,0,21,2,104,0,139,43,0,0,0,349,2
,"Taitoko School, 38 Kinross Street",2,1,0,4,0,0,6,1,127,1,46,42,0,0,1,231,8
"Manakau","Manakau District Hall, Mokena Kohere Street",0,0,1,15,0,0,42,3,67,2,222,30,0,0,1,383,0
"Newtown","Newtown School Hall, corner Riddiford & Mein Streets",0,0,0,0,0,0,0,1,3,0,4,2,0,0,0,10,0
"Ohau","Ohau School, 13 Muhunoa East Road",1,1,1,32,0,0,49,1,86,2,326,47,0,0,0,546,0
"Otaki","Hadfield Hall, 47 Te Rauparaha Street",0,1,0,17,2,0,61,5,118,8,132,61,1,0,1,407,1
,"Otaki Presbyterian Church, 249 Mill Road",2,2,0,24,0,0,71,1,132,3,223,52,1,0,1,512,2
,"Waitohu School, 20-22 Te Manuao Road",0,1,0,23,1,1,45,1,66,0,218,53,0,0,1,410,3
"Otaki Beach","Otaki Surf Lifesaving Club, Marine Parade",2,1,0,12,0,0,40,7,68,2,85,32,0,0,0,249,3
"Paraparaumu","Kapiti Primary School, corner Kapiti & Rimu Roads",3,4,6,24,0,0,75,4,204,4,381,62,0,2,1,770,2
,"Mazengarb Sports Complex, Mazengarb Road",3,0,1,5,0,0,48,4,87,5,355,34,0,0,2,544,6
,"Paraparaumu School, Ruapehu Street",0,1,0,5,0,0,19,0,24,2,74,12,0,0,0,137,3
,"The Meadows Church, corner Realm Drive & Mazengarb Road",3,2,3,74,0,0,96,3,297,4,722,100,1,0,0,1305,5
"Paraparaumu  Beach","Kapiti Senior Citizens Centre, 45 Ocean Road",3,1,2,36,0,0,91,4,188,3,588,94,0,0,2,1012,5
,"Paraparaumu Beach Guide Hall, Te Kupe Road",1,5,1,25,0,0,62,3,162,3,381,56,1,1,4,705,2
,"Paraparaumu Beach School, Gray Avenue",0,2,1,21,1,0,72,4,169,2,411,53,0,0,3,739,2
"Porirua City","North City Mall, Shop 150, Ground Floor by escalator, 2 Titahi Bay Road ",0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,11,0
"Poroutawhao","Poroutawhao Hall, State Highway 1",1,0,1,8,0,0,15,0,20,1,95,15,0,0,0,156,0
"Raumati Beach","Raumati Beach School, 26-34 Raumati Road",0,0,0,5,0,0,11,1,18,0,65,2,0,0,0,102,0
"Te Horo","Te Horo Hall, 50 School Road",3,6,2,29,0,0,87,6,88,2,390,43,0,3,2,661,2
"Waikanae","Kapanui School, 23 Rimu Street",1,3,0,29,0,0,82,3,118,1,402,40,0,0,0,679,8
,"Waikanae Baptist Church, 286 Te Moana Road",1,2,3,50,0,0,85,3,152,5,435,72,1,0,0,809,0
,"Waikanae Funeral Home, corner Kapanui Road & Omahi Street",1,0,1,34,1,0,49,2,97,1,304,32,0,0,1,523,3
,"Waikanae Primary School Hall, Hira Street",2,2,0,47,0,1,108,8,178,4,502,60,0,1,2,915,6
"Waikanae Beach","Waikanae Beach Community Hall, 22A Rauparaha Street",0,7,1,27,0,1,111,6,195,2,400,45,0,0,0,795,2
"Waitarere Beach","St Aidan's Anglican Church, 625 Waitarere Beach Road",0,2,0,15,0,0,40,0,41,2,147,24,0,0,0,271,1
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0
,"Ordinary Votes BEFORE polling day",54,29,18,695,9,1,1313,91,4134,54,7592,1741,8,1,32,15772,151
,"Special Votes BEFORE polling day",1,14,2,43,1,0,199,22,383,11,526,127,0,0,4,1333,10
,"Special Votes On polling day",6,9,2,49,0,1,217,27,395,8,647,122,1,2,4,1490,11
,"Overseas Special Votes including Defence Force",1,4,0,7,0,0,101,4,85,3,241,7,0,0,1,454,1
,"Votes Allowed for Party Only",0,13,1,13,0,0,67,11,169,8,94,40,1,1,0,418,6
,"Ōtaki Total",111,138,61,1695,19,6,3635,249,9543,169,18854,3827,19,12,74,38412,298
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38710
"Electorate Party Valid Votes for Ōtaki",,"National Party - .490836197"
"ACT New Zealand",111,.002889722
"Aotearoa Legalise Cannabis Party",138,.0035926273
"Ban1080",61,.0015880454
"Conservative",1695,.0441268354
"Democrats for Social Credit",19,.0004946371
"Focus New Zealand",6,.0001562012
"Green Party",3635,.0946318859
"Internet MANA",249,.0064823493
"Labour Party",9543,.2484379881
"Māori Party",169,.0043996668
"National Party",18854,.490836197
"New Zealand First Party",3827,.0996303239
"NZ Independent Coalition",19,.0004946371
"The Civilian Party",12,.0003124024
"United Future",74,.0019264813
