Party and Electorate Candidate Votes Recorded at each voting place
"East Coast 10","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Awakeri","Awakeri School, 974 State Highway 30",1,2,2,20,2,0,39,2,65,8,371,52,1,0,4,569,0
"Cape Runaway","Te Kura Mana Māori o Whangaparaoa, State Highway 35",0,0,0,0,0,0,0,0,5,0,7,3,0,0,0,15,0
"Coastlands","Rangitaiki Independent School, 33 Meadow Vale",0,0,1,9,0,0,20,0,40,2,220,27,0,0,0,319,1
"Edgecumbe","Edgecumbe College, 100 College Road",2,4,1,24,0,0,33,4,129,6,272,108,1,0,5,589,3
"Galatea","Galatea School, Mangamate Road",3,0,5,12,0,0,6,0,11,1,163,15,0,1,0,217,0
"Gisborne","Awapuni School, 129 Awapuni Road",0,3,0,5,0,0,33,2,59,2,125,29,0,0,0,258,1
,"Central School, 7 Central Street",4,3,0,32,1,0,118,4,172,6,488,51,0,0,2,881,2
,"Cobham School, 274 Lytton Road",0,0,1,4,0,0,10,6,86,0,37,26,0,0,0,170,4
,"Elgin School, 2 Knox Street",2,4,0,15,0,0,21,2,143,3,141,69,0,0,1,401,3
,"Gisborne  Hospital, 421 Ormond Road",1,4,0,13,0,1,19,1,70,2,173,34,0,0,0,318,3
,"Gisborne District Council, 15 Fitzherbert Street",4,2,0,38,0,0,131,7,184,4,394,58,1,1,0,824,1
,"Gisborne Girls High School, 555 Gladstone Road",2,2,2,18,0,0,54,5,179,4,226,81,0,0,1,574,5
,"Ilminster Intermediate, 70 - 80 De Lautour Road",0,2,1,24,2,0,71,9,169,4,229,69,0,0,0,580,1
,"Kaiti School, 517 Wainui Road",1,4,0,17,0,0,43,8,198,3,84,39,0,1,0,398,2
,"Mangapapa School, 5 Rua Street",3,9,2,35,0,0,103,4,237,8,371,123,0,0,0,895,1
,"Riverdale School, 324 Stout Street",2,3,3,34,1,0,45,12,171,4,363,82,0,0,0,720,1
,"Rutene Road Kindergarten, 128 Rutene Road",0,2,1,11,0,0,54,1,93,2,148,30,0,0,0,342,2
,"Te Hapara School, 31 Mill Road",0,2,1,26,0,0,33,2,160,1,315,63,0,1,1,605,0
,"Waikirikiri School, 7 Pickering Street",0,0,0,2,0,0,5,3,44,3,17,22,0,1,0,97,2
,"YMCA Hall, 150 Roebuck Road",0,3,2,12,0,0,29,3,101,2,71,31,0,0,0,254,3
"Hicks Bay","Te Kura Kaupapa Māori o Kawakawa mai Tawhiti, 22 Wharf Road",0,0,2,0,0,0,7,1,5,0,11,4,0,0,0,30,0
"Kawerau","District Council, Town Hall, Ranfurly Court",2,5,2,27,0,0,40,18,287,9,196,154,1,0,2,743,6
,"Putauaki School Hall, 87 Fenton Mill Road",0,1,1,10,0,0,11,4,85,9,107,73,1,0,0,302,4
"Kutarere","Kutarere School, 461 State Highway 2",1,1,0,5,0,0,20,0,16,2,74,26,3,0,0,148,0
"Makaraka","Gisborne, A and P Showgrounds, 20 Main Road ",0,1,0,0,0,0,6,3,25,3,19,11,0,0,0,68,0
,"Makaraka School, 137 Main Road South",1,3,3,15,0,0,26,2,57,1,242,42,0,0,0,392,4
"Makauri","Makauri School, 120 King Road",1,0,0,17,1,0,12,1,36,0,222,31,0,0,0,321,0
"Maketu","Maketu School, School Road",0,0,3,9,0,0,20,4,60,12,78,36,0,0,0,222,0
"Manawahe","Manawahe Community Hall, 1866 Manawahe Road",0,0,1,4,0,0,9,0,12,0,48,15,0,0,0,89,0
"Manutuke","Manutuke School, 59 Waingake Road",0,2,0,3,0,0,11,0,29,1,62,18,0,0,0,126,0
"Matata","Matata Public School, 43 Pollen Street",0,1,8,19,0,0,31,5,65,5,173,73,0,0,0,380,0
"Minginui","Minginui Health & Kokiri Centre, 63 Rimu Crescent",0,0,1,0,0,0,2,0,3,1,3,0,0,0,0,10,0
"Murupara","Murupara Municipal Hall, Pine Drive",1,2,1,4,0,0,4,2,38,5,29,20,0,0,0,106,2
"Ohope","Ohope Beach School, 170 Pohutukawa Avenue",2,1,0,31,0,0,49,4,59,2,251,37,0,0,6,442,0
,"Ohope Community Hall, Bluett Road",4,1,1,35,2,0,91,1,113,3,470,56,0,1,6,784,0
"Omaio","Te Kura o Omaio, School Road",0,0,0,0,0,0,1,0,8,1,6,3,0,0,0,19,0
"Omarumutu","Omarumutu School, 141 Omarumutu Road",0,0,0,1,0,0,7,0,8,1,19,5,0,0,0,41,0
"Opotiki","Opotiki College Hall, St John Street",1,2,7,10,0,0,48,4,96,4,136,33,0,0,0,341,0
,"Opotiki Senior Citizens Hall, 1 King Street",1,2,1,18,1,0,56,3,109,5,255,63,0,0,1,515,5
"Ormond","Ormond School, 45 Whitmore Road",0,0,0,8,0,0,15,1,15,0,182,23,0,0,1,245,0
"Otakiri","Otakiri School, Staff Room, 571 Otakiri Road",1,0,5,12,0,0,13,0,27,0,156,37,1,0,0,252,0
"Otamarakau","Otamarakau School, Room 2, 2216 Old Coach Road",0,0,0,6,0,0,5,1,8,0,83,10,1,0,0,114,0
"Paengaroa","Paengaroa School, Multi Purpose Room, 33 Old Coach Road",1,2,0,38,0,0,20,1,55,0,331,77,0,0,1,526,3
"Patutahi","Patutahi School, 29 Atkins Street",0,0,0,2,0,0,7,3,28,0,64,17,0,0,0,121,1
"Pongakawa","Pongakawa School, 956 Old Coach Road",2,1,2,28,1,0,14,4,20,4,223,27,0,0,0,326,1
"Pukehina","Pukehina School, 1762 Old Coach Road",1,0,0,2,0,0,0,0,2,1,34,10,0,0,2,52,2
"Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",1,0,1,9,0,0,10,2,37,2,158,45,0,0,1,266,2
"Raukokore","Raukokore School, State Highway 35",0,0,0,0,0,0,4,0,4,0,29,9,0,0,0,46,0
"Ruatahuna","Huiarau School, 98 Sister Annie Road",0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,8,0
"Ruatoki North","Te Kura o Tawera, 164 Ngahina Road",0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,8,0
"Ruatoria","Ngata Memorial College, 1 College Road North",0,2,1,3,0,0,11,2,11,5,17,10,0,0,0,62,1
"Taneatua","Taneatua School, 44 McKenzie Street",0,0,1,5,0,0,7,0,33,2,68,11,0,0,0,127,2
"Te Araroa","Te Waha O Rerekohu Area School, 3 Arewhana Street",1,0,0,1,0,0,7,1,9,1,10,11,0,0,0,41,0
"Te Kaha","Te Whanau-a-Apanui Area School, State Highway 35",0,0,0,0,0,0,2,1,28,0,14,8,0,0,0,53,0
"Te Karaka","Te Karaka Area School, 5 Kanakanaia Road",2,0,1,8,1,0,9,2,39,2,94,24,0,0,1,183,1
"Te Puia Springs","GDC Service Centre, 6 Waipiro Road",0,0,0,0,1,0,4,0,11,0,4,7,0,0,0,27,0
"Te Puke","Te Puke Memorial Hall, 130 Jellicoe Street",1,3,3,4,0,0,13,0,29,0,113,18,0,0,2,186,0
"Te Teko","Te Kura o Te Teko School Hall, 6 Te Teko Road",0,1,0,3,0,0,6,4,26,0,57,25,0,0,0,122,0
"Thornton","Thornton School Hall, 43 Eastbank Road",1,0,2,8,0,0,9,0,7,0,115,17,0,0,0,159,0
"Tikitiki","Tikitiki School, 33 Rangitukia Road",0,0,0,1,0,0,2,2,12,2,5,7,0,0,0,31,0
"Tokomaru Bay","Hatea-A-Rangi School, 6 School Road",0,2,0,3,0,0,8,2,13,3,18,13,0,0,0,62,0
"Tolaga Bay","Tolaga Bay Area School, Resolution Street",0,1,0,3,0,0,10,2,32,0,65,45,0,0,0,158,2
"Torere","Te Kura o Torere, 2276 State Highway 35",0,1,0,1,0,0,1,0,10,1,4,10,0,0,0,28,0
"Waimana","Nukuhou North School, State Highway 2",0,0,0,2,0,0,7,0,9,1,46,16,0,0,1,82,0
,"Waimana School, 6 Raroa Road",0,0,1,6,0,0,6,0,9,3,22,3,0,0,0,50,1
"Wainui","Wainui Beach School, 56 Wairere Road",0,1,0,19,0,0,120,1,78,1,300,20,0,0,1,541,1
"Waitangi","Te Kura Kaupapa Māori o Te Matai, 309 State Highway 2",0,0,0,3,0,0,3,1,4,0,31,5,0,0,0,47,0
"Whakatane","Allandale School, 167 King Street",0,2,4,36,1,0,50,5,169,12,257,86,0,0,1,623,0
,"District Council, 9 Commerce Street",1,4,4,48,0,0,108,5,212,13,702,152,1,2,3,1255,2
,"Reads Auction Hall, 17 King Street",5,2,1,22,0,0,52,12,174,10,413,100,1,0,2,794,5
,"Salvation Army Hall, 87 King Street",1,4,1,18,1,0,33,10,132,2,203,72,1,0,2,480,3
,"Te Whare Kura o Ruatoki, 16 Mission Road",0,1,0,0,0,0,1,0,10,2,4,1,0,0,0,19,0
,"Whakatane Intermediate School Hall, 101 James Street",1,0,3,43,1,1,56,8,141,5,293,88,0,0,5,645,1
"Whangara","Whangara School, 44 Pa Road",0,1,0,1,0,0,3,1,2,0,33,4,0,0,0,45,0
"Whatatutu","Whatatutu School, 24 Te Hau Road",0,0,0,1,0,0,2,0,7,1,14,2,0,1,0,28,0
"Woodlands","Woodlands School, 168 Dip Road",0,0,0,11,0,0,13,0,23,1,79,11,0,0,0,138,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0
,"Ordinary Votes BEFORE polling day",21,23,22,440,11,1,804,125,2210,82,4876,1118,4,1,17,9755,43
,"Special Votes BEFORE polling day",2,8,2,29,0,0,121,28,206,7,394,88,0,0,3,888,7
,"Special Votes On polling day",0,11,9,37,2,1,232,26,412,20,712,161,0,3,5,1631,5
,"Overseas Special Votes including Defence Force",1,0,0,8,0,0,64,6,57,3,175,25,0,0,1,340,0
,"Votes Allowed for Party Only",0,9,6,9,1,0,76,30,276,18,133,48,0,0,0,606,9
,"East Coast Total",82,150,122,1438,30,4,3248,413,8022,334,17152,4176,17,13,78,35279,148
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35427
"Electorate Party Valid Votes for East Coast",,"National Party - .4861815811"
"ACT New Zealand",82,.0023243289
"Aotearoa Legalise Cannabis Party",150,.0042518212
"Ban1080",122,.0034581479
"Conservative",1438,.0407607925
"Democrats for Social Credit",30,.0008503642
"Focus New Zealand",4,.0001133819
"Green Party",3248,.0920661016
"Internet MANA",413,.011706681
"Labour Party",8022,.2273873976
"Māori Party",334,.0094673885
"National Party",17152,.4861815811
"New Zealand First Party",4176,.1183707021
"NZ Independent Coalition",17,.0004818731
"The Civilian Party",13,.0003684912
"United Future",78,.002210947
