Party and Electorate Candidate Votes Recorded at each voting place
"Selwyn 48","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Akaroa","Akaroa Area School Gymnasium, 141 Rue Jolie (Selwyn Avenue entrance)",3,6,1,7,0,0,92,0,54,1,278,21,0,0,0,463,2
"Arthurs Pass","Arthurs Pass Visitors Centre, West Coast Road",0,0,0,2,0,0,11,0,5,0,14,3,0,0,0,35,0
"Broadfield","Broadfield School, corner Shands & Robinsons Roads",0,0,0,16,1,0,18,0,19,3,275,21,0,0,2,355,0
"Brookside","Brookside St Luke's Sunday School Hall, Brookside-Burnham Road",0,0,0,2,0,0,15,0,17,0,67,4,0,0,0,105,0
"Burnham","Burnham School, Hall, corner Chaytor Avenue & Godley Road",2,0,1,16,0,0,21,1,55,1,190,37,0,0,2,326,2
"Cass Bay","TS Godley (former Navy League), 64 Governors Bay Road",0,0,0,0,0,0,5,0,6,0,6,1,0,0,0,18,0
"Chertsey","Chertsey Primary School Library, 83 High Street",2,2,0,10,0,0,4,0,18,0,101,18,0,0,0,155,0
"Christchurch City","Christchurch Public Hospital, The Great Escape Cafe, First Floor, 2 Riccarton Avenue",0,0,0,1,0,0,7,0,4,0,17,2,0,0,0,31,0
,"St Michael's Church School Hall, corner Tuam & Durham Streets",0,0,0,1,0,0,8,0,2,0,14,0,0,0,0,25,0
"Darfield","Darfield High School, 7 McLaughlins Road",1,3,2,24,0,0,57,4,75,3,489,64,0,1,2,725,0
,"Darfield Service Centre, 1 South Terrace",3,4,6,20,0,0,65,1,108,2,405,69,1,1,1,686,1
"Diamond Harbour","Diamond Harbour Community Centre, Waipapa Avenue",0,0,0,6,0,0,110,0,69,0,88,15,0,0,1,289,2
,"Diamond Harbour School Hall, Marine Drive",0,0,2,7,0,0,114,1,78,1,183,27,0,0,2,415,0
"Dorie","Dorie School, 103 Dorie School Road",0,0,0,1,0,0,1,0,5,1,90,2,0,0,0,100,1
"Dunsandel","Dunsandel Sports Centre, Tramway Road (off Main Road)",1,1,5,9,0,0,35,1,61,2,350,29,0,0,1,495,3
"Duvauchelle","Duvauchelle Community Centre, Main Road",0,3,0,6,0,0,25,0,23,1,127,13,0,0,0,198,1
"Glentunnel","Glentunnel School, Homebush Road",1,1,1,17,0,0,47,1,69,1,159,36,1,0,2,336,0
"Governors Bay","Governors Bay School Library, 1 Jetty Road",1,1,1,5,1,0,83,0,73,1,168,14,0,0,0,348,0
"Greendale","Greendale School, 187 Greendale Road",1,0,0,17,0,0,14,0,11,0,100,10,0,0,0,153,0
"Halswell","Halswell School, corner Kennedys Bush & School Roads",1,0,0,2,0,0,34,0,44,2,130,12,0,0,0,225,1
,"Saints Peter & Paul Catholic Church Hall, 56 Nicholls Road",0,1,0,10,0,0,12,1,31,0,137,12,0,0,0,204,2
,"St Mary's Anglican Church Hall, 329 Halswell Road",1,0,0,5,0,1,17,1,19,0,87,10,0,0,1,142,0
"Harewood","Harewood Playcentre, 719 Harewood Road",3,0,0,3,0,0,7,1,11,0,67,7,0,0,0,99,0
"Hei Hei","Gilberthorpe School Library, 163 Gilberthorpes Road",1,0,0,6,0,0,19,0,27,0,121,14,0,0,1,189,0
,"St Aidans Church Hall, corner Hei Hei & Buchanans Roads",0,0,0,1,0,0,3,0,9,0,28,3,0,0,0,44,0
"Hoon Hay","Cashmere Early Learning Centre, 192 Cashmere Road",0,0,0,0,0,0,3,0,2,0,7,0,0,0,0,12,0
"Hornby","Hornby Community Care Centre, 8 Goulding Avenue",0,0,0,2,0,0,2,2,10,0,33,3,0,0,0,52,0
,"South Hornby School Hall, 52 Shands Road",0,0,0,1,0,0,10,0,5,0,25,7,0,0,1,49,0
,"St Columba's Church Hall, 452 Main South Road",0,0,1,1,0,0,3,0,7,0,14,2,0,0,0,28,0
"Hororata","Hororata Primary School Library, 2548 Bealey Road",2,2,0,18,0,0,28,1,49,2,234,24,0,0,1,361,2
"Irwell","Irwell Hall, corner Leeston & Selwyn Lake Roads",2,0,2,16,0,0,20,2,22,0,189,17,0,0,0,270,0
"Killinchy","Killinchy Community Centre, Leeston-Dunsandel Road",0,1,1,7,0,0,13,0,11,1,115,10,0,0,0,159,0
"Kirwee","Kirwee Model School, 34 School Lane",2,2,0,14,0,0,50,4,52,3,438,41,0,1,0,607,1
"Ladbrooks","Ladbrooks Hall, Barnes Road",0,0,0,13,0,0,20,1,37,1,213,10,0,0,2,297,0
"Lakeside","Lakeside Domain Aquatic Club, Timberyard Road",0,2,1,3,0,0,14,0,14,0,75,10,0,0,0,119,1
"Lauriston","Lauriston School, corner Church & Coleridge Streets",0,0,0,4,0,0,6,1,9,0,130,6,0,0,1,157,1
"Le Bons Bay","Le Bons Bay Community Hall, Le Bons Bay Domain",0,0,0,1,0,0,18,0,3,0,21,3,0,0,0,46,0
"Leeston","Leeston Consolidated School, 3 Selwyn Street",4,6,3,61,0,0,98,7,191,6,631,100,1,0,2,1110,2
"Lincoln","Lincoln High School, 134 North Belt",5,3,0,55,0,0,140,9,166,3,819,76,0,1,4,1281,4
,"Lincoln University, George Forbes Building, corner Springs & Ellesmere Junction Road",0,0,1,11,0,0,46,1,48,2,222,18,0,0,0,349,1
"Little Akaloa","Little Akaloa Community Hall, Main Road",0,0,0,0,0,0,3,0,0,0,32,1,0,0,0,36,0
"Little River","Little River Community Centre, 42 Western Valley Road",0,3,2,15,0,1,119,7,79,1,152,24,0,1,0,404,0
"Motukarara","Motukarara Community Hall, Park Road",2,0,2,13,0,0,41,1,28,0,130,15,0,0,0,232,1
"Okains Bay","Okains Bay School, Okains Bay Road",0,0,0,4,0,1,11,0,3,1,30,3,0,0,0,53,0
"Pendarves","Pendarves Hall, corner Christys & Pendarves Rakaia Roads",0,1,0,2,0,0,3,0,4,0,70,6,0,0,0,86,0
"Pigeon Bay","Pigeon Bay Hall, Wharf Road",0,0,0,2,1,0,13,0,2,0,37,1,0,0,0,56,0
