Party and Electorate Candidate Votes Recorded at each voting place
"Selwyn 48","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Port Levy","Old Port Levy School, Western Valley Road",1,0,0,2,0,0,3,0,3,0,24,1,0,0,0,34,0
"Prebbleton","Prebbleton School, Blakes Road",6,5,0,57,1,0,149,4,183,6,1191,84,0,1,5,1692,0
"Rakaia","Rakaia Community Centre, corner Elizabeth Avenue & Mackie Street",2,6,5,16,0,0,54,0,151,2,511,100,0,0,1,848,5
"Riccarton","Wharenui School Library, 32 Matipo Street",0,0,0,0,0,0,6,2,5,0,14,2,0,0,2,31,0
"Rolleston","Clearview Primary, 20 Broadlands Drive",5,2,0,48,1,1,99,5,186,1,954,91,0,0,3,1396,3
,"Selwyn District Council, 2 Norman Kirk Drive",9,7,5,69,1,1,184,14,340,3,1522,175,1,2,10,2343,3
"Russley","St Stephen's Methodist Church, 378 Yaldhurst Road",1,0,0,0,0,0,4,0,1,0,25,3,0,0,0,34,0
"Sheffield","Sheffield School Library, Wrights Road",1,0,0,11,0,0,24,3,42,0,176,30,0,2,0,289,0
"Sockburn","Sockburn School, 34 Springs Road",0,0,0,0,0,0,1,1,2,0,2,3,0,0,0,9,0
"Southbridge","Southbridge School, 25 Hastings Street",1,2,4,27,1,0,76,0,69,3,363,54,0,0,2,602,4
"Springfield","Tawera Memorial Hall, Main West Coast Road",0,2,1,4,0,0,24,4,29,0,110,25,0,0,0,199,0
"Springston","Springston Primary School Library, 16-20 Leeston Road",2,1,2,23,0,0,47,2,39,3,320,35,0,0,2,476,0
"Springston South","Springston South Soldiers' Memorial Hall, Days Road",0,1,0,7,0,0,18,0,11,0,141,18,0,0,1,197,3
"Tai Tapu","Tai Tapu School, corner School Road & Main Akaroa Highway",0,1,0,27,0,0,72,1,76,0,387,24,0,0,1,589,1
"Templeton","Templeton Primary School, 40 Kirk Road",4,0,4,22,0,0,80,6,189,0,591,101,0,0,3,1000,1
"Wainui","Wainui Community Centre, Wainui Main Road",0,0,0,2,0,0,8,0,5,0,38,5,0,0,0,58,0
"Weedons","Weedons School, Weedons-Ross Road",0,1,0,19,0,0,41,0,53,3,417,27,0,1,0,562,2
"West Melton","West Melton School, corner Weedons-Ross Road & Westview Crescent",9,0,0,77,0,0,135,7,153,1,1222,90,0,0,3,1697,0
"Windwhistle","Windwhistle School, corner Highway 72 & Rakaia Gorge Road",0,0,0,9,0,0,7,0,3,3,106,4,0,0,0,132,0
"Yaldhurst","Yaldhurst Model School, 48 School Road",1,0,0,20,0,0,21,1,33,1,287,40,0,0,1,405,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",35,15,10,270,1,0,778,41,880,22,4542,474,1,2,18,7089,6
,"Special Votes BEFORE polling day",3,9,1,15,0,0,105,5,90,3,529,52,0,2,4,818,2
,"Special Votes On polling day",13,16,9,75,2,0,311,24,319,13,1543,174,0,0,4,2503,5
,"Overseas Special Votes including Defence Force",4,0,2,10,0,0,109,3,51,1,195,10,0,0,1,386,1
,"Votes Allowed for Party Only",4,10,3,6,0,0,69,13,106,7,291,51,0,1,0,561,1
,"Selwyn Total",139,120,78,1253,10,5,3910,184,4654,111,22809,2494,5,16,87,35875,65
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35940
"Electorate Party Valid Votes for Selwyn",,"National Party - .6357909408"
"ACT New Zealand",139,.0038745645
"Aotearoa Legalise Cannabis Party",120,.0033449477
"Ban1080",78,.002174216
"Conservative",1253,.0349268293
"Democrats for Social Credit",10,.0002787456
"Focus New Zealand",5,.0001393728
"Green Party",3910,.108989547
"Internet MANA",184,.0051289199
"Labour Party",4654,.129728223
"Māori Party",111,.0030940767
"National Party",22809,.6357909408
"New Zealand First Party",2494,.0695191638
"NZ Independent Coalition",5,.0001393728
"The Civilian Party",16,.000445993
"United Future",87,.0024250871
