Party and Electorate Candidate Votes Recorded at each polling place
"Ilam 19","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Avonhead","Avonhead Kindergarten, 49 Staveley Street",0,12,0,0,1,0,2,0,39,18,372,0,0,416,0,42,0,0,30,932,6
,"Avonhead School Hall, 55 Avonhead Road",0,25,0,2,1,0,1,0,60,23,424,0,3,588,0,45,0,0,55,1227,6
,"Merrin School Hall, 41 Merrin Street",0,32,0,2,1,0,1,0,65,28,591,2,1,1051,0,75,0,0,55,1904,7
,"St Christopher's Church Warren Hall, 244 Avonhead Road",0,10,0,0,1,0,2,0,15,12,211,0,0,381,0,27,0,0,53,712,0
,"St Mark's Church Main Lounge, 150 Withells Road",0,12,2,0,1,0,2,0,25,10,246,0,1,444,0,24,1,0,31,799,1
"Bishopdale","Breens Intermediate School Hall, 85 Breens Road",1,10,2,0,1,0,1,0,33,13,339,0,2,339,0,37,0,1,33,812,4
,"Crossroads at Bishopdale, cnr Farrington Ave and Kilburn St",1,10,0,2,1,1,1,0,29,17,465,0,1,262,0,48,0,0,37,875,5
,"Isleworth School Hall, 59A Farrington Avenue",0,8,0,0,0,0,1,0,22,11,370,0,1,285,0,28,1,1,24,752,6
"Bryndwr","Aorangi School Hall, Colwyn Street",0,5,0,1,0,0,1,0,35,12,230,0,0,170,0,18,0,0,24,496,1
,"St Mathew's Church Main Hall, Jeffreys Road",0,17,1,0,0,0,1,0,50,6,226,0,1,384,0,26,1,0,36,749,7
,"St Stephen's Presbyterian Church Hall, cnr Ilam and Aorangi Roads",0,5,1,1,1,0,5,0,32,8,283,0,2,240,0,24,1,0,22,625,3
,"Wairakei School Hall, 250 Wairakei Road",1,24,2,4,0,0,1,0,73,26,516,1,3,460,0,66,0,0,54,1231,4
"Burnside","Burnside High School J Block, Memorial Avenue entrance",0,4,0,0,0,0,0,0,30,4,213,0,1,245,0,10,0,1,34,542,1
,"Elim Church, 193 Grahams Road",1,14,0,0,1,0,0,0,31,6,244,0,3,285,0,39,0,0,42,666,1
,"Kendal School Hall, 53 Kendal Avenue",1,29,0,1,1,0,0,1,46,19,500,0,3,440,1,58,0,1,44,1145,5
,"Roydvale School Hall, 117 Roydvale Avenue",0,12,0,0,0,0,2,0,15,6,264,0,0,413,0,26,0,2,23,763,1
"Christchurch City ","Christchurch Central Public Library, cnr Gloucester St & Oxford Tce",0,0,0,0,0,0,0,0,9,2,41,0,0,44,0,1,0,1,3,101,0
,"Christchurch Hospital, The Great Escape Cafe",0,0,0,0,0,0,0,0,1,1,21,0,0,30,0,1,0,0,2,56,0
,"The Arts Centre, Hurst Seager Room, cnr Hereford Street & Rolleston Avenue",0,1,0,0,0,0,0,0,12,0,20,0,0,21,0,1,0,0,4,59,0
"Fendalton","Christchurch Boys High School, Big Room, Straven Road",0,17,1,1,1,0,0,0,47,7,188,1,0,438,0,16,0,0,22,739,0
,"Fairleigh Kindergarten, 27A Garden Road",0,15,0,0,0,0,0,0,22,3,93,0,1,515,0,12,0,0,10,671,0
,"Fendalton Community Centre (former old library), 170 Clyde Road",0,34,0,0,1,2,0,0,92,14,427,1,4,921,1,40,0,0,40,1577,2
,"Medbury Preparatory School Hall, 109 Clyde Road, (cnr Creyke Road)",0,22,1,1,0,0,2,0,47,4,188,0,0,436,0,19,0,0,27,747,0
,"St Barnabas Church Hall, Fendalton Road",0,28,1,0,2,0,1,0,29,5,150,1,0,651,0,10,0,0,24,902,0
"Harewood","Harewood Playcentre, 719 Harewood Rd",0,6,0,0,1,0,0,0,5,4,53,0,0,140,0,3,0,0,5,217,1
"Ilam","Ilam School Hall, 66 Ilam Road",1,42,1,1,3,1,8,0,152,22,779,3,1,734,0,44,0,0,73,1865,2
,"Waimairi Road Community Centre Front Hall, 166-168 Waimairi Road",0,9,0,2,0,0,3,0,39,11,281,0,2,434,0,35,0,0,39,855,3
,"Westburn School Hall, 257 Waimairi Road",0,27,1,1,2,0,0,0,62,15,398,0,2,676,0,25,0,0,37,1246,2
