Party and Electorate Candidate Votes Recorded at each polling place
"Coromandel 7","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Te Aroha","Contract Bridge Rooms, 105 Whitaker Street",21,3,1,0,0,20,2,5,136,0,5,198,33,0,0,1,0,1,0,426,3
,"Stanley Avenue School, 59-63 Stanley Avenue",56,1,2,0,1,36,8,5,200,0,4,394,55,0,0,3,0,7,0,772,3
,"Te Aroha Primary School, corner Whitaker Street & Jubilee Avenue",52,0,7,0,2,57,10,5,265,0,8,387,58,0,0,7,0,9,0,867,5
"Te Puru","Te Puru Community Centre, West Crescent",23,0,3,0,0,51,8,1,176,0,3,206,27,0,0,2,0,5,0,505,0
"Te Rerenga","Te Rerenga School, 1227 State Highway 25",3,0,0,0,0,5,0,1,28,0,2,32,4,0,0,1,0,0,0,76,0
"Thames","Moanataiari School, 101 Kuranui Street",15,1,3,0,3,26,2,1,171,0,2,138,24,0,0,0,0,7,0,393,0
,"Parawai School, 106 Lowe Avenue",24,0,2,0,1,38,1,3,147,0,3,227,17,3,0,3,0,4,0,473,1
,"Thames Civic Centre, 200 Mary Street",29,1,3,0,1,73,7,2,295,0,8,367,46,0,0,1,0,6,0,839,7
,"Thames High School, 300 Sealey Street",25,1,3,0,1,72,4,4,253,0,4,302,45,0,0,5,0,9,0,728,3
,"Thames South School, corner Grey & Rolleston Streets",19,3,5,0,0,62,5,3,310,0,4,328,41,0,0,5,0,4,0,789,4
"Turua","Turua School, Hauraki Road",26,1,2,0,1,13,1,0,89,0,1,267,24,1,0,1,0,4,0,431,3
"Waihi","Waihi Central School, Moresby Avenue",17,1,1,0,2,72,6,13,274,0,8,262,63,1,0,5,1,4,0,730,2
,"Waihi East School, 6-8 Donnelly Street",18,0,4,1,1,47,2,8,182,0,1,244,47,0,0,7,0,4,0,566,8
,"Waihi Memorial Hall, 41 Seddon Street",39,1,2,0,3,115,10,14,440,0,6,495,122,1,0,7,0,8,0,1263,13
"Waihi Beach","Waihi Beach School, Hillview Road",37,0,1,0,0,74,3,4,272,1,7,541,85,0,1,12,0,17,0,1055,5
"Waihou","Waihou Community Hall, Waihou Road (State Highway 26)",23,1,2,0,0,9,2,1,55,1,4,209,17,0,0,3,0,1,1,329,2
"Waikino","Victoria Hall, Main Road (State Highway 2)",9,0,1,0,0,32,3,2,82,0,4,123,15,0,0,2,0,2,1,276,2
"Waitakaruru","Waitakaruru School, Canal West Road (State Highway 25)",27,0,2,0,0,9,1,0,42,0,2,206,8,0,0,2,0,0,0,299,1
"Waitoa","Waitoa School, Main Road (State Highway 26)",16,0,2,0,0,11,1,1,65,1,1,118,14,0,0,2,0,4,0,236,0
"Whangamata ","Whangamata Baptist Church, 301 Port Road",55,0,8,0,0,129,7,6,434,2,7,968,105,1,0,12,0,9,1,1744,14
"Whenuakite","Whenuakite School, 1055 State Highway 25",8,0,0,0,0,24,0,0,17,0,1,85,3,0,0,1,0,2,0,141,0
"Whiritoa","Whiritoa Emergency Management Centre, Whitiroa Beach Road",3,0,0,0,0,11,0,1,37,0,0,50,8,0,0,1,0,0,0,111,0
"Whitianga","Mercury Bay Area School, 20 South Highway",21,1,0,0,1,56,7,2,190,0,6,397,34,0,0,10,0,8,1,734,8
,"Mercury Bay Bowling Club, 92 Cook Drive",26,1,1,1,2,32,6,2,135,0,2,352,39,0,0,3,0,3,0,605,1
,"St Andrews Community Church, corner Albert & Owen Streets",24,0,3,0,0,61,6,4,153,0,3,351,26,0,0,4,0,6,0,641,4
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,0,0,0,0,11,0,1,158,0,0,157,27,1,0,0,0,0,0,358,10
,"Ordinary Votes BEFORE polling day",189,2,10,3,6,297,22,44,1068,2,23,2261,296,1,0,5,0,25,1,4255,16
,"Special Votes BEFORE polling day",14,0,4,1,0,49,1,1,120,0,2,282,22,0,0,0,0,1,1,498,3
,"Special Votes On polling day",83,1,16,2,7,177,10,6,457,0,26,960,67,0,1,26,0,13,0,1852,9
,"Overseas Special Votes including defence force",12,0,1,0,3,63,2,0,67,0,1,225,9,0,0,0,1,1,0,385,1
,"Votes Allowed for Party Only",7,0,14,0,0,31,0,3,119,1,14,110,9,0,0,4,0,0,1,313,1
,"Coromandel Total",1605,29,141,16,51,2773,217,239,9487,13,269,18855,2312,11,4,196,3,272,11,36504,204
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36708
"Electorate Party Valid Votes for Coromandel",,"National Party - .5165187377"
"ACT New Zealand",1605,.0439677844
"Alliance",29,.0007944335
"Aotearoa Legalise Cannabis Party",141,.0038625904
"Democrats for Social Credit",16,.0004383081
"Family Party",51,.0013971072
"Green Party",2773,.0759642779
"Jim Anderton's Progressive",217,.005944554
"Kiwi Party",239,.0065472277
"Labour Party",9487,.2598893272
"Libertarianz",13,.0003561254
"Maori Party",269,.0073690554
"National Party",18855,.5165187377
"New Zealand First Party",2312,.0633355249
"New Zealand Pacific Party",11,.0003013368
"RAM - Residents Action Movement",4,.000109577
"The Bill and Ben Party",196,.0053692746
"The Republic of New Zealand Party",3,.0000821828
"United Future",272,.0074512382
"Workers Party",11,.0003013368
