Party and Electorate Candidate Votes Recorded at each polling place
"Coromandel 7","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Athenree","Athenree Fire Brigade Hall, 43 Roretana Drive",19,0,1,0,0,28,4,7,103,2,2,195,44,0,0,0,1,6,0,412,3
"Bethlehem","Baptist Church Hall, 90 Bethlehem Road",2,0,0,0,0,0,0,1,2,0,0,27,0,0,0,1,0,0,0,33,0
"Colville","Colville School, 2391 Main Road",9,0,2,0,0,31,5,1,42,0,4,56,9,0,0,4,0,1,0,164,1
"Cooks Beach","Cooks Beach Community Centre, corner Purangi Road & Rees Avenue",10,1,1,0,1,25,0,1,39,0,0,128,17,0,0,0,0,2,0,225,0
"Coroglen","Coroglen School, 10 Rangihau Road",9,0,1,0,0,20,1,1,29,0,2,102,8,0,0,0,0,2,0,175,0
"Coromandel","Coromandel Area School, 120 Woollams Avenue",23,2,3,0,1,93,7,4,253,0,13,377,58,0,0,3,0,7,1,845,4
"Elstow","Elstow-Waihou Combined School, 355 Bowler Road",28,0,0,0,0,11,0,0,34,0,0,144,4,0,0,2,0,3,0,226,2
"Hahei","Hahei Community Centre, Hahei Beach Road",5,0,2,0,0,40,2,1,46,0,1,116,7,0,0,2,0,2,0,224,0
"Hikutaia","Hikutaia Public Hall, Paeroa Kopu Road (State Highway 26)",17,0,2,0,0,20,1,3,41,0,6,193,25,0,0,5,0,3,0,316,0
"Kaihere","Kaihere School, State Highway 27",14,0,0,0,1,6,0,1,24,0,2,150,6,0,0,0,0,2,0,206,0
"Katikati","Katikati Christian Centre, 11-13 Henry Road",67,1,1,3,1,110,10,13,264,0,6,847,98,2,2,2,0,13,1,1441,4
,"Katikati Primary School, 24 Beach Road",99,1,3,0,3,139,13,29,437,1,9,1240,209,0,0,9,0,18,1,2211,14
"Kauaeranga","Kauaeranga Hall, 437 Kauaeranga Valley Road",4,0,0,2,0,32,1,0,32,0,1,54,9,0,0,2,0,0,0,137,1
"Kennedy Bay","Te Kura Kaupapa Maori O Harataunga School, 1416 Kennedy Bay Road",2,0,0,0,0,4,1,1,25,0,1,14,2,0,0,0,0,0,0,50,0
"Kerepehi","Kerepehi School, McGowan Avenue",7,0,2,2,0,3,1,3,68,0,2,99,22,0,0,1,0,1,0,211,3
"Kopuarahi","Kopuarahi School, corner State Highway 25 & Bush Road",8,0,0,0,1,9,1,1,28,0,1,133,9,0,0,0,0,0,0,191,0
"Kuaotunu","Kuaotunu Hall, corner Black Jack & Irish Town Roads",15,0,0,0,0,56,3,1,53,0,5,112,12,0,0,1,0,0,0,258,1
"Manaia","Manaia School,  22 Goldfields Road",0,0,0,0,0,10,0,0,13,0,4,0,1,0,0,1,0,0,0,29,0
"Manawaru","Manawaru School, 442 Manawaru Road",27,0,1,0,0,12,1,1,28,0,1,180,9,0,0,1,0,4,0,265,0
"Matarangi","Matarangi Fire Station, Matarangi Drive",8,0,0,0,0,8,0,1,23,0,0,128,6,0,0,1,0,0,0,175,1
"Netherton","Netherton School, Old Netherton Road",15,0,2,0,0,6,4,0,29,0,1,154,12,0,0,1,0,1,0,225,2
"Ngatea","Ngatea School, 52 Orchard West Road",61,0,0,0,1,41,3,2,193,0,5,555,46,0,0,3,0,3,0,913,12
"Opoutere","Opoutere School, State Highway 25",9,0,1,0,0,15,0,0,36,0,4,86,7,0,0,0,0,0,0,158,0
"Paeroa","Miller Avenue School, 30 Miller Avenue",23,0,2,0,1,32,1,4,188,0,6,244,39,0,0,1,0,12,0,553,10
,"Paeroa Memorial Hall, 144 Normanby Road (State Highway 2)",39,2,5,0,1,74,5,3,432,0,13,590,137,0,0,5,0,15,0,1321,5
"Pauanui Beach","Pauanui Sport & Recreation Club, 31 Sheppard Avenue",26,1,3,0,0,20,2,0,70,1,5,350,17,0,0,0,0,2,0,497,3
"Puriri","Puriri School, 12 Puriri Valley Road",15,0,1,0,2,15,3,1,63,0,0,170,15,0,0,2,0,2,0,289,1
"Springdale","Springdale School, 994 No. 1 Road",20,1,1,0,0,6,0,0,18,0,0,142,0,0,0,1,0,1,0,190,1
"Tahuna","Tahuna School, 43 Tahuna-Ohinewai Road",30,1,0,0,0,7,1,1,47,0,2,243,10,0,0,2,0,2,0,346,1
"Tairua","Tairua School, 110 Main Road",21,0,3,0,2,61,6,5,162,1,1,306,32,0,0,4,0,0,0,604,1
"Tapu","Tapu Primary School, 719 Thames Coast Road",11,0,0,1,0,32,0,3,84,0,5,104,15,0,0,1,0,2,0,258,2
"Tararu","Tararu Cultural Centre, State Highway 25",12,0,1,0,0,40,3,5,107,0,4,176,31,0,0,1,0,2,1,383,2
"Tatuanui","Tatuanui School, State Highway 27",21,0,0,0,1,1,1,2,24,0,1,152,3,0,0,5,0,1,0,212,1
"Tauhei","Tauhei Combined School, 860 Tauhei Road",5,0,0,0,0,3,0,0,13,0,0,46,3,0,0,0,0,1,0,71,0
