Party and Electorate Candidate Votes Recorded at each polling place
"Te Tai Hauauru 67","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,Mana
"Ascot Park","Rangikura School, 95 Conclusion Street",1,0,0,0,0,4,0,0,74,0,25,5,5,0,0,1,0,0,0,115,0
"Cannons Creek","Cannons Creek School, 5 Warspite Avenue",1,0,1,0,0,0,0,0,98,0,34,1,5,0,0,1,0,1,0,142,2
,"Glenview School, 106 Bedford Street",0,0,2,0,0,0,0,1,30,0,11,0,2,0,0,0,0,0,0,46,1
,"Maraeroa School, 47 Driver Crescent",0,0,0,0,0,1,0,0,38,0,9,3,1,0,0,0,0,0,0,52,0
,"Russell School, 18 Fantame Street",0,0,0,0,1,1,0,0,41,0,11,3,3,1,0,0,0,0,0,61,2
"Elsdon","Porirua School, 1 Awarua Street",0,0,2,0,0,6,1,0,105,0,79,9,15,0,0,1,0,1,0,219,2
"Kenepuru","Kenepuru Community Hospital, Hospital Drive",1,0,0,0,0,1,1,0,13,0,5,3,1,0,0,0,0,0,0,25,1
"Linden","Greenacres School, 60 Raroa Terrace",0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,6,0
,"Linden School, 60 Ranui Terrace",0,0,0,0,0,3,0,0,7,0,1,1,0,0,0,1,0,0,0,13,0
,"Linden Social Centre, 10 Linden Avenue",2,0,1,0,1,1,1,0,21,0,16,5,1,0,0,0,0,0,0,49,1
,"Tui Park Kindergarten, 12b Mexted Terrace",0,0,2,0,0,1,0,0,22,0,7,3,0,0,0,1,0,0,0,36,0
"Mana","St Barnabas' Church Hall, 106a Mana Esplanade",0,0,0,0,1,2,0,0,24,0,11,10,3,0,0,0,0,0,0,51,0
"Paekakariki","Paekakariki School, Wellington Road",0,0,0,0,0,11,0,0,28,0,14,2,2,0,0,0,0,0,0,57,0
,"St Peter's Hall, Beach Road",0,0,0,0,0,3,0,0,19,0,5,1,2,0,0,0,0,0,0,30,0
"Papakowhai","New Zealand Police Museum, The Royal New Zealand Police College, Papakowhai Road",1,0,2,0,0,0,0,0,13,0,6,4,1,0,0,1,0,0,0,28,0
,"Papakowhai School, 17 Spey Place",0,0,0,0,0,1,0,0,5,0,8,4,2,0,0,0,0,0,0,20,0
"Paraparaumu","Paraparaumu School, Ruapehu Street",1,0,0,0,0,2,0,0,28,0,17,9,3,0,0,0,0,0,0,60,1
"Paremata","Paremata School, 35 Paremata Crescent",0,0,0,0,0,1,0,0,11,0,7,6,2,0,0,1,0,0,0,28,0
"Pauatahanui","Stout Cottage, Pauatahanui Wildlife Reserve, 5 Pauatahanui Hill Road",0,0,0,0,0,1,0,0,13,0,2,2,1,0,0,0,0,0,0,19,0
"Plimmerton","Plimmerton School, School Road",0,0,0,0,0,2,0,0,10,0,5,1,1,0,0,0,0,0,0,19,0
,"St Paul's Presbyterian Church, Cluny Road, Karehana Bay",0,0,0,0,0,2,0,0,19,0,23,3,0,0,0,0,0,0,0,47,0
,"St Theresa's School, James Street",0,0,0,0,0,1,1,0,2,0,3,1,0,0,0,0,0,0,0,8,0
"Porirua","Porirua Employment Hub, Asset Finance Building, 6 Hagley Street",0,0,1,0,0,2,0,0,28,0,14,1,4,0,0,1,0,0,0,51,1
,"Whitireia Community Polytechnic, Wineera Drive",1,0,0,0,0,5,0,0,56,0,32,4,6,0,0,0,0,0,0,104,0
"Porirua East","Porirua East School, 8 Martin Street",0,0,1,0,2,6,0,1,87,0,52,12,9,0,0,0,0,0,0,170,6
,"Windley School, 146 Mungavin Avenue",0,0,2,0,0,1,0,0,66,0,21,2,2,3,0,1,0,0,0,98,2
"Pukerua Bay","Pukerua Bay School, 89 Rawhiti Road",0,0,0,0,0,1,1,0,23,0,9,5,2,0,0,0,0,1,0,42,0
"Raumati Beach","Raumati Beach School, Raumati Road",0,0,0,0,0,3,0,1,23,0,11,8,4,0,0,0,0,0,0,50,0
,"Real Life Hall, 1 Kowhai Street",0,0,0,0,0,1,0,1,11,0,3,0,0,0,0,0,0,0,0,16,0
"Raumati South","Raumati South Returned Services War Memorial Hall, Tennis Court Road",0,0,0,0,0,13,0,0,17,0,9,2,0,0,0,0,0,0,0,41,1
,"Raumati South School, Matai Road",0,0,0,0,0,3,0,0,8,0,4,5,1,0,0,0,0,0,0,21,0
