Party and Electorate Candidate Votes Recorded at each voting place
"Waitaki 59","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Ngapara","Rugby Club Rooms, 11 Paradise Gully Road",0,0,0,4,0,0,8,0,12,0,85,7,0,0,2,118,0
"Oamaru","Aoraki Polytech, 44 Humber Street",2,5,0,6,1,1,23,0,81,1,78,21,0,0,0,219,0
,"Eveline Church Hall, 424a Thames Highway",1,1,2,35,5,1,26,4,255,0,405,79,0,0,0,814,9
,"Fenwick School Hall, 25a Arun Street, (Hull Street entrance)",1,14,6,52,3,1,105,2,294,2,496,85,1,1,1,1064,3
,"Garrison Band Hall, corner Severn & Isis Streets",5,3,2,22,4,0,52,2,146,0,208,58,0,1,0,503,2
,"North Otago Vintage Car Club, 1 Stoke Street",0,0,1,15,1,0,13,0,43,0,91,11,0,0,1,176,1
,"North School, 40 Torridge Street",2,2,2,26,4,0,36,2,163,0,215,43,1,0,2,498,1
,"Pembroke School, Harlech Street",0,8,4,27,1,0,39,6,265,1,190,59,0,0,1,601,5
,"St Luke's Hall, 3 Wharfe Street",1,2,2,13,1,0,50,3,71,0,115,26,0,0,1,285,1
,"Waitaki Girls' High School, 270 Thames Street",1,5,5,25,2,0,55,1,192,4,238,50,0,0,0,578,2
"Omakau","Primary School, 9 Deaker Street",0,0,2,5,0,0,25,0,47,2,237,21,0,1,0,340,4
"Omarama","Omarama School, Omarama Avenue",2,3,1,11,0,0,19,1,24,1,116,16,0,0,0,194,0
"Otematata","Otematata Fire Station, 1 Tasman Road",0,0,1,8,2,0,5,1,9,0,94,7,0,0,0,127,0
"Oturehua","Community Hall, Ida Valley-Omakau Rd",0,0,0,2,0,0,6,0,6,0,52,4,0,0,0,70,0
"Papakaio","Papakaio Primary School, 17 Papakaio Road",1,0,2,13,0,0,2,0,18,0,143,14,0,0,0,193,0
"Pareora","Pareora Campus School, corner Elworthy & Davidson Streets",1,3,0,5,1,0,21,3,67,0,58,24,0,0,0,183,1
"Patearoa","Bowling Club, 1615 Ranfurly-Patearoa Road",0,0,1,10,0,0,6,0,5,0,85,3,0,0,1,111,0
"Peel Forest","Peel Forest Hall, 1209 Peel Forest Road",0,0,0,12,0,0,15,0,8,0,66,6,0,0,0,107,0
"Pleasant Point","Pleasant Point Primary School, Victor Wilson Hall, 33 Halstead Road",0,1,2,5,0,0,14,1,7,0,57,13,0,0,0,100,1
"Poolburn","Poolburn School, 1017 Ida Valley-Omakau Road",0,0,0,0,0,0,1,1,3,0,86,2,0,0,0,93,0
"Pukeuri","Public Hall, 51 Works Road",0,0,0,2,1,0,8,0,22,0,74,5,0,0,0,112,0
"Ranfurly","Maniototo Community Library, 15 Caulfeild Street",0,0,0,14,0,0,18,2,90,0,358,29,0,0,3,514,0
"Roxburgh","Roxburgh Area School Library, 78 Scotland Street",0,5,1,38,1,0,40,8,84,1,308,41,0,1,1,529,1
"Southburn","Southburn Hall, corner Caird & Pareora River Roads",0,2,0,12,0,0,8,0,20,1,112,4,0,0,0,159,1
"St Andrews","St Andrews School, 21 Bluecliffs Road",0,0,1,12,0,0,22,3,44,0,147,21,0,0,0,250,1
"Tarras","Tarras Primary School, 2612 Tarras-Cromwell Road",1,1,0,2,0,0,12,0,16,0,106,1,0,0,0,139,0
"Timaru","Salvation Army Hall, corner 206 Wai-iti & Otipua Roads",0,0,0,9,0,0,7,0,22,0,70,11,0,0,0,119,0
,"Timaru Girls High School, corner Hassall & Cain Streets",0,2,0,2,0,0,13,4,15,1,68,15,0,0,1,121,0
"Totara","Public Hall, 633 Fortification Road ",2,1,0,12,0,0,23,0,36,0,114,18,0,0,0,206,2
"Totara Valley","Combined Districts Hall, Cleland Road",0,0,0,4,0,0,3,0,4,0,97,5,0,0,0,113,0
"Twizel","Twizel Area School, Mt Cook Street",1,3,4,27,1,0,90,0,186,1,320,51,0,0,2,686,3
"Waiareka","Oamaru Farmers' Saleyards Building, 31-39 Weston Road",1,2,2,15,2,0,25,0,66,0,209,35,0,0,2,359,2
"Waihao Downs","Waihao Downs School, 1139 Hakataramea Highway",0,2,1,13,0,0,10,0,12,0,114,11,0,0,0,163,0
"Waimate","Centennial School, 5 Hughes Street",0,1,1,25,0,0,26,0,90,0,156,33,0,0,5,337,0
,"Silver Band Hall, 135 High Street",2,5,4,30,3,0,72,1,226,2,341,73,0,0,1,760,10
,"Waimate Main School Hall, 29 John Street",1,4,4,28,3,0,58,2,186,2,308,83,0,0,1,680,0
"Waitohi","Centennial Hall, Waitohi-Temuka Road ",0,1,0,4,0,0,1,0,8,0,64,7,0,0,0,85,1
"Wanaka","Presbyterian Community Church Centre, 94-96 Tenby Street",4,3,2,40,0,0,173,7,70,3,640,28,0,1,1,972,1
,"Wanaka Primary School Hall, 7 Ironside Drive",1,8,2,26,2,0,214,3,94,1,721,26,0,1,3,1102,1
"Weston","Weston Primary School, 1 Charles Street",2,3,3,25,1,0,44,2,100,1,319,29,0,0,2,531,1
"Woodbury","Woodbury School, 559 Woodbury Road",1,2,0,11,1,0,25,0,28,0,123,11,0,0,1,203,1
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
,"Ordinary Votes BEFORE polling day",29,14,23,486,15,0,1258,39,1705,20,5804,674,0,2,25,10094,51
,"Special Votes BEFORE polling day",2,10,2,44,3,0,149,15,134,3,464,55,0,1,1,883,5
,"Special Votes On polling day",7,21,15,74,5,0,334,17,377,14,1227,152,1,1,6,2251,4
,"Overseas Special Votes including Defence Force",3,1,0,10,0,0,97,4,38,0,221,23,0,1,0,398,0
,"Votes Allowed for Party Only",3,9,4,7,1,0,55,3,95,4,122,20,0,0,1,324,0
,"Waitaki Total",106,208,143,1741,86,5,4386,159,7162,104,22656,2763,10,16,94,39639,130
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",39769
"Electorate Party Valid Votes for Waitaki",,"National Party - .5715583138"
"ACT New Zealand",106,.0026741341
"Aotearoa Legalise Cannabis Party",208,.0052473574
"Ban1080",143,.0036075582
"Conservative",1741,.0439213905
"Democrats for Social Credit",86,.0021695805
"Focus New Zealand",5,.0001261384
"Green Party",4386,.1106486036
"Internet MANA",159,.0040112011
"Labour Party",7162,.1806806428
"Māori Party",104,.0026236787
"National Party",22656,.5715583138
"New Zealand First Party",2763,.0697040793
"NZ Independent Coalition",10,.0002522768
"The Civilian Party",16,.0004036429
"United Future",94,.0023714019
