Party and Electorate Candidate Votes Recorded at each voting place
"Botany 3","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Botany","Elim Christian College-Junior Campus, 94 Golfland Drive",30,0,0,64,0,0,40,8,107,0,545,44,0,0,0,838,4
"Botany Downs","Botany Downs Primary School, 35 Mirrabooka Avenue",16,3,0,40,0,0,45,3,116,3,595,71,0,0,1,893,4
,"Botany Downs Secondary College, 575 Chapel Road",75,10,0,71,2,1,80,10,329,8,1288,90,1,0,5,1970,7
,"Elim Christian Centre, 159 Botany Road",22,4,0,94,0,1,64,2,165,1,683,64,0,0,4,1104,2
,"St Columba Presbyterian Church, 480 Ti Rakau Drive",11,3,0,18,0,1,17,3,85,1,303,25,0,0,1,468,0
"Botany South","Sancta Maria College, 319 Te Irirangi Drive",14,1,1,50,0,0,43,13,315,5,606,47,1,1,5,1102,4
"Burswood","East City Wesleyan Church, 219 Burswood Drive",26,0,0,56,0,0,24,4,143,0,346,31,0,0,0,630,6
"Chapel Downs","Chapel Downs Primary School, 170 Dawson Road",20,3,0,21,0,0,23,2,402,3,285,35,0,1,0,795,4
"Cockle Bay","Cockle Bay Playcentre, 17 Pah Road",5,2,0,24,1,0,37,1,49,1,371,29,0,1,1,522,3
"Dannemora","Point View Primary School, 25 Kilkenny Drive",58,2,0,60,0,0,70,8,195,1,1292,80,0,0,1,1767,8
,"Willowbank School, 56 Middlefield Drive",47,2,0,67,0,0,57,7,248,3,1045,50,1,1,0,1528,5
"Flat Bush","Baverstock Oaks School, 21 Baverstock Road",65,1,0,61,0,0,35,11,266,0,888,59,1,1,0,1388,6
,"Dawson Road Primary School, 15 Haumia Way",6,1,0,10,0,0,17,5,497,3,60,33,0,0,0,632,3
,"Kia Aroha College, 51 Othello Drive",2,0,0,4,0,0,7,7,257,1,41,28,0,0,0,347,1
,"Mission Heights Primary School, 103 Jeffs Road",9,2,0,2,0,0,6,0,60,0,162,7,1,0,0,249,2
,"Ormiston Senior College, 275 Ormiston Road",16,3,1,15,0,1,10,5,104,0,206,9,0,0,0,370,3
"Highland Park","Rockabye Early Learning Centre, 122 Aviemore Drive",26,4,1,40,0,0,40,5,108,0,298,34,0,0,2,558,1
"Howick","Cockle Bay School, 24 Sandspit Road",12,2,1,45,0,0,69,3,119,4,669,68,0,1,2,995,4
,"Howick Intermediate School, 1 Botany Road",9,1,0,21,0,0,21,1,41,0,182,30,0,0,0,306,2
,"Owairoa  Primary School, corner Wellington & Nelson Streets",3,1,0,5,0,0,7,1,19,0,108,7,0,0,1,152,0
"Manukau","Redoubt North Wesleyan Church, 51 Diorella Drive ",1,0,0,1,0,0,1,1,13,0,6,1,0,0,0,24,1
"Meadowlands","Auckland Fiji Methodist Church, 128 Whitford Road",45,4,1,70,0,0,56,8,147,3,896,72,0,1,0,1303,3
"Northpark","Our Lady Star of the Sea School, 14 Oakridge Way",19,0,0,30,0,0,38,1,76,2,498,39,1,0,1,705,0
"Otara","East Tamaki Primary School, 196 Preston Road",0,3,0,0,0,0,0,2,68,3,11,5,0,0,0,92,0
,"Ferguson Intermediate School, 20-40 Ferguson Road",0,1,0,3,0,0,1,0,41,0,8,2,0,0,0,56,2
,"Flat Bush School, 20 Flat Bush Road",0,0,0,0,0,0,1,0,100,0,7,6,0,0,0,114,1
,"Mayfield School, 12 Pearl Baker Drive",0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,12,0
"Pakuranga","Dance Xpress, 135 Cascades Road",3,0,0,3,0,0,8,1,18,0,66,3,0,0,1,103,0
,"Pakuranga Recreation & Youth Centre, 13c Reeves Road",2,1,0,6,0,0,0,1,12,0,37,5,0,0,0,64,0
,"Riverhills Primary School, 13 Waikaremoana Place",0,0,0,0,0,0,1,0,6,0,11,2,0,0,0,20,0
"Shelly Park","Shelly Park School, 11-13 Sunnyview Avenue",9,2,1,26,0,0,43,1,57,0,343,27,0,0,3,512,3
"Somerville","Somerville Intermediate School, 39 Somerville Road",4,4,2,21,0,0,28,4,62,1,412,16,0,0,2,556,1
"Whitford","Whitford Hall, 1 Whitford-Maraetai Road",0,0,0,0,0,0,1,0,2,0,16,1,0,0,0,20,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",164,11,1,436,2,0,322,40,1977,15,5765,595,2,0,11,9341,36
,"Special Votes BEFORE polling day",17,4,0,40,0,0,48,8,310,2,392,46,1,0,1,869,2
,"Special Votes On polling day",55,10,1,87,0,2,125,18,590,4,1080,109,0,1,7,2089,6
,"Overseas Special Votes including Defence Force",5,0,0,13,0,0,40,4,38,0,227,15,0,0,0,342,2
,"Votes Allowed for Party Only",12,5,2,15,0,0,35,16,320,7,268,40,0,0,0,720,2
,"Botany Total",808,90,12,1519,5,6,1461,204,7473,71,20016,1825,9,8,49,33556,128
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33684
"Electorate Party Valid Votes for Botany",,"National Party - .5964954107"
"ACT New Zealand",808,.0240791513
"Aotearoa Legalise Cannabis Party",90,.0026820837
"Ban1080",12,.0003576112
"Conservative",1519,.0452676123
"Democrats for Social Credit",5,.0001490046
"Focus New Zealand",6,.0001788056
"Green Party",1461,.0435391584
"Internet MANA",204,.0060793897
"Labour Party",7473,.2227023483
"Māori Party",71,.002115866
"National Party",20016,.5964954107
"New Zealand First Party",1825,.0543866969
"NZ Independent Coalition",9,.0002682084
"The Civilian Party",8,.0002384074
"United Future",49,.0014602456
