Party and Electorate Candidate Votes Recorded at each polling place
"West Coast-Tasman 59","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Ahaura","Ahaura Hall, Main Rd",0,0,0,0,1,0,0,0,6,1,32,0,1,87,0,3,0,0,5,136,2
"Appleby","Appleby School, Moutere Highway",0,2,0,1,0,0,0,0,36,0,114,0,1,177,0,10,0,0,14,355,0
"Arahura","Arahura Whare Wananga, SH 6",0,2,0,1,0,0,1,0,5,0,24,0,1,31,1,6,0,0,2,74,0
"Atarau","Moonlight Hall, Atarau Rd ",0,1,0,0,0,0,0,0,3,1,8,0,0,43,0,6,0,0,2,64,1
"Bainham","Bainham Public Hall, RD1",0,1,0,0,0,0,1,0,5,1,10,0,0,39,0,1,0,0,3,61,0
"Barrytown","Barrytown School, SH 6",0,1,0,0,0,0,0,0,10,0,25,0,1,49,0,4,0,0,1,91,0
"Blackball","Blackball Fire Station, Hilton St",0,3,0,5,0,1,0,0,14,11,70,0,2,43,1,20,0,0,4,174,1
"Blacks Point","Blacks Point Museum, Main Rd ",0,0,0,0,0,0,0,0,4,2,13,0,0,24,0,7,0,0,2,52,0
"Camerons","Bill Maher Hall, Main South Rd",0,2,0,0,0,0,0,0,2,2,40,0,0,59,0,8,0,1,4,118,0
"Carters Beach","Carters Beach Hall, Marine Parade",0,2,0,2,0,0,0,0,13,0,88,0,0,85,0,16,0,0,6,212,1
"Charleston","Charleston Hall, SH 6",0,2,0,2,0,0,0,0,6,1,33,0,0,32,0,15,0,0,4,95,0
"Cobden","Bowling Club Rooms, 84a Ward St",0,2,0,1,0,1,0,1,7,9,85,0,1,36,0,15,0,0,6,164,0
,"Cobden School, Fox St",0,4,2,3,1,1,0,0,18,13,270,2,0,185,0,58,0,0,26,583,1
"Collingwood","Collingwood Hall, Tasman St",0,2,0,2,5,0,3,0,46,0,72,0,0,146,0,14,0,0,9,299,1
"Dobson","Paparoa Range School, Herald St",0,6,0,3,1,1,1,0,5,9,92,0,0,97,0,18,0,0,11,244,1
"Dovedale","Dovedale School, Wakefield Thorpe, Wakefield",0,4,0,0,1,0,2,0,34,1,49,0,0,79,0,13,0,0,3,186,0
"Dunollie","Dunollie St John's Hall, 33 Inverness St",0,1,1,2,0,0,1,0,5,14,97,0,1,56,0,31,0,0,10,219,0
"Fox Glacier","Te Moeka O Tuawe School, Cook Flat Rd",0,1,0,0,0,0,0,0,7,1,47,0,0,49,0,3,0,0,1,109,1
"Foxhill","Lord Rutherford Hall, State Highway",0,2,0,2,2,0,1,0,14,4,51,0,0,90,1,7,0,0,14,188,0
"Franz Josef","Franz Josef/Waiau Community Centre, SH 6",0,0,0,2,0,0,0,0,19,3,66,0,1,64,0,4,0,0,5,164,0
"Granity","Granity School, 83 Torea St",0,1,0,1,0,0,0,0,37,4,78,0,1,34,0,8,1,0,4,169,0
"Greymouth","Blaketown School, 90 Blake St",0,5,0,0,2,0,0,0,4,13,179,0,1,153,0,36,1,0,6,400,0
,"Grey Hospital Link Clinic 1st floor, Upper High St ",0,1,0,0,0,0,0,0,3,9,49,0,0,30,1,10,0,0,5,108,1
,"Grey Main School, Joyce Crescent",0,7,0,4,2,1,2,0,10,12,183,0,1,181,0,33,0,0,16,452,2
