Party and Electorate Candidate Votes Recorded at each voting place
"Te Tai Hauāuru 68","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,Mana
"Aotea","Horouta Marae, 5 Whitford Brown Avenue",0,0,0,0,0,0,6,5,31,12,6,9,0,0,0,69,0
,"Summerset Aotea Village, 15 Aotea Drive",0,0,0,0,0,0,1,1,4,1,6,2,0,0,0,15,0
"Ascot Park","Rangikura School, 95 Conclusion Street",0,1,0,0,0,0,7,4,36,2,2,3,0,0,0,55,0
"Cannons Creek","Cannons Creek School, 5 Warspite Avenue",0,1,0,0,0,0,4,3,39,7,2,6,0,0,0,62,0
,"Glenview School, 106 Bedford Street",0,0,0,0,0,0,1,2,5,1,0,2,0,0,0,11,0
,"Maraeroa School, 47 Driver Crescent",0,1,0,0,1,0,5,1,7,5,0,1,0,0,0,21,0
,"Russell School, 18 Fantame Street",0,0,0,0,0,0,4,1,19,2,1,5,0,0,0,32,2
"Elsdon","Porirua School, 1 Awarua Street",0,1,0,0,0,0,14,10,60,24,7,14,0,0,0,130,1
"Kenepuru","Kenepuru Hospital, Hospital Drive (off Raiha Street)",0,0,0,1,0,0,2,1,6,1,0,4,0,0,0,15,0
"Linden","Linden School, 60 Ranui Terrace",0,1,0,0,0,0,1,0,4,0,0,2,0,0,0,8,0
,"Linden Social Centre, 10 Linden Avenue",0,0,0,0,0,0,5,0,11,6,3,2,0,0,0,27,0
,"Tui Park Kindergarten, 12b Mexted Terrace",0,0,0,0,0,0,2,2,6,4,3,2,0,0,0,19,0
"Mana","St Barnabas' Church Hall, 106a Mana Esplanade",0,0,0,0,0,0,7,1,6,1,4,3,0,1,0,23,0
"Paekakariki","Paekakariki School, Wellington Road",0,1,0,0,0,0,13,3,13,1,0,0,0,0,0,31,0
,"St Peter's Village Hall, corner Beach Road & Ames Street",0,0,0,0,0,0,7,5,9,5,3,2,0,0,0,31,0
"Papakowhai","Papakowhai School, 17 Spey Place",0,0,0,0,0,0,6,0,11,0,4,1,0,0,0,22,0
"Paraparaumu","Paraparaumu School, Ruapehu Street",0,0,0,0,0,0,5,1,9,4,8,2,0,0,0,29,0
"Paremata","Paremata School, 43 Paremata Crescent",0,0,0,0,0,0,10,3,3,2,1,4,0,0,0,23,0
"Pauatahanui Village","Pauatahanui School, 12 Paekakariki Hill Road",0,0,0,0,0,0,3,0,1,1,5,1,0,0,0,11,0
"Plimmerton","Plimmerton School, 11 School Road",0,0,0,0,0,0,5,3,13,11,2,1,0,0,0,35,0
"Porirua City","North City Mall, Shop 150, Ground Floor by escalator, 2 Titahi Bay Road ",0,0,0,0,0,0,22,12,50,22,14,15,1,0,0,136,0
,"Whitireia Polytechnic, Block E, 2 Wi Neera Drive",0,0,0,0,0,0,3,4,17,15,2,6,0,0,0,47,1
"Porirua East","Porirua East School, 8 Martin Street",0,0,0,0,0,0,11,3,38,10,1,18,0,0,0,81,0
,"Windley School, 146 Mungavin Avenue",0,0,0,0,0,0,1,3,21,4,1,3,0,0,0,33,1
"Pukerua Bay","Pukerua Bay School, 89 Rawhiti Road",0,0,0,1,0,0,2,2,8,0,1,2,0,0,0,16,0
"Raumati Beach","Raumati Beach School, 26-34 Raumati Road",0,1,0,1,0,0,9,2,20,7,6,9,0,0,0,55,0
"Raumati South","Raumati South Memorial Hall, Tennis Court Road (opposite No 25)",0,0,0,0,0,0,2,0,8,1,3,2,0,0,0,16,1
,"Raumati South School, 56 Matai Road",0,1,0,0,0,0,4,0,5,2,2,1,0,0,0,15,0
"Titahi Bay","Garage at 99 Gloaming Hill",0,0,0,0,0,0,5,2,15,10,5,9,0,0,0,46,0
,"Ngati Toa School,  44 Piko Street",0,3,0,0,0,0,8,5,34,10,2,7,0,0,0,69,1
,"Niblick Hall, 1 Niblick Lane",1,2,0,0,0,0,7,2,44,15,2,9,0,0,0,82,0
,"Titahi Bay Intermediate School, 16 Kahutea Terrace",0,1,0,1,0,0,11,7,35,11,4,11,0,0,0,81,1
,"Titahi Bay North School, 47 Jillett Street",0,0,0,0,0,0,10,1,33,4,3,6,0,0,0,57,0
,"Titahi Bay School, 11 Kura Street",0,1,0,0,0,0,7,4,19,2,3,3,0,0,0,39,0
"Waitangirua","Corinna School, 36 Kalingo Street",0,0,0,0,0,0,2,7,17,4,1,4,0,0,0,35,0
,"Natone Park School, 6 Kokiri Crescent",0,0,0,0,0,0,9,3,39,3,2,3,0,0,0,59,0
,"Te Kura Māori o Porirua, 392 Warspite Avenue",0,1,0,0,0,0,8,4,24,16,0,5,0,0,0,58,1
"Whitby","Discovery School, Pullen Lane",0,0,0,1,0,0,3,1,6,5,3,3,0,0,0,22,0
,"Postgate School, 3 Staithes Drive North",0,0,0,0,0,0,5,1,9,2,5,2,0,0,1,25,1
,"St Mary's Church, Discovery Drive, Whitby Shopping Centre",0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,9,0
,"The Anchor Church, 1 Joseph Banks Drive",0,0,0,0,0,0,4,0,4,4,4,2,0,0,0,18,0
