Party and Electorate Candidate Votes Recorded at each polling place
"Dunedin South 9","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"The Landmark Baptist Lighthouse, 222 Main South Road",7,1,2,16,3,63,257,0,0,3,231,62,3,648,4
"Henley","Henley Community Centre, 1216 Centre Road",2,0,0,6,0,8,18,0,0,1,95,5,3,138,1
"Kaikorai","Kaikorai Presbyterian Church Hall, 127 Taieri Road ",0,0,0,1,0,6,9,0,0,0,30,3,2,51,0
"Lee Stream","Lee Stream School, 2522 Clarks Junction-Lee Stream Road (State Highway 87)",3,0,0,3,0,1,2,0,1,0,52,2,2,66,0
"Macandrew Bay","Macandrew Bay School, 488 Portobello Road",3,1,1,10,2,234,226,1,1,1,254,41,6,781,1
"Middlemarch","Strath Taieri School, 33 Swansea Street",4,0,1,5,2,18,23,0,0,1,131,14,1,200,1
"Mornington","Mornington School, 34 Elgin Road",0,0,0,3,0,13,22,0,0,0,33,9,0,80,0
"Mosgiel","A&P Showgrounds, 320 Gordon Road",3,0,1,5,1,28,40,1,0,0,216,23,2,320,2
,"Chatsford, 77 Doon Street",2,0,0,5,0,12,99,0,0,2,153,35,0,308,8
,"Elmgrove School, Ayr Street",6,1,2,16,4,70,347,0,0,2,487,86,2,1023,15
,"Mosgiel Abilities Resource Centre, 16 Green Street",0,0,1,5,0,25,102,0,0,0,136,23,1,293,6
,"Reid Park Kindergarten, 63 Murray Street",6,0,2,7,2,37,174,0,0,1,229,35,2,495,4
,"Salvation Army Hall, 4 Lanark Street",1,0,2,11,0,25,114,0,0,0,108,31,1,293,5
,"Senior Citizen's Hall, 5a Hartstonge Avenue (next to Mosgiel Library)",4,1,5,22,3,126,466,1,1,2,609,119,9,1368,14
,"Silverstream (South) Primary School, 52 Green Street",5,0,2,7,3,53,160,2,0,1,237,14,1,485,1
,"St Mary's Parish Hall, 53 Gordon Road",1,1,4,23,5,96,319,0,1,0,643,79,9,1181,7
"Musselburgh","Baptist Church, 131 Musselburgh Rise",5,4,4,26,2,152,347,0,1,0,368,58,7,974,4
,"Musselburgh School Library, 34 Marlow Street",2,0,6,6,2,65,192,1,3,0,124,44,3,448,1
,"Presbyterian Sunday School Hall, 26 Queens Drive",1,1,1,1,0,44,191,1,3,1,140,46,2,432,10
"Ocean View","Ocean View Public Hall, 812 Brighton Road",1,0,2,8,0,60,136,0,0,1,149,33,1,391,3
"Otakou","Te Rununga Otakou, Otakou Marae, 45 Tamatea Road",0,0,0,0,0,14,20,0,0,2,27,7,0,70,0
"Outram","Outram School, 1 Beaumaris Street",2,1,3,17,3,58,105,1,0,4,411,30,1,636,2
"Portobello","Portobello School, 30 Harrington Point Road",0,2,0,5,0,132,130,0,0,1,138,29,3,440,1
"South Dunedin","Dunedin South Presbyterian Hall, 393 King Edward Street",4,2,4,9,3,62,305,0,0,0,174,56,3,622,15
,"Edgar Sports Centre, corner Portsmouth Drive & Teviot Street",1,0,5,7,1,69,119,1,1,1,168,17,1,391,0
,"Macandrew Intermediate School, 213 Macandrew Road",4,0,1,6,5,90,296,0,2,6,199,52,3,664,6
,"Methodist Church Hall, 11 Wesley Street",2,0,2,3,0,29,194,0,0,1,80,31,1,343,8
,"Nations Christian Church, 334 King Edward Street ",1,4,6,11,3,78,305,0,0,2,156,42,0,608,8
,"St Patrick's Parish Centre, 32 Macandrew Road",2,0,1,5,4,34,118,0,0,1,67,30,0,262,4
"St Clair","St Clair School Hall, 87 Albert Street",6,1,5,10,1,147,302,0,3,6,388,56,1,926,6
,"Vintage Car Club, 125 Forbury Road",3,3,1,2,1,66,104,0,2,5,229,38,2,456,3
"St Kilda","Dunedin Ice Stadium, 101 Victoria Road",2,0,6,5,1,44,120,0,3,3,127,27,0,338,2
,"Holy Cross Anglican Church,17 Ajax Street",2,0,1,5,3,47,172,0,0,1,91,52,2,376,9
"Tainui","Tainui School Hall, 41 Tahuna Road",5,1,4,10,7,123,242,0,1,1,206,43,0,643,2
"Waverley","Otago Sports Car Club Hall, 97 Larnach Road",11,2,1,10,3,154,260,0,0,2,594,46,5,1088,4
,"Rotary Park School, 19 McKerrow Street",5,0,0,4,3,66,116,0,0,4,178,20,5,401,2
"Wingatui","Wingatui Hall, 270 Gladstone Road North",0,1,1,8,2,22,58,0,0,0,153,19,3,267,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Dunedin North",8,1,5,8,2,248,282,0,4,4,330,45,5,942,2
,"Ordinary Votes BEFORE polling day - Taken in Dunedin South",17,8,10,51,13,268,1157,1,1,9,1153,264,20,2972,40
,"Special Votes BEFORE polling day",3,0,2,4,2,53,207,0,2,1,100,27,1,402,6
,"Special Votes On polling day",9,7,10,25,3,312,530,2,8,6,712,81,15,1720,14
,"Overseas Special Votes including Defence Force",1,2,0,0,1,67,53,0,2,0,91,4,1,222,0
,"Votes Allowed for Party Only",0,0,6,0,1,51,122,0,3,2,88,11,1,285,3
,"Dunedin South Total",210,58,157,520,126,4798,12326,16,62,107,14163,2522,186,35251,318
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35569
"Electorate Party Valid Votes for Dunedin South",,"National Party - .4017758361"
"ACT New Zealand",210,.0059572778
"Alliance",58,.0016453434
"Aotearoa Legalise Cannabis Party",157,.0044537744
"Conservative Party",520,.0147513546
"Democrats for Social Credit",126,.0035743667
"Green Party",4798,.1361096139
"Labour Party",12326,.3496638393
"Libertarianz",16,.0004538878
"Mana",62,.0017588154
"Māori Party",107,.0030353749
"National Party",14163,.4017758361
"New Zealand First Party",2522,.0715440697
"United Future",186,.0052764461
