Party and Electorate Candidate Votes Recorded at each polling place
"Wigram 62","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Sockburn","Sockburn School, 34 Springs Rd",0,8,1,7,1,0,4,1,35,75,613,0,2,371,0,62,0,0,43,1223,30
,"Sockburn Service Centre, 149 Main South Road",0,6,0,1,2,0,3,0,14,41,177,0,0,137,0,25,0,0,19,425,13
"Somerfield","Cashmere High School, Rose Street",2,1,1,1,0,0,2,0,32,32,274,0,0,191,0,20,0,0,15,571,10
,"Somerfield School, 42 Studholme Street",0,12,2,3,1,0,1,0,89,50,528,0,1,333,0,43,0,0,51,1114,17
"Spreydon","Christchurch South Intermediate, 204 Selwyn Street",0,7,3,2,2,0,1,1,110,106,558,0,3,283,1,57,0,0,33,1167,25
,"Spreydon Baptist, Cobham St Hall, 51 Cobham Street",0,3,2,2,2,1,5,0,46,66,396,0,2,214,0,32,0,0,70,841,20
,"St James Presbyterian Hall, cnr Barrington & Bewdley Street",0,4,0,0,2,1,0,0,33,79,362,0,0,250,0,40,0,0,40,811,14
,"St Martins Church Neave Room, 50 Lincoln Road",0,4,2,1,0,0,1,0,12,31,227,0,3,118,0,20,0,0,31,450,24
,"St Nicholas Church Hall, 331 Barrington St",0,3,1,2,2,1,1,0,38,71,319,1,1,168,1,51,0,0,31,691,14
,"Te Kura Kaupapa Maori O Te Whanau Tahi, 81 Lyttelton Street",0,3,0,0,0,0,0,0,21,16,129,1,2,84,0,8,0,0,8,272,7
,"West Spreydon School Llibrary, 147 Lyttelton Street",0,8,0,5,0,0,1,0,49,49,309,0,0,205,0,25,0,0,18,669,13
"St Martins","Hillview Christian Senior School, 125 Wilsons Road",0,0,0,0,1,0,4,0,9,2,42,0,0,22,0,3,0,0,7,90,2
"Sydenham","St Saviours Anglican Hall, 200 Colombo Street",0,5,0,3,1,0,4,0,58,59,407,2,2,186,0,38,0,1,34,800,21
,"Sydenham Community Centre, 23-25 Hutcheson St",0,4,2,2,0,0,1,0,16,17,110,0,0,30,0,1,0,0,3,186,4
"Upper Riccarton","Canterbury Table Tennis Stadium, Foyer, 294 Blenheim Road",0,0,0,1,0,0,1,0,6,3,66,0,0,55,0,14,0,0,6,152,1
,"Middleton Grange School, 50 Acacia Avenue",0,11,0,0,0,1,0,0,50,21,233,0,1,188,0,19,0,0,33,557,3
,"Riccarton High School, Curletts Road",0,5,1,0,0,0,1,0,23,17,180,2,0,80,0,13,0,0,16,338,11
,"Riccarton School, English Street",0,4,0,0,3,2,5,0,17,26,236,0,1,198,0,27,0,0,24,543,17
,"St Thomas of Canterbury College, 69 Middlepark Road",0,1,0,0,0,0,3,0,21,26,250,0,0,228,0,36,1,0,27,593,16
,"Villa Maria College Hall, Brodie Street",0,1,2,0,0,0,0,0,11,8,85,0,2,78,0,1,0,0,8,196,3
"Waltham","Waltham School, cnr Hastings Street East and Vienna Street",0,1,1,3,0,0,2,1,48,49,234,3,1,79,1,19,0,0,17,459,10
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,3,0,0,6,1,2,1,10,105,355,0,1,294,0,29,0,0,10,817,60
,"Ordinary Votes BEFORE polling day",0,19,4,2,0,0,3,0,106,72,713,1,3,479,0,64,0,0,68,1534,14
,"Special Votes BEFORE polling day",0,3,0,3,0,0,2,0,24,28,154,0,4,104,0,24,0,0,17,363,8
,"Special Votes On polling day",1,18,5,13,4,1,7,0,192,98,1205,1,10,782,2,105,0,0,69,2513,21
,"Overseas Special Votes including defence force",0,3,1,1,1,0,0,0,38,5,150,1,0,86,0,15,0,0,15,316,0
,"Special Votes Allowed for Party Only",0,2,3,7,0,0,2,0,24,15,213,0,16,117,0,15,0,0,5,419,4
,"Wigram Total",3,255,55,89,52,15,112,5,1967,2191,16271,22,90,9895,6,1577,4,8,1313,33930,728
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34658
"Electorate Party Valid Votes for Wigram",,"Labour Party - .4795461244"
"99 MP Party",3,.0000884173
"ACT New Zealand",255,.007515473
"Alliance",55,.0016209844
"Aotearoa Legalise Cannabis Party",89,.0026230475
"Christian Heritage NZ",52,.001532567
"Democrats for Social Credit",15,.0004420866
"Destiny New Zealand",112,.0033009136
"Direct Democracy Party",5,.0001473622
"Green Party",1967,.0579722959
"Jim Anderton's Progressive",2191,.0645741232
"Labour Party",16271,.4795461244
"Libertarianz",22,.0006483938
"Mâori Party",90,.0026525199
"National Party",9895,.2916298261
"New Zealand Family Rights Protection Party",6,.0001768347
"New Zealand First Party",1577,.046478043
"OneNZ Party",4,.0001178898
"The Republic of New Zealand Party",8,.0002357795
"United Future New Zealand",1313,.038697318
