Party and Electorate Candidate Votes Recorded at each polling place
"Wigram 62","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Addington","Addington School, 22 Brougham Street",0,4,2,1,0,0,2,0,28,32,219,0,1,97,0,24,0,0,11,421,7
,"Sacred Heart Parish Hall, 70 Spencer Street",0,0,0,0,0,0,0,0,7,17,60,0,1,49,0,10,0,0,6,150,7
"Beckenham","Beckenham School, Sandwich Road",0,12,1,3,0,0,1,0,125,39,372,0,4,247,0,27,0,0,44,875,13
,"St Peter's School, 11 Fisher Avenue",0,7,0,0,3,0,3,0,75,36,224,1,1,178,0,21,0,0,20,569,6
,"Thorrington School Hall, Colombo Street South",0,1,0,0,1,0,1,0,42,11,159,0,0,135,0,10,0,0,14,374,0
"Cashmere","Landsdowne Community Centre, Landsdowne Terrace",0,0,0,0,0,0,0,0,6,2,16,0,0,23,0,1,0,0,1,49,0
,"Princess Margaret Hospital Day Hospital, Cashmere Road",0,1,0,1,1,0,0,0,21,11,98,0,0,81,0,6,0,0,7,227,2
"Christchurch City ","Christchurch Central Public Library, cnr Gloucester St & Oxford Tce",0,1,0,1,0,0,0,0,11,3,62,0,0,31,0,1,0,0,3,113,1
,"Christchurch Hospital, The Great Escape Cafe",0,0,1,0,0,0,0,0,3,3,35,0,0,14,0,0,0,0,7,63,1
,"The Arts Centre, Hurst Seager Room, cnr Hereford Street & Rolleston Avenue",0,2,0,0,1,0,0,0,7,2,22,0,0,9,0,2,0,0,0,45,1
"Halswell","St Mary's Anglican Church Hall, 329 Halswell Rd",0,0,0,0,0,0,0,0,7,6,70,0,0,60,0,5,0,1,6,155,1
"Hei Hei","Gilberthorpe School, 163 Gilberthorpes Road",0,2,0,3,0,0,3,0,14,31,208,0,3,105,0,22,0,0,16,407,10
,"Kids First Kindergarten, Wycola Avenue",0,3,0,1,0,0,1,0,8,35,250,0,1,75,0,37,0,0,17,428,15
,"St Aidan's Church Hall, 173 Buchanans Road",0,3,3,0,3,1,5,0,26,37,399,0,2,137,0,45,0,0,18,679,23
"Hillmorton","Hillmorton Kindergarten, 14 Torrens Road",0,1,1,1,0,0,0,0,11,18,136,1,1,61,0,12,0,0,8,251,19
,"Rowley School, 48 Rowley Avenue",0,3,2,1,0,0,1,0,11,59,348,0,7,96,0,18,0,0,18,564,14
,"Spreydon School, 2 Halswell Road",0,7,1,2,0,0,3,0,20,47,268,0,1,183,0,32,0,0,26,590,17
"Hoon Hay","Hillmorton High School, Recreation Hall, Tankerville Road",0,1,0,1,0,1,0,0,22,45,228,0,1,102,0,19,1,0,25,446,14
,"Hoon Hay School Library, 91 Sparks Road",0,0,1,0,1,0,1,0,54,68,447,0,0,277,0,33,0,0,45,927,12
,"Manning Intermediate, 50 Hoon Hay Road",0,4,0,2,1,0,0,1,26,40,232,2,2,156,0,21,0,0,16,503,7
,"Presbyterian Church Hall, 5 Downing Street",0,2,0,0,1,0,2,0,14,45,215,0,0,150,0,14,0,1,16,460,10
"Hornby","Branston Intermediate, 35 Amyes Road",0,5,1,3,2,1,2,0,26,73,576,2,1,267,0,60,0,2,43,1064,37
,"Garage, 66 Blankney Street",0,3,0,1,1,0,0,0,9,25,180,0,0,92,0,25,0,1,8,345,11
,"Hornby Library, Goulding Avenue",0,2,0,0,1,0,2,0,15,24,203,0,1,110,0,28,0,0,12,398,2
,"Hornby School Hall, Waterloo Road",0,5,2,1,1,0,3,0,14,41,353,0,1,148,0,44,0,0,26,639,15
,"South Hornby School, Shands Rd",0,0,2,1,1,0,1,0,5,33,247,0,1,135,1,28,0,0,16,471,18
,"St Columba's Church Hall, 452 Main South Rd",0,0,0,0,0,1,3,0,11,33,202,0,0,83,0,15,0,1,11,360,12
"Ilam","Ilam School Hall, 66 Ilam Road",0,6,0,1,0,0,1,0,18,7,113,0,1,82,0,3,0,0,12,244,2
"Riccarton","NZ Blood Donor Service, 87 Riccarton Road",0,7,2,0,0,1,3,0,56,28,321,2,0,229,0,38,0,0,18,705,18
,"St Hilda's Church Hall, 7 Centennial Avenue",0,1,0,1,3,0,5,0,19,39,222,0,2,118,0,23,0,0,20,453,5
,"St Ninian's Presbyterian Church Hall, 9 Puriri St",0,3,0,0,0,1,0,0,12,8,77,1,1,51,0,11,0,0,9,174,8
,"Wharenui School, Matipo St",0,21,4,3,3,1,9,0,66,47,509,1,1,273,0,47,1,0,25,1011,18
"Riccarton Park","Portacom Modular Buildings, 65 Buchanans Road",0,3,0,1,0,0,1,0,15,25,203,0,0,162,0,32,0,1,11,454,5
"Russley","Russley School, 75 Cutts Road",0,3,0,1,0,0,0,0,18,31,282,0,1,278,0,25,1,0,44,684,5
,"St Stephen's Methodist Church, 376 Yaldhurst Rd",0,3,1,0,0,0,3,0,13,23,190,0,0,241,0,32,0,0,16,522,10
