Party and Electorate Candidate Votes Recorded at each polling place
"Waiariki 70","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Opotiki Senior Citizens Hall, 1 King Street",0,0,1,0,4,6,1,0,153,0,68,14,26,0,0,0,0,2,0,275,7
"Otakiri","Otakiri School, Staff Room, 571 Otakiri Road",0,0,0,0,0,2,0,0,7,0,10,0,2,0,0,0,0,0,0,21,0
"Raukokore","Raukokore School, State Highway 35",0,0,0,0,0,1,0,0,12,0,26,2,2,0,0,0,0,1,0,44,1
"Ruatoki North","Tawera Bilingual School, 164 Ngahina Road",0,0,0,0,0,5,0,0,40,0,32,0,7,0,0,0,0,0,0,84,0
"Taneatua","Taneatua School, 44 McKenzie Street",0,0,0,0,0,1,0,0,71,0,56,4,14,0,0,1,0,1,0,148,3
"Te Kaha","Te Whanau - A - Apanui Area School, State Highway 35",1,0,0,0,1,6,0,0,54,0,60,6,13,0,0,0,0,0,0,141,2
"Te Teko","Te Kura o Te Teko School Hall, 6 Edgecumbe/Te Teko Highway",0,0,3,0,0,5,0,0,134,0,128,4,13,0,0,0,0,0,0,287,6
"Thornton","Thornton School Hall, 43 Eastbank Road",0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,7,0
"Torere","Te Kura o Torere, 2276 State Highway 35",0,0,1,0,0,3,0,0,27,0,17,1,3,0,0,1,0,0,0,53,2
"Waimana","Nukuhou North School, State Highway 2",1,0,0,0,0,1,0,0,5,0,9,2,1,0,0,0,0,0,0,19,1
,"Waimana School, 6 Raroa Road",0,0,1,0,1,1,0,0,49,0,55,0,4,0,0,1,0,0,0,112,2
"Waioeka","Te Kura Kaupapa Maori o Waioweka, 48 Waioeka Pa Road",0,0,0,0,1,0,0,0,19,0,9,1,0,0,0,0,0,0,0,30,1
"Whakatane","Allandale School, 167 King Street",0,1,1,0,5,6,0,1,105,1,70,9,21,1,0,0,0,0,0,221,8
,"District Council, 9 Commerce Street",0,0,0,0,6,11,0,0,116,0,72,7,22,0,0,1,0,0,0,235,3
,"Reads Auction Hall, 17 King Street",2,0,2,0,2,6,1,0,131,0,104,7,21,0,0,0,0,0,0,276,11
,"Salvation Army Hall, 87 King Street",0,0,1,0,2,3,0,0,81,0,55,4,12,0,0,0,0,1,0,159,5
,"Te Whare Kura o Ruatoki, 18 Mission Road, R D 1",0,0,0,0,0,4,0,0,61,0,58,2,6,0,0,0,0,1,0,132,2
,"Whakatane Intermediate School Hall,101 James Street",0,0,0,0,4,9,1,0,74,0,57,2,13,0,0,1,0,1,0,162,1
"Woodlands","Woodlands School, 161 Dip Road",0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,0
,Rangitikei
"Ratana","Te Kura O Ratana/Ratana School, Kiatere Street",0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,8,0
,Rotorua
"Broadlands","Broadlands School, 2986 Broadlands Road",0,0,0,0,0,1,0,0,8,0,4,1,1,0,0,0,0,0,0,15,1
"Galatea","Galatea School, Mangamate Road",0,0,0,0,0,0,0,0,4,0,1,6,0,0,0,0,0,0,0,11,0
"Hamurana","Country Life, 659 Hamurana Road",0,0,0,0,1,0,0,0,7,0,7,4,1,0,0,1,0,0,0,21,0
"Horohoro","Horohoro School, 69 Apirana Road",0,0,0,0,0,0,0,0,21,0,4,1,1,0,0,0,0,0,0,27,0
"Kaingaroa Forest","Administration Building, Dunn Road",0,0,1,0,0,1,0,0,65,0,18,2,4,0,0,0,0,0,0,91,1
"Kawerau","District Council, Town Hall, Ranfurly Court",0,0,5,0,15,9,0,0,221,0,177,9,26,0,0,3,0,0,0,465,14
,"Putauaki School Staffroom, Fenton Mill Road",2,0,0,0,2,5,1,0,137,0,86,3,18,0,0,0,0,0,0,254,2
"Lake Okareka","Lake Okareka Community Hall, 75 Loop Road",0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,0,0,9,0
"Lake Rerewhakaaitu","Lake Rerewhakaaitu School, 9 Ash Pit Road",0,0,0,0,0,2,0,0,3,0,2,3,0,0,0,0,0,0,0,10,0
"Lake Rotoma","Rotoma and Rotoehu Community Hall, 167 State Highway 30",0,0,1,0,1,0,0,0,7,0,9,1,1,0,0,0,0,0,0,20,0
"Lynmore","Lynmore School Hall, Iles Road",0,0,3,0,3,7,1,0,53,0,31,18,15,0,0,0,0,0,0,131,0
,"Lynmore Scout Hall, Lewis Road",0,0,2,0,0,2,0,1,5,0,5,1,3,0,0,0,0,0,0,19,0
"Maketu","Maketu School, School Road",0,0,1,0,0,4,0,0,92,0,72,10,28,0,0,0,0,0,0,207,7
"Mamaku","Mamaku School, 54 Tarena Street",0,0,0,0,0,2,0,0,11,0,16,7,0,0,0,0,0,0,0,36,1
"Mihi","Mihi School, 76 Springs Road",1,0,0,0,0,0,0,0,12,0,3,2,0,0,0,0,0,0,0,18,0
"Minginui","Minginui Kokiri Centre, 66 Rimu Street",0,0,1,0,0,2,0,0,25,0,21,0,4,0,0,0,0,0,0,53,2
"Murupara","Murupara Municipal Hall, Pine Drive",0,0,2,0,1,2,0,0,175,0,99,8,27,0,0,0,0,1,0,315,9
"Ngakuru","Ngakuru School, 913 Whirinaki Valley Road",0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,10,0
"Ngapuna","Hurunga Marae, 15 Hurunga Street",0,0,3,0,0,3,0,0,64,0,59,4,7,1,0,0,0,0,0,141,7
"Ngongotaha","Ngongotaha Community Hall, 5 School Road",0,0,2,0,6,3,2,0,164,0,141,21,32,0,0,0,0,0,2,373,4
"Okere Falls","Whangamarino School, 637 State Highway 33",0,0,1,0,1,1,0,0,43,0,44,8,3,0,0,0,0,0,0,101,3
"Otamarakau","Otamarakau School, Room 2, 2216 Old Coach Road",0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,8,0
"Owhata","Owhata School Hall, Brent Road",0,0,5,0,1,5,0,0,78,0,70,7,6,0,1,0,0,0,1,174,5
,"St Marks Anglican Hall, corner Sunrise Avenue & Te Ngae Road",1,0,2,0,2,6,0,0,124,0,79,6,11,0,0,1,0,0,0,232,12
"Paengaroa","Paengaroa School, Multi Purpose Room, Old Coach Road",0,0,1,0,0,2,0,1,40,0,13,4,9,0,0,1,0,0,0,71,1
"Pongakawa","Pongakawa School Library, 956 Old Coach Road",1,0,0,0,0,3,0,0,2,0,5,2,3,0,0,0,0,0,0,16,2
"Pukehina","Pukehina School, 1762 Old Coach Road",0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,7,0
"Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",0,0,0,0,0,2,0,1,20,0,10,1,5,0,0,0,0,0,0,39,0
"Reporoa","Reporoa Primary School, 34 Massey Road",0,0,0,0,0,1,0,0,18,0,16,5,2,0,0,0,0,0,0,42,3
"Rotoiti","Te Kura Kaupapa Maori O Rotoiti, 1620 State Highway 30",1,0,0,0,1,8,0,0,52,0,49,1,8,0,0,0,0,0,0,120,0
"Rotokawa","Rotokawa School, 6 Rotokawa Road",0,0,0,0,2,1,0,0,46,0,48,4,8,0,0,0,0,0,0,109,4
"Rotorua","Aorangi School, 3 Gem Street",0,0,2,0,3,7,0,0,99,1,86,12,7,0,1,2,0,0,0,220,2
,"D & A Hunt's Residence, 10 Gillam Crescent",0,0,0,0,0,3,0,0,2,0,1,2,1,0,0,0,0,0,0,9,0
,"Glenholme School Hall, 149 Ranolf Street",0,0,0,0,6,3,1,0,91,0,62,14,4,0,0,0,0,0,1,182,2
,"Homedale Kindergarten, 50 Homedale Street",0,0,2,0,3,1,0,1,45,0,29,3,6,0,0,0,0,0,0,90,2
,"Kaitao Intermediate, 30 Bell Road",0,0,2,0,0,4,1,0,63,0,33,1,4,0,0,1,0,0,0,109,5
,"Kawaha Point School, Aquarius Drive",0,0,1,0,2,4,0,0,60,0,32,11,13,0,0,0,0,0,0,123,0
,"Koutu Tumahaurangi Meeting House, 38 Koutu Road",0,0,0,0,5,6,0,1,132,0,156,9,23,0,0,0,1,0,0,333,2
,"Malfroy School, 196 Malfroy Road",0,0,3,0,3,3,0,0,123,0,62,8,14,0,1,0,0,0,1,218,4
,"Otonga School Hall, Otonga Road",0,0,1,0,0,1,0,0,37,0,26,11,6,0,0,0,0,0,0,82,0
,"Rotorua Electorate Headquarters, corner Hinemoa & Amohia Streets",0,0,1,0,3,1,0,0,65,0,43,7,7,0,0,0,0,0,0,127,2
,"Rotorua Intermediate School, 93-95 Malfroy Road",0,0,2,0,2,4,1,0,81,0,59,9,15,1,0,0,0,0,0,174,4
,"Rotorua Primary School Hall, Rangiuru Street or Pukeroa Street entrance",0,0,4,0,3,3,0,0,108,0,88,18,10,0,0,2,0,0,0,236,4
,"Rotorua Public Hospital Cafeteria, Main Entrance, Pukeroa Street",0,0,3,0,0,2,0,0,27,0,15,2,7,0,0,0,0,0,0,56,0
,"School of Performing Arts Building, 324 Malfroy Road",0,0,0,0,5,3,0,0,64,0,45,9,9,0,0,0,0,0,0,135,2
,"Selwyn School Hall, 3 Old Quarry Road",0,0,3,1,3,4,0,0,140,0,86,13,14,0,1,0,0,0,0,265,7
,"St Andrew's Church Hall, 309 Old Taupo Road",0,0,0,0,3,4,1,0,59,0,30,3,5,0,0,0,0,0,0,105,2
,"St Chad's Communication Centre, 2 Devon Street",0,0,0,0,0,1,0,0,22,0,25,8,2,0,0,1,0,0,0,59,4
,"St John Ambulance Hall, Pererika Street",0,0,2,0,2,2,0,0,45,0,30,2,4,0,0,0,0,0,0,87,0
,"St Michael's School Hall, Clayton Road",0,0,6,0,3,2,1,0,85,0,46,7,9,0,0,1,0,0,2,162,3
,"Sunset Primary School Hall, 150 Sunset Road",1,0,6,0,5,11,1,2,142,0,97,12,18,0,0,5,0,0,0,300,5
,"Waiariki Institute of Technology Cafeteria, Mokoia Drive",0,0,0,0,0,1,0,0,21,0,19,5,3,0,0,0,0,0,1,50,0
,"Western Heights Primary School Hall, Clayton Road",1,0,2,0,6,3,1,0,114,0,68,9,10,0,0,0,0,0,0,214,3
,"Whaka Thermal Village, 17 Tryon Street, Whakarewarewa",0,0,0,0,2,6,0,0,91,0,55,3,16,0,0,0,0,0,0,173,4
"Ruatahuna","Huiarau School, 98 Sister Annie Road",0,0,0,0,0,2,0,0,55,0,45,2,0,0,0,0,0,1,0,105,9
"Upper Atiamuri","Upper Atiamuri School, 2613 State Highway 30",0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,6,0
"Waikite Valley","Waikite Valley School, 1090 Waikite Valley Road",0,0,0,0,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,8,0
"Waiohau","Te Kura Kaupapa Maori O Waiohau, 2481 Galatea Road",0,0,0,0,0,0,0,0,24,0,21,1,3,0,0,0,0,1,0,50,0
"Waiotapu","Benny Bee Tearooms, 2490 State Highway 5",0,0,0,0,0,0,0,0,11,0,5,1,0,0,0,0,0,0,0,17,0
,Taupo
"Acacia Bay","Acacia Bay Community Centre, 1 Wakeman Road",0,0,0,0,0,0,0,0,3,0,3,5,2,0,0,0,0,0,0,13,0
"Kuratau","Kuratau School, junction of Western Access & Taumarunui Highway",0,0,0,0,0,0,0,0,7,0,11,2,0,0,0,0,0,0,0,20,0
"Lichfield","Ngatira Marae, 965 Ngatira Road ",0,0,0,0,0,0,0,0,9,0,10,0,1,0,0,0,0,0,0,20,0
"Omori","Taupo District Council Depot, Omori Road",0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,0
"Rangitaiki","Rangitaiki School, State Highway 5",0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,7,0
"Taupo","Hilltop School, 90 Rokino Road",0,0,0,0,0,1,0,0,8,0,6,3,3,0,0,0,0,0,0,21,0
,"Hinemoa Kindergarten, 61 Hinemoa Avenue",0,0,0,0,0,2,1,0,20,0,5,3,3,0,0,0,0,0,0,34,1
,"Mountview Primary School, 31 Rangatira Street",0,0,1,0,1,4,1,0,57,0,31,4,7,0,0,1,0,0,0,107,1
,"St Patrick's Catholic Church, 88 Acacia Bay Road, Nukuhau",0,0,0,0,0,0,1,0,26,0,19,7,1,0,0,0,0,0,0,54,1
,"Tauhara Primary School, 90 Crown Road",1,0,1,0,0,1,0,0,32,0,29,4,9,0,0,1,0,0,0,78,2
,"Taupo Baptist Church Hall, corner Rifle Range & Taupo View Roads",0,0,0,0,0,2,0,0,55,0,47,7,9,0,0,0,0,0,0,120,1
,"Taupo District Court, 21 Story Place",0,0,0,0,1,0,0,0,15,0,9,4,1,0,0,0,0,0,0,30,0
,"Taupo Primary School, corner Tamamutu & Ruapehu Streets",1,0,0,0,1,2,0,0,37,0,15,9,7,0,0,1,0,0,0,73,3
,"Taupo-nui-a-Tia College, 122 Spa Road",1,0,0,0,0,1,1,0,59,0,34,2,4,0,0,1,0,0,0,103,1
,"Unison Youth Arts Centre, 98 Richmond Avenue",0,0,0,0,0,0,0,0,16,0,7,3,0,0,0,0,0,1,0,27,1
,"Waipahihi School, 20 Parata Street",0,0,0,0,1,1,1,0,16,0,13,3,3,0,0,0,0,0,0,38,0
"Tokaanu","The Foxes Den Cafe and Restaurant, next to Oasis Motel, State Highway 41",0,0,0,0,0,2,1,0,12,0,21,4,6,0,0,0,0,0,0,46,0
"Turangi","Te Kura o Hirangi,  25 Mawake Place",1,0,0,0,1,1,0,0,50,0,63,1,7,0,0,0,0,0,0,124,1
,"Tongariro Seniors' Hall, Ohuanga Street, Town Centre",1,0,3,1,1,6,0,0,102,0,87,12,7,0,0,0,0,0,0,220,4
"Wairakei","Wairakei Resort, State Highway 1",0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,7,0
"Wairakei Village","Wairakei School, 2 Kauri Drive",0,0,2,0,0,2,0,1,20,0,21,1,3,0,0,0,0,0,0,50,0
"Waitahanui","Te Kura o Waitahanui, 107 State Highway 1",0,0,2,0,0,0,0,0,18,0,22,1,2,0,0,0,0,0,0,45,0
,Tauranga
"Bethlehem","Baptist Church Hall, 90 Bethlehem Road",1,0,0,0,0,2,0,1,29,0,34,6,11,0,0,1,0,0,0,85,0
,"Institute of Education, 24 Elder Lane",0,0,0,0,1,0,0,0,4,0,2,7,0,0,0,0,0,1,0,15,0
"Mt Maunganui","Harbourside Netball Pavilion, Maunganui Road",0,0,3,0,0,4,0,0,26,0,22,4,3,0,0,0,0,0,0,62,1
,"Mt Maunganui College, Maunganui Road",0,1,1,0,0,4,0,1,30,0,22,9,6,0,0,0,0,0,0,74,1
,"Mt Maunganui Intermediate School, 21 Links Avenue",0,0,1,0,0,1,0,0,41,0,19,5,14,0,0,1,0,1,0,83,0
,"Mt Maunganui Primary School, 13 Orkney Road",1,0,1,0,0,1,0,0,10,0,3,6,3,0,0,0,0,0,0,25,0
,"Senior Citizens' Hall, 345 Maunganui Road",0,0,0,0,0,3,0,0,8,0,8,6,1,0,0,0,0,0,0,26,0
,"St Peter's Church Hall, 11 Victoria Road",0,0,0,0,0,0,0,0,10,0,2,2,1,0,0,0,0,0,0,15,0
"Pyes Pa","Aquinas College, 183 Pyes Pa Road",0,0,0,0,0,0,0,0,9,0,11,4,5,0,0,0,0,0,0,29,0
"Tauranga","Brookfield School, 20 Millers Road",0,0,0,0,1,3,0,2,72,0,37,11,23,0,0,0,0,0,1,150,7
,"Greenpark School, 13 Lumsden Street",0,0,1,0,1,0,1,0,38,0,9,5,5,0,0,0,0,0,0,60,1
,"Greerton Community Hall, 1247 Cameron Road",1,0,2,0,0,1,1,1,77,0,48,10,31,0,0,0,0,0,0,172,6
,"Matua Community Hall, Levers Road",2,0,0,0,1,1,0,2,12,0,6,3,3,0,0,0,0,0,0,30,0
,"Merivale Action Centre, 25 Kesteven Avenue",0,0,1,0,1,2,0,2,55,0,46,4,16,0,0,0,0,0,0,127,3
,"Otumoetai College, 105 Windsor Road",0,0,1,0,0,4,0,4,38,0,20,8,8,0,0,2,0,0,1,86,0
,"Otumoetai School, 236 Otumoetai Road",2,0,4,0,1,4,1,1,30,0,16,17,7,0,0,0,0,0,0,83,1
,"Pillans Point School, 101 Maxwells Road",1,0,1,0,1,2,0,2,13,0,5,3,3,0,0,0,0,0,0,31,0
,"St Columba Church Hall, 502 Otumoetai Road",0,0,0,0,0,2,0,0,10,0,6,5,8,0,0,0,0,0,0,31,1
,"St Peter's Community Centre, 130 Spring Street",0,0,2,0,1,1,0,0,7,0,4,3,3,0,0,0,0,0,0,21,0
,"Tauranga Boys' College Youth Theatre, Devonport Road",0,0,1,0,1,3,0,2,24,0,13,4,10,0,0,0,0,0,0,58,1
,"Tauranga Girls' College Hall, 930 Cameron Road",0,1,0,0,2,4,0,4,59,0,32,9,10,0,0,0,0,0,0,121,4
,"Tauranga Intermediate School, 30 Eighteenth Avenue",1,0,0,0,0,1,0,0,24,0,12,3,6,0,0,0,0,0,0,47,4
,"Tauranga Primary School Hall, 31 Fifth Avenue",0,0,0,0,0,3,0,0,12,0,9,8,3,0,0,0,0,0,0,35,1
"Tauriko","Settlers' Hall, State Highway 29",0,0,0,0,0,1,1,0,5,0,14,5,1,0,0,0,0,0,0,27,0
,"Polling places where less than 6 votes were taken",0,0,0,0,1,1,0,0,17,1,5,5,1,0,0,0,0,0,0,31,1
,"Hospital Votes",0,0,3,0,1,2,0,0,41,0,28,6,5,0,0,0,0,0,0,86,3
,"Ordinary Votes BEFORE polling day",3,1,15,0,11,52,2,4,718,1,724,107,162,4,1,3,0,2,1,1811,22
,"Special Votes BEFORE polling day",1,0,5,0,2,4,0,0,116,0,109,7,14,0,0,2,0,1,0,261,6
,"Special Votes On polling day",1,1,16,0,21,48,0,2,623,0,628,65,94,0,1,3,0,1,0,1504,26
,"Overseas Special Votes including defence force",0,0,0,0,0,2,0,0,17,0,37,6,3,0,0,0,0,1,0,66,0
,"Votes Allowed for Party Only",2,0,11,0,4,22,0,2,206,0,182,26,16,0,0,2,0,0,0,473,7
,"Waiariki Total",42,6,182,2,205,518,28,57,8903,4,6890,1075,1525,9,6,47,1,26,13,19539,366
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",19905
"Electorate Party Valid Votes for Waiariki",,"Labour Party - .455652797"
"ACT New Zealand",42,.0021495471
"Alliance",6,.0003070782
"Aotearoa Legalise Cannabis Party",182,.0093147039
"Democrats for Social Credit",2,.0001023594
"Family Party",205,.0104918368
"Green Party",518,.0265110804
"Jim Anderton's Progressive",28,.0014330314
"Kiwi Party",57,.0029172424
"Labour Party",8903,.455652797
"Libertarianz",4,.0002047188
"Maori Party",6890,.3526280772
"National Party",1075,.0550181688
"New Zealand First Party",1525,.0780490301
"New Zealand Pacific Party",9,.0004606172
"RAM - Residents Action Movement",6,.0003070782
"The Bill and Ben Party",47,.0024054455
"The Republic of New Zealand Party",1,.0000511797
"United Future",26,.001330672
"Workers Party",13,.000665336
