Party and Electorate Candidate Votes Recorded at each polling place
"Hutt South 17","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Overseas Special Votes including defence force",17,2,0,0,0,86,3,0,167,1,2,281,6,0,0,0,0,12,0,577,1
,"Votes Allowed for Party Only",5,1,4,0,8,27,2,3,216,1,18,84,9,0,0,3,0,0,1,382,4
,"Hutt South Total",950,45,128,7,83,2655,305,203,14769,36,293,13057,1208,63,8,197,3,490,12,34512,157
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34669
"Electorate Party Valid Votes for Hutt South",,"Labour Party - .4279381085"
"ACT New Zealand",950,.0275266574
"Alliance",45,.0013038943
"Aotearoa Legalise Cannabis Party",128,.0037088549
"Democrats for Social Credit",7,.000202828
"Family Party",83,.0024049606
"Green Party",2655,.0769297636
"Jim Anderton's Progressive",305,.0088375058
"Kiwi Party",203,.0058820121
"Labour Party",14769,.4279381085
"Libertarianz",36,.0010431154
"Maori Party",293,.0084898006
"National Party",13057,.3783321743
"New Zealand First Party",1208,.035002318
"New Zealand Pacific Party",63,.001825452
"RAM - Residents Action Movement",8,.0002318034
"The Bill and Ben Party",197,.0057081595
"The Republic of New Zealand Party",3,.0000869263
"United Future",490,.0141979601
"Workers Party",12,.0003477051
