Party and Electorate Candidate Votes Recorded at each polling place
"Nelson 30","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Appleby","Appleby School, Moutere Highway",0,2,0,0,0,0,2,0,6,0,41,0,2,87,0,5,0,0,9,154,0
"Atawhai","Clifton Terrace School Hall, 888 Atawhai Drive",0,17,0,0,5,0,6,2,106,14,428,0,0,479,0,33,2,0,47,1139,0
"Brightwater","Brightwater School, 106 Ellis Street",0,14,0,7,2,2,8,0,51,11,428,0,0,519,0,60,0,0,46,1148,1
"Foxhill","Lord Rutherford Hall, State Highway",0,1,0,0,1,0,0,0,8,1,32,0,0,57,1,11,0,0,4,116,0
"Hira","Hira School, State Highway 6",0,2,0,1,1,0,0,0,44,4,102,0,0,97,0,10,0,0,14,275,1
"Hope","Hope School, Paton Road",0,9,0,1,2,1,2,1,48,6,163,1,1,413,0,32,0,0,31,711,2
"Nelson","Athletics Nelson Club Rooms, Pioneer Park, Hastings Street",0,16,1,4,1,0,6,3,104,6,397,1,5,265,0,31,0,0,21,861,0
,"Auckland Point School, 111 Haven Road",0,8,1,4,2,0,3,1,111,13,433,0,3,293,0,29,0,0,15,916,1
,"Court House, 200 Bridge Street",0,5,0,0,1,1,8,2,121,11,392,0,2,294,0,28,1,0,26,892,3
,"Grove Street Kindergarten, 50A Grove Street",1,13,1,0,7,1,5,3,111,20,589,0,2,420,1,59,1,1,26,1261,5
,"Hampden Street School, 250 Hampden Street",0,8,1,3,4,2,9,0,116,13,399,1,2,350,0,38,0,0,25,971,0
,"Nelson Intermediate School, 112 Tipahi Street",0,8,0,1,5,0,12,0,38,4,307,0,3,137,0,25,0,0,15,555,1
,"Presbyterian Nelson Trinity Church, 64 Nile Street",0,11,1,2,7,0,10,1,245,12,709,0,7,439,1,59,1,2,36,1543,3
,"Salvation Army Hall, 57 Rutherford Street",0,9,1,1,1,1,6,1,109,8,264,0,4,155,0,27,0,0,12,599,0
,"Sealord Marine Rescue Centre, Wakefield Quay",1,7,0,1,0,0,0,0,53,2,128,0,0,191,0,10,0,0,12,405,1
,"Victory School, 214 Vanguard Street",0,10,3,12,9,1,8,1,122,21,793,0,11,290,1,43,0,0,39,1364,5
"Richmond","Athletic Soccer Club Room, Gladstone Road",0,9,0,1,0,0,2,1,16,4,159,0,0,180,0,20,0,0,16,408,0
,"Electorate Headquarters, 313 Queen St, Richmond",0,1,0,2,3,0,4,2,13,2,74,0,0,101,0,17,0,0,10,229,0
,"Garin College, 35 Champion Road",0,17,0,1,6,0,9,1,33,18,342,0,1,540,0,30,1,0,48,1047,3
,"Richmond School Community Hall, Cambridge Street",0,19,2,2,4,0,16,0,47,11,657,1,3,497,0,56,0,0,63,1378,3
,"Tasman District Council Office, Queen St",1,17,2,1,5,0,23,2,77,34,793,0,2,925,0,115,1,1,86,2085,3
,"Waimea Intermediate School, 48 Salisbury Road",0,9,2,4,4,2,17,3,49,14,478,0,1,434,0,51,0,0,47,1115,1
"Stoke","Birchwood School, Durham Street",0,4,1,6,2,2,11,3,26,10,334,0,0,271,0,33,0,0,25,728,2
,"Broadgreen Intermediate School, 193 Nayland Road",0,15,2,2,9,0,27,3,114,31,1068,1,2,782,0,101,0,0,83,2240,9
,"St Barnabas Church Hall, 523 Main Road",0,6,1,3,2,2,8,0,53,17,509,1,2,382,0,66,0,0,42,1094,5
