Party and Electorate Candidate Votes Recorded at each polling place
"Nelson 30","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"Stoke School, 601 Main Road",0,13,1,9,3,3,15,1,68,29,924,0,4,643,0,114,1,0,72,1900,15
"Tahunanui","Church of Christ Hall, 29 Parkers Road",0,7,4,1,3,0,11,4,44,11,464,0,1,233,1,61,0,0,26,871,5
,"Tahunanui School, 69 Muritai Street",1,15,1,14,6,2,17,3,139,20,639,0,5,547,0,70,1,0,49,1529,5
"Wakapuaka","Hira Rural Kindergarten, 460 State Highway 6",0,1,1,0,0,0,1,1,46,2,71,0,0,59,0,3,0,0,6,191,0
"Wakatu","Enner Glynn School, 10 The Ridgeway",0,18,0,1,11,0,12,0,67,14,516,0,1,438,0,42,0,0,52,1172,0
"Wakefield","Wakefield School, Edward Street",0,14,1,2,2,0,11,0,49,6,414,1,0,480,1,55,1,0,55,1092,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",1,5,2,1,6,1,6,0,22,11,365,0,2,255,0,54,0,0,12,743,23
,"Ordinary Votes BEFORE polling day",1,43,1,2,12,1,69,6,226,21,1076,0,4,1351,0,101,0,0,128,3042,6
,"Special Votes BEFORE polling day",0,4,0,2,2,0,2,0,43,7,163,0,2,146,0,17,0,0,10,398,2
,"Special Votes On polling day",0,22,2,8,8,1,14,4,219,8,874,2,11,681,1,63,1,0,67,1986,3
,"Overseas Special Votes including defence force",0,8,1,2,3,0,1,0,77,0,173,0,0,134,0,13,0,0,8,420,0
,"Special Votes Allowed for Party Only",0,1,0,3,2,1,0,1,27,1,111,0,6,54,0,11,0,0,6,224,2
,"Nelson Total",6,388,33,104,141,24,361,50,2848,417,15809,9,89,13619,7,1593,11,4,1289,36802,113
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36915
"Electorate Party Valid Votes for Nelson",,"Labour Party - .4295690452"
"99 MP Party",6,.0001630346
"ACT New Zealand",388,.0105429053
"Alliance",33,.0008966904
"Aotearoa Legalise Cannabis Party",104,.0028259334
"Christian Heritage NZ",141,.0038313135
"Democrats for Social Credit",24,.0006521385
"Destiny New Zealand",361,.0098092495
"Direct Democracy Party",50,.0013586218
"Green Party",2848,.0773870985
"Jim Anderton's Progressive",417,.0113309059
"Labour Party",15809,.4295690452
"Libertarianz",9,.0002445519
"Mâori Party",89,.0024183468
"National Party",13619,.3700614097
"New Zealand Family Rights Protection Party",7,.0001902071
"New Zealand First Party",1593,.043285691
"OneNZ Party",11,.0002988968
"The Republic of New Zealand Party",4,.0001086897
"United Future New Zealand",1289,.0350252704
