Party and Electorate Candidate Votes Recorded at each voting place
"West Coast-Tasman 61","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Little Wanganui Hall, 3288 Karamea Highway",0,0,5,0,0,0,12,0,17,2,48,6,0,1,2,93,0
"Kowhitirangi","Kowhitirangi Hall, Kaniere-Kowhitirangi Road",0,1,1,1,0,0,5,0,13,0,61,9,0,0,0,91,1
"Kumara","Memorial Hall, 56 Seddon Street",1,1,11,9,0,0,27,0,53,0,127,23,0,0,0,252,1
"Lower Moutere","Lower Moutere School Hall, 8 School Road",1,1,6,28,0,0,75,3,70,1,154,44,0,0,0,383,3
"Mapua ","Mapua School, 4 Stafford Drive",8,4,8,58,0,0,211,8,192,3,510,61,4,0,4,1071,4
"Marahau","Marahau Fire Station Hall, Sandy Bay-Marahau Road",1,1,4,2,0,0,38,2,23,0,43,4,0,0,0,118,0
"Maruia","Maruia School, Station Creek, State Highway 65",0,0,0,12,0,0,3,0,0,0,43,3,0,0,0,61,0
"Moana","Lake Brunner School, 21 Ahau Street",1,0,0,7,0,0,10,1,17,1,79,13,0,0,1,130,0
"Motueka","Masonic Centre, 8 Inglis Street",1,1,5,17,0,0,43,2,114,0,147,46,0,0,0,376,0
,"Motueka South School, 450 High Street",0,3,10,30,0,1,80,3,159,1,206,68,0,0,1,562,1
,"Motueka Tasman District Council, 7 Hickmott Place",3,3,10,43,0,0,107,5,204,1,308,80,0,0,2,766,9
,"Parklands School, MoTECH Building, 9-19 Pah Street",3,2,13,30,0,0,125,5,273,4,306,87,0,0,1,849,6
"Motupiko","Quinney's Bush Camp, 263 State Highway 6",0,0,2,4,0,0,3,0,16,0,58,3,0,0,0,86,0
"Motupipi  ","Motupipi School, 435 Abel Tasman Drive",0,1,10,3,0,0,53,4,39,1,86,16,0,0,0,213,1
"Murchison ","Murchison Area School, 61 Waller Street",1,1,9,18,0,0,56,1,75,1,219,28,0,0,0,409,1
"Nelson Creek ","Nelson Creek Hall, Nelson Creek Road",1,1,3,2,0,0,2,0,4,0,38,11,0,0,0,62,1
"Ngahere","Ngahere Fire Station, Main Road Ngahere",0,0,4,5,0,1,1,0,21,0,54,8,0,0,0,94,2
"Ngakawau ","Ngakawau Domain Hall, Main Road",0,2,10,5,0,0,18,0,72,1,49,23,0,0,0,180,2
"Ngatimoti ","Ngatimoti School, 4 Greenhill Road",0,3,5,9,0,0,80,5,52,0,68,22,0,0,0,244,0
"Onekaka","Onekaka Hall, State Highway 60",0,0,6,6,0,0,76,0,29,0,19,3,0,0,0,139,0
"Pakawau","Pakawau Public Hall, Pakawau Road",0,0,8,8,0,0,25,4,19,0,52,8,0,0,0,124,1
"Paroa","Paroa School, 494 Main South Road",1,1,9,18,1,0,16,2,82,1,280,36,0,0,1,448,1
"Pohara","Pohara Hall, Abel Tasman Drive",0,0,7,7,0,0,49,0,39,1,95,9,0,0,1,208,1
"Pokororo","Pokororo Public Hall, Westbank Road",0,0,10,3,0,1,33,1,22,0,25,9,0,0,0,104,1
"Punakaiki","Punakaiki Canoes, State Highway 6",1,0,1,2,0,0,29,1,12,0,21,2,0,0,0,69,1
"Puramahoi","Puramahoi Public Hall, Takaka-Collingwood Highway",0,1,2,5,1,0,17,0,19,0,50,3,0,0,0,98,0
"Redwood Valley","Redwood Valley Hall, 484 Moutere Highway",0,1,3,16,0,0,19,1,27,1,132,13,0,0,1,214,1
"Reefton","Reefton Area School, Food Tech Building, Pitt Street",0,0,14,1,1,0,7,0,32,0,54,14,0,0,0,123,0
,"Reefton Community Centre, 52-54 Shiel Street",2,0,16,12,0,0,9,1,59,0,143,33,0,0,1,276,2
,"Reefton Hospital, Broadway",0,2,1,6,0,0,1,0,25,0,34,6,0,0,0,75,0
"Richmond","Tasman District Council Office, 189 Queen Street",1,3,3,3,0,0,24,1,34,1,58,12,0,0,0,140,0
"Riwaka","Riwaka School, 22 School Road",1,2,10,10,0,0,53,5,80,1,128,28,0,0,0,318,1
,"St Barnabas Church Hall, Main Road ",0,0,2,3,0,0,16,0,38,2,63,18,0,0,4,146,0
"Ross","Ross School, Moorhouse Street",0,1,14,4,0,0,15,0,33,1,123,20,0,0,0,211,1
"Rotomanu","Rotomanu Hall, Lake Brunner-Kumara Road",0,1,0,2,0,0,2,0,6,0,30,4,0,0,0,45,1
"Runanga","Runanga School Hall, Duncan Street",1,5,20,14,0,0,18,4,155,2,130,86,0,0,1,436,2
"St Arnaud ","Lake Rotoiti School, Main Road",0,1,3,16,0,0,35,1,19,0,66,14,0,0,3,158,1
"Stanley Brook","Stanley Brook Hall, Motueka Valley Highway",0,0,5,10,0,0,6,0,8,0,37,7,0,0,0,73,0
"Takaka","Anglican Church Hall, Commercial Street",0,4,13,3,0,0,84,5,85,0,76,16,0,0,0,286,3
,"Central Takaka School, 44 Central Takaka Road",0,0,9,4,0,0,23,0,33,0,35,6,0,0,2,112,1
,"Golden Bay High School, 12 Waitapu Road",0,2,28,10,0,0,62,9,76,1,119,23,0,0,1,331,2
"Tapawera ","Tapawera Area School, 46 Main Road",0,2,17,27,1,0,25,5,64,0,187,39,0,1,1,369,2
"Tasman","Tasman School, 417 Aporo Road",0,0,6,26,0,0,85,3,67,1,191,25,1,0,1,406,1
"Taylorville","Taylorville Brunnerton Lodge, 745 Taylorville Road",0,1,4,4,1,0,4,0,20,0,26,7,0,0,0,67,1
"Umukuri","Brooklyn School, 256 Umukuri Road",0,1,4,10,1,0,29,1,62,0,87,20,0,1,0,216,4
"Upper Moutere","Mahana School, 15 School Road",1,0,0,11,0,0,42,0,31,0,106,15,0,0,0,206,0
,"Upper Moutere School Hall, Main Road",0,1,7,21,0,0,85,4,104,2,180,41,0,1,0,446,1
"Upper Takaka","Upper Takaka Community Hall, 2 Aaron Creek Road",0,0,4,3,0,0,12,0,10,0,27,6,0,0,0,62,0
"Waimangaroa","Waimangaroa Fire Station, McGill Street",0,3,8,8,0,0,14,2,39,0,45,17,0,0,0,136,0
"Waimea West","Waimea West Public Hall, Waimea West Road",1,1,1,11,0,0,6,0,12,0,71,6,0,0,0,109,0
"Wakefield","Wakefield School, Edward Street",1,3,28,90,0,1,113,3,225,2,650,111,0,0,2,1229,5
"Westport","Sergeants Hill Hall, Caledonian Road",0,1,9,5,0,0,7,0,28,0,61,17,0,0,2,130,1
,"St Canice's School, 24a Brougham Street",6,5,7,23,0,0,32,1,178,0,199,54,1,0,3,509,3
,"Westport Courthouse, 11 Wakefield Street",2,2,10,14,0,0,19,2,130,2,177,38,0,0,0,396,6
,"Westport North School, 65 Cobden Street",3,4,5,17,0,0,15,2,191,2,155,49,0,0,0,443,0
,"Westport South School, Derby Street",1,5,8,15,0,0,9,1,113,0,127,50,0,1,0,330,4
"Whataroa","Whataroa School, 65 Scally Road  ",0,3,4,6,0,0,4,1,6,0,72,9,0,0,0,105,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",26,21,189,573,5,2,1154,77,2087,27,3766,721,5,1,15,8669,36
,"Special Votes BEFORE polling day",3,9,11,43,0,0,155,19,173,2,324,67,0,1,2,809,2
,"Special Votes On polling day",3,19,57,82,1,0,313,24,398,8,690,139,1,0,4,1739,8
,"Overseas Special Votes including Defence Force",1,2,3,7,1,0,154,11,76,0,136,6,0,0,0,397,1
,"Votes Allowed for Party Only",0,8,12,7,1,1,60,2,71,4,66,26,0,0,1,259,9
,"West Coast-Tasman Total",94,210,942,1837,25,7,4658,271,8438,102,16058,3123,14,11,71,35861,192
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36053
"Electorate Party Valid Votes for West Coast-Tasman",,"National Party - .4477845013"
"ACT New Zealand",94,.002621232
"Aotearoa Legalise Cannabis Party",210,.0058559438
"Ban1080",942,.0262680907
"Conservative",1837,.0512255654
"Democrats for Social Credit",25,.0006971362
"Focus New Zealand",7,.0001951981
"Green Party",4658,.1298904102
"Internet MANA",271,.007556956
"Labour Party",8438,.2352973983
"Māori Party",102,.0028443156
"National Party",16058,.4477845013
"New Zealand First Party",3123,.0870862497
"NZ Independent Coalition",14,.0003903963
"The Civilian Party",11,.0003067399
"United Future",71,.0019798667
